ptest -- memset version 1.0
start	0	end	512
incr	1	ntry	10000
align	0	verbose	0
raw	1	diff	0
compare	1	baseline	0
seed	0	rand	1
rand_align	0	testmask	0x00
bytes   	   local	        	    i386	        	    i586	        	    i686	        	 i686fix	        	  lx_zan	        	 lx_simp	        	  lx_hyb	        	lx_hyb_BA	        	  lx_mmx	        	lx_mmx64	        	lx_mmx64simp	        	lx_mmx64_BA	        
     457	   0.000%	 244.716	  -0.258%	 245.348	 -74.771%	 427.692	   5.670%	 230.840	   5.845%	 230.413	   1.217%	 241.737	   7.776%	 225.686	   5.920%	 230.228	   5.643%	 230.907	  -1.367%	 248.060	   4.745%	 233.104	   7.617%	 226.075	   5.216%	 231.951
     458	   0.000%	 245.130	  -0.792%	 247.071	 -74.480%	 427.702	   5.760%	 231.010	   5.761%	 231.007	   0.963%	 242.768	   7.809%	 225.987	   5.762%	 231.006	   5.733%	 231.076	  -0.577%	 246.543	   4.777%	 233.419	   7.189%	 227.508	   5.267%	 232.217
     459	   0.000%	 246.912	  -0.117%	 247.200	 -74.131%	 429.951	   6.008%	 232.077	   5.937%	 232.253	   1.777%	 242.524	   7.624%	 228.086	   5.513%	 233.299	   6.234%	 231.519	  -0.214%	 247.440	   4.825%	 234.998	   7.513%	 228.362	   5.090%	 234.345
     460	   0.000%	 243.180	  -0.010%	 243.206	 -74.593%	 424.576	   5.654%	 229.431	   5.594%	 229.576	   1.470%	 239.606	   7.748%	 224.340	   5.758%	 229.179	   5.362%	 230.141	  -0.491%	 244.374	   4.644%	 231.888	   8.078%	 223.537	   5.199%	 230.538
     461	   0.000%	 247.338	   0.293%	 246.613	 -73.771%	 429.803	   6.074%	 232.315	   5.926%	 232.680	   1.341%	 244.023	   8.497%	 226.323	   6.010%	 232.474	   5.951%	 232.619	  -0.252%	 247.962	   5.235%	 234.389	   7.646%	 228.427	   5.463%	 233.827
     462	   0.000%	 247.849	  -0.329%	 248.663	 -73.347%	 429.639	   5.503%	 234.210	   6.354%	 232.101	   1.565%	 243.971	   8.056%	 227.882	   5.740%	 233.622	   6.226%	 232.419	  -0.420%	 248.890	   5.323%	 234.656	   7.564%	 229.101	   5.365%	 234.551
     463	   0.000%	 248.429	  -0.329%	 249.245	 -73.675%	 431.457	   5.917%	 233.730	   5.455%	 234.877	   1.488%	 244.731	   7.923%	 228.745	   5.763%	 234.112	   6.255%	 232.890	  -0.189%	 248.899	   4.799%	 236.506	   7.374%	 230.111	   5.356%	 235.122
     464	   0.000%	 243.892	  -0.026%	 243.955	 -74.688%	 426.049	   6.293%	 228.544	   5.849%	 229.627	   1.314%	 240.687	   7.692%	 225.131	   5.362%	 230.815	   5.444%	 230.613	  -0.615%	 245.392	   4.976%	 231.756	   7.875%	 224.685	   5.123%	 231.396
     465	   0.000%	 246.925	  -0.463%	 248.068	 -74.240%	 430.242	   5.521%	 233.293	   5.212%	 234.055	   1.221%	 243.910	   7.811%	 227.639	   5.903%	 232.348	   5.292%	 233.858	  -0.861%	 249.051	   4.568%	 235.645	   7.064%	 229.482	   4.909%	 234.805
     466	   0.000%	 247.748	  -0.471%	 248.915	 -73.761%	 430.490	   5.576%	 233.932	   5.363%	 234.462	   1.130%	 244.948	   7.349%	 229.542	   5.421%	 234.318	   5.570%	 233.950	  -0.570%	 249.161	   4.563%	 236.444	   7.355%	 229.527	   5.299%	 234.620
     467	   0.000%	 248.924	  -0.103%	 249.181	 -73.456%	 431.773	   5.796%	 234.497	   5.440%	 235.383	   0.962%	 246.529	   7.530%	 230.179	   5.272%	 235.800	   5.818%	 234.442	  -1.062%	 251.567	   3.894%	 239.232	   7.195%	 231.014	   5.131%	 236.151
     468	   0.000%	 244.921	  -0.210%	 245.434	 -73.968%	 426.083	   5.518%	 231.406	   5.787%	 230.747	   0.979%	 242.523	   8.078%	 225.136	   5.884%	 230.510	   5.901%	 230.469	  -0.497%	 246.138	   5.018%	 232.630	   7.626%	 226.243	   5.207%	 232.168
     469	   0.000%	 247.730	  -0.588%	 249.188	 -74.160%	 431.447	   5.470%	 234.180	   5.376%	 234.413	   1.102%	 245.001	   7.816%	 228.367	   5.543%	 233.998	   5.483%	 234.148	  -0.498%	 248.965	   4.620%	 236.284	   7.112%	 230.113	   4.980%	 235.394
     470	   0.000%	 249.954	   0.274%	 249.270	 -72.517%	 431.212	   5.853%	 235.323	   6.470%	 233.781	   1.619%	 245.907	   7.782%	 230.502	   6.020%	 234.906	   6.286%	 234.243	  -0.262%	 250.609	   5.048%	 237.337	   7.715%	 230.669	   5.478%	 236.260
     471	   0.000%	 249.569	  -0.217%	 250.110	 -73.875%	 433.937	   5.626%	 235.528	   5.557%	 235.701	   1.116%	 246.784	   7.729%	 230.280	   5.085%	 236.879	   5.488%	 235.873	  -0.899%	 251.813	   4.824%	 237.531	   7.439%	 231.004	   4.936%	 237.251
     472	   0.000%	 245.723	  -0.215%	 246.251	 -74.074%	 427.739	   5.450%	 232.331	   5.849%	 231.351	   1.471%	 242.107	   7.940%	 226.213	   5.867%	 231.305	   5.474%	 232.271	  -0.697%	 247.435	   5.305%	 232.687	   7.619%	 227.000	   5.287%	 232.731
     473	   0.000%	 248.734	  -0.082%	 248.937	 -73.635%	 431.889	   5.937%	 233.965	   5.566%	 234.890	   1.002%	 246.242	   7.620%	 229.781	   5.530%	 234.979	   5.422%	 235.248	  -0.620%	 250.277	   4.938%	 236.451	   7.183%	 230.869	   4.965%	 236.384
     474	   0.000%	 250.636	   0.078%	 250.440	 -72.936%	 433.439	   6.057%	 235.454	   6.087%	 235.380	   1.451%	 247.000	   8.103%	 230.327	   6.446%	 234.481	   6.076%	 235.408	  -0.348%	 251.508	   5.226%	 237.538	   7.645%	 231.474	   5.472%	 236.921
     475	   0.000%	 250.749	  -0.730%	 252.578	 -72.982%	 433.749	   5.842%	 236.101	   5.549%	 236.835	   1.063%	 248.084	   7.921%	 230.888	   5.440%	 237.108	   5.678%	 236.510	  -0.539%	 252.100	   4.769%	 238.790	   7.567%	 231.775	   5.028%	 238.141
     476	   0.000%	 246.740	  -0.471%	 247.903	 -73.844%	 428.942	   5.492%	 233.189	   5.813%	 232.397	   1.372%	 243.354	   8.157%	 226.614	   5.450%	 233.292	   6.093%	 231.706	  -0.534%	 248.058	   5.056%	 234.265	   7.420%	 228.432	   5.356%	 233.525
     477	   0.000%	 250.135	  -0.230%	 250.711	 -73.199%	 433.231	   6.330%	 234.302	   6.027%	 235.060	   1.449%	 246.511	   7.700%	 230.876	   5.847%	 235.510	   6.271%	 234.448	  -0.851%	 252.264	   4.910%	 237.853	   7.245%	 232.014	   5.243%	 237.021
     478	   0.000%	 249.905	  -0.860%	 252.054	 -74.017%	 434.878	   5.473%	 236.227	   5.354%	 236.524	   0.569%	 248.482	   7.024%	 232.350	   5.554%	 236.024	   5.158%	 237.016	  -0.867%	 252.071	   4.462%	 238.754	   7.295%	 231.673	   4.927%	 237.591
     479	   0.000%	 251.075	  -0.266%	 251.742	 -73.590%	 435.840	   5.077%	 238.328	   5.290%	 237.794	   0.897%	 248.823	   7.380%	 232.545	   5.394%	 237.531	   5.451%	 237.390	  -0.866%	 253.249	   4.199%	 240.531	   6.902%	 233.747	   4.803%	 239.015
     480	   0.000%	 241.755	  -0.369%	 242.647	 -80.674%	 436.789	   5.802%	 227.728	   5.882%	 227.536	   1.477%	 238.186	   7.718%	 223.096	   5.208%	 229.166	   5.973%	 227.314	   0.838%	 239.729	   4.539%	 230.782	   7.236%	 224.262	   5.071%	 229.495
     481	   0.000%	 252.466	  -0.304%	 253.234	 -76.001%	 444.343	   5.836%	 237.731	   5.551%	 238.452	   1.403%	 248.924	   7.269%	 234.114	   6.248%	 236.691	   5.596%	 238.338	   0.687%	 250.732	   4.643%	 240.743	   6.936%	 234.955	   5.173%	 239.406
     482	   0.000%	 252.842	  -0.531%	 254.186	 -76.186%	 445.474	   5.498%	 238.941	   5.507%	 238.917	   0.542%	 251.473	   7.103%	 234.882	   4.922%	 240.398	   6.146%	 237.303	   0.434%	 251.746	   4.314%	 241.935	   6.853%	 235.516	   4.800%	 240.705
     483	   0.000%	 255.732	   0.077%	 255.536	 -75.077%	 447.728	   5.778%	 240.956	   5.151%	 242.560	   1.465%	 251.986	   7.688%	 236.070	   5.543%	 241.556	   6.062%	 240.229	   0.592%	 254.217	   4.904%	 243.190	   7.588%	 236.328	   5.239%	 242.335
     484	   0.000%	 250.226	  -0.658%	 251.873	 -77.659%	 444.548	   5.247%	 237.095	   5.282%	 237.008	   0.946%	 247.859	   7.829%	 230.634	   5.006%	 237.699	   5.842%	 235.608	  -0.604%	 251.737	   4.767%	 238.297	   7.053%	 232.577	   5.206%	 237.198
     485	   0.000%	 252.962	  -0.707%	 254.751	 -77.396%	 448.743	   5.754%	 238.405	   5.005%	 240.300	   1.390%	 249.445	   7.106%	 234.987	   4.766%	 240.905	   5.255%	 239.669	  -0.247%	 253.587	   4.054%	 242.705	   7.154%	 234.865	   4.820%	 240.769
     486	   0.000%	 253.831	  -0.776%	 255.801	 -77.270%	 449.967	   5.598%	 239.622	   4.962%	 241.236	   1.420%	 250.225	   7.123%	 235.750	   5.457%	 239.980	   5.745%	 239.249	  -0.466%	 255.013	   4.340%	 242.816	   6.957%	 236.171	   4.591%	 242.177
     487	   0.000%	 256.509	   0.614%	 254.935	 -75.892%	 451.179	   5.531%	 242.321	   6.085%	 240.900	   1.841%	 251.787	   7.714%	 236.721	   5.793%	 241.648	   6.168%	 240.687	   0.444%	 255.369	   5.073%	 243.497	   7.617%	 236.969	   5.721%	 241.834
     488	   0.000%	 251.913	   0.090%	 251.686	 -76.735%	 445.218	   6.433%	 235.706	   5.544%	 237.948	   1.694%	 247.646	   8.296%	 231.014	   5.933%	 236.967	   6.626%	 235.222	  -0.085%	 252.128	   5.127%	 238.998	   8.405%	 230.739	   5.332%	 238.480
     489	   0.000%	 256.067	  -0.232%	 256.660	 -75.377%	 449.083	   6.265%	 240.025	   5.710%	 241.446	   1.835%	 251.368	   7.892%	 235.859	   5.723%	 241.411	   5.927%	 240.889	  -0.259%	 256.731	   4.864%	 243.611	   7.851%	 235.963	   5.233%	 242.667
     490	   0.000%	 257.148	  -0.046%	 257.266	 -75.265%	 450.691	   5.847%	 242.114	   5.323%	 243.460	   1.294%	 253.820	   7.771%	 237.164	   5.775%	 242.297	   6.093%	 241.480	  -0.202%	 257.668	   5.182%	 243.823	   7.961%	 236.678	   5.412%	 243.230
     491	   0.000%	 257.988	  -0.270%	 258.686	 -75.110%	 451.764	   5.718%	 243.237	   5.762%	 243.122	   1.697%	 253.609	   7.811%	 237.836	   5.517%	 243.756	   5.596%	 243.551	   0.152%	 257.595	   5.074%	 244.897	   7.321%	 239.100	   5.055%	 244.947
     492	   0.000%	 253.121	  -0.790%	 255.121	 -77.235%	 448.619	   5.413%	 239.419	   5.376%	 239.512	   0.917%	 250.801	   6.919%	 235.608	   6.043%	 237.824	   5.346%	 239.590	  -0.237%	 253.721	   4.425%	 241.919	   7.020%	 235.352	   4.611%	 241.450
     493	   0.000%	 257.538	  -0.193%	 258.035	 -75.419%	 451.771	   6.104%	 241.817	   5.026%	 244.593	   1.316%	 254.150	   7.961%	 237.037	   6.010%	 242.061	   5.824%	 242.539	  -0.168%	 257.972	   4.695%	 245.447	   7.493%	 238.242	   5.111%	 244.376
     494	   0.000%	 258.373	  -0.154%	 258.769	 -75.370%	 453.108	   6.224%	 242.292	   5.726%	 243.578	   1.727%	 253.912	   7.978%	 237.760	   5.651%	 243.772	   5.184%	 244.980	  -0.128%	 258.703	   5.033%	 245.369	   7.353%	 239.376	   5.090%	 245.221
     495	   0.000%	 259.603	   0.032%	 259.519	 -74.885%	 454.006	   6.037%	 243.930	   5.951%	 244.155	   1.135%	 256.656	   7.059%	 241.278	   6.151%	 243.635	   5.541%	 245.217	  -0.014%	 259.639	   4.726%	 247.333	   7.453%	 240.256	   5.103%	 246.355
     496	   0.000%	 254.765	   0.303%	 253.994	 -76.221%	 448.950	   5.618%	 240.452	   5.633%	 240.415	   0.919%	 252.423	   8.383%	 233.407	   5.606%	 240.483	   5.355%	 241.122	  -0.374%	 255.717	   5.351%	 241.132	   7.755%	 235.009	   5.383%	 241.051
     497	   0.000%	 258.101	   0.284%	 257.368	 -75.361%	 452.609	   5.435%	 244.072	   5.017%	 245.153	   0.884%	 255.818	   6.845%	 240.433	   5.808%	 243.112	   5.528%	 243.833	  -0.255%	 258.760	   4.936%	 245.362	   7.295%	 239.272	   5.138%	 244.839
     498	   0.000%	 257.741	  -0.061%	 257.900	 -75.662%	 452.753	   4.333%	 246.572	   4.990%	 244.880	   0.684%	 255.977	   7.102%	 239.436	   4.785%	 245.409	   4.888%	 245.143	  -0.728%	 259.617	   4.386%	 246.438	   6.809%	 240.193	   4.651%	 245.753
     499	   0.000%	 259.214	  -0.032%	 259.297	 -75.271%	 454.326	   5.514%	 244.921	   5.473%	 245.026	   1.470%	 255.402	   7.727%	 239.183	   4.769%	 246.851	   5.251%	 245.603	  -0.194%	 259.716	   4.319%	 248.018	   7.177%	 240.609	   4.976%	 246.316
     500	   0.000%	 255.528	  -0.169%	 255.960	 -76.007%	 449.748	   5.238%	 242.144	   5.967%	 240.282	   1.012%	 252.942	   7.367%	 236.704	   5.734%	 240.876	   6.031%	 240.117	  -0.317%	 256.339	   4.312%	 244.509	   7.852%	 235.464	   4.788%	 243.295
     501	   0.000%	 258.879	  -0.217%	 259.441	 -75.091%	 453.273	   5.721%	 244.067	   5.349%	 245.033	   1.291%	 255.538	   7.710%	 238.919	   5.512%	 244.609	   5.376%	 244.961	   0.242%	 258.254	   5.001%	 245.933	   7.344%	 239.868	   5.110%	 245.650
     502	   0.000%	 260.284	  -0.524%	 261.647	 -74.561%	 454.353	   6.494%	 243.381	   6.066%	 244.496	   1.840%	 255.494	   7.721%	 240.188	   5.485%	 246.006	   5.772%	 245.260	  -0.010%	 260.309	   5.033%	 247.183	   7.676%	 240.304	   5.465%	 246.060
     503	   0.000%	 260.638	   0.154%	 260.237	 -74.673%	 455.264	   5.863%	 245.357	   5.463%	 246.398	   0.843%	 258.440	   7.502%	 241.083	   5.202%	 247.079	   5.388%	 246.594	  -0.285%	 261.382	   4.690%	 248.414	   7.235%	 241.781	   5.417%	 246.518
     504	   0.000%	 256.823	   0.294%	 256.067	 -75.766%	 451.407	   5.714%	 242.149	   5.233%	 243.383	   1.825%	 252.135	   7.717%	 237.003	   5.864%	 241.763	   5.585%	 242.481	   0.099%	 256.570	   5.145%	 243.611	   7.764%	 236.884	   5.645%	 242.327
     505	   0.000%	 259.642	   0.107%	 259.365	 -75.712%	 456.223	   5.905%	 244.311	   5.649%	 244.974	   1.309%	 256.242	   7.773%	 239.459	   5.530%	 245.285	   5.830%	 244.505	  -0.120%	 259.954	   4.862%	 247.019	   7.240%	 240.845	   4.889%	 246.947
     506	   0.000%	 260.170	  -0.251%	 260.823	 -75.005%	 455.309	   5.283%	 246.425	   5.249%	 246.515	   1.545%	 256.151	   7.698%	 240.141	   5.360%	 246.223	   5.165%	 246.732	   0.140%	 259.805	   4.515%	 248.423	   7.500%	 240.658	   4.613%	 248.169
     507	   0.000%	 261.247	   0.020%	 261.193	 -74.886%	 456.884	   6.213%	 245.016	   5.133%	 247.837	   1.157%	 258.224	   7.352%	 242.040	   5.266%	 247.490	   5.212%	 247.631	  -0.739%	 263.177	   4.347%	 249.890	   7.215%	 242.398	   4.780%	 248.758
     508	   0.000%	 257.093	  -0.233%	 257.692	 -75.758%	 451.860	   5.929%	 241.849	   5.291%	 243.491	   1.305%	 253.738	   7.361%	 238.169	   5.324%	 243.407	   6.120%	 241.359	  -0.505%	 258.390	   4.515%	 245.485	   7.422%	 238.010	   5.126%	 243.914
     509	   0.000%	 259.409	  -0.534%	 260.794	 -75.904%	 456.312	   4.862%	 246.796	   5.492%	 245.161	   0.484%	 258.154	   7.686%	 239.471	   4.628%	 247.404	   5.144%	 246.065	  -0.810%	 261.509	   4.422%	 247.938	   6.460%	 242.651	   4.684%	 247.257
     510	   0.000%	 261.624	   0.051%	 261.490	 -74.371%	 456.195	   5.389%	 247.525	   4.967%	 248.630	   1.379%	 258.016	   7.135%	 242.958	   5.592%	 246.993	   5.757%	 246.562	  -0.550%	 263.062	   4.616%	 249.546	   6.886%	 243.609	   5.374%	 247.564
     511	   0.000%	 262.896	   0.096%	 262.642	 -74.309%	 458.250	   5.186%	 249.263	   5.859%	 247.494	   1.951%	 257.767	   7.296%	 243.715	   5.735%	 247.818	   5.551%	 248.302	  -0.215%	 263.461	   4.513%	 251.030	   7.470%	 243.258	   5.432%	 248.616
     512	   0.000%	 253.238	  -0.347%	 254.117	 -81.332%	 459.201	   6.098%	 237.795	   6.116%	 237.749	   1.185%	 250.236	   7.893%	 233.251	   5.938%	 238.201	   5.902%	 238.291	   1.194%	 250.213	   7.782%	 233.532	  10.389%	 226.929	   7.876%	 233.292
