ptest -- memset version 1.0
start	0	end	512
incr	1	ntry	10000
align	0	verbose	0
raw	1	diff	0
compare	1	baseline	0
seed	0	rand	1
rand_align	1	testmask	0x00
bytes   	   local	        	    i386	        	    i586	        	    i686	        	 i686fix	        	  lx_zan	        	 lx_simp	        	  lx_hyb	        	lx_hyb_BA	        	  lx_mmx	        	lx_mmx64	        	lx_mmx64simp	        	lx_mmx64_BA	        
     176	   0.000%	 156.861	  -0.350%	 157.410	 -48.359%	 232.717	  -5.394%	 165.322	   0.938%	 155.389	   2.444%	 153.027	   6.092%	 147.305	   2.897%	 152.317	   1.839%	 153.977	 -18.334%	 185.619	 -17.002%	 183.531	  -7.782%	 169.067	 -14.436%	 179.505
     177	   0.000%	 156.578	  -0.575%	 157.478	 -49.368%	 233.877	  -6.849%	 167.302	   0.723%	 155.447	   1.650%	 153.994	   3.606%	 150.931	   2.350%	 152.899	   1.499%	 154.232	 -18.602%	 185.705	 -17.933%	 184.658	 -10.301%	 172.708	 -15.021%	 180.098
     178	   0.000%	 157.679	  -0.235%	 158.050	 -48.266%	 233.784	  -4.229%	 164.346	   1.202%	 155.783	   2.185%	 154.233	   3.508%	 152.147	   2.753%	 153.338	   2.052%	 154.443	 -17.919%	 185.934	 -17.090%	 184.626	 -10.161%	 173.701	 -13.821%	 179.472
     179	   0.000%	 157.761	  -0.591%	 158.694	 -48.515%	 234.299	  -5.980%	 167.195	   1.058%	 156.092	   2.013%	 154.586	   3.123%	 152.833	   2.724%	 153.464	   1.723%	 155.042	 -18.169%	 186.424	 -17.042%	 184.647	 -11.103%	 175.278	 -14.284%	 180.295
     180	   0.000%	 158.222	  -0.044%	 158.292	 -48.468%	 234.910	  -5.160%	 166.386	   1.021%	 156.607	   2.394%	 154.434	   5.743%	 149.136	   2.637%	 154.050	   2.150%	 154.820	 -17.796%	 186.379	 -16.986%	 185.097	  -7.696%	 170.399	 -14.183%	 180.662
     181	   0.000%	 157.972	  -0.469%	 158.713	 -48.863%	 235.162	  -6.563%	 168.339	   0.357%	 157.408	   1.651%	 155.364	   3.572%	 152.329	   2.493%	 154.033	   1.449%	 155.682	 -18.258%	 186.814	 -17.126%	 185.027	 -10.546%	 174.632	 -14.653%	 181.120
     182	   0.000%	 158.505	  -0.242%	 158.889	 -48.383%	 235.194	  -4.676%	 165.917	   0.856%	 157.148	   2.069%	 155.225	   2.884%	 153.934	   2.698%	 154.229	   1.597%	 155.973	 -17.961%	 186.974	 -17.095%	 185.601	 -10.607%	 175.317	 -14.407%	 181.341
     183	   0.000%	 159.079	  -0.415%	 159.739	 -47.958%	 235.370	  -6.420%	 169.292	   0.867%	 157.700	   1.768%	 156.266	   2.910%	 154.450	   2.794%	 154.635	   1.910%	 156.041	 -17.804%	 187.402	 -16.944%	 186.034	 -10.906%	 176.429	 -14.055%	 181.438
     184	   0.000%	 158.879	  -0.481%	 159.643	 -48.369%	 235.727	  -6.068%	 168.519	   0.343%	 158.334	   1.724%	 156.140	   5.135%	 150.721	   2.113%	 155.521	   1.577%	 156.373	 -17.921%	 187.352	 -16.994%	 185.879	  -8.244%	 171.976	 -14.350%	 181.678
     185	   0.000%	 159.302	  -0.620%	 160.290	 -47.836%	 235.505	  -6.668%	 169.924	   0.671%	 158.233	   1.833%	 156.383	   3.309%	 154.030	   2.373%	 155.522	   1.558%	 156.820	 -18.078%	 188.100	 -16.934%	 186.279	 -10.557%	 176.120	 -14.196%	 181.917
     186	   0.000%	 159.472	  -0.503%	 160.274	 -48.417%	 236.683	  -4.734%	 167.021	   0.612%	 158.496	   1.662%	 156.822	   2.854%	 154.921	   2.225%	 155.924	   1.467%	 157.132	 -18.010%	 188.192	 -17.227%	 186.944	 -10.984%	 176.988	 -14.429%	 182.481
     187	   0.000%	 160.256	  -0.285%	 160.712	 -47.982%	 237.150	  -6.591%	 170.818	   0.831%	 158.924	   1.430%	 157.963	   2.568%	 156.140	   2.471%	 156.295	   1.549%	 157.773	 -17.630%	 188.509	 -16.777%	 187.142	 -10.940%	 177.788	 -13.977%	 182.655
     188	   0.000%	 159.924	  -0.804%	 161.209	 -48.658%	 237.740	  -6.160%	 169.775	   0.654%	 158.877	   1.613%	 157.343	   4.371%	 152.933	   2.448%	 156.008	   1.196%	 158.011	 -18.162%	 188.969	 -17.276%	 187.552	  -8.546%	 173.591	 -14.519%	 183.143
     189	   0.000%	 160.801	  -0.494%	 161.596	 -48.210%	 238.323	  -7.011%	 172.075	   0.724%	 159.637	   2.221%	 157.229	   2.983%	 156.004	   2.573%	 156.664	   1.708%	 158.055	 -17.793%	 189.412	 -16.756%	 187.745	 -10.161%	 177.140	 -14.229%	 183.681
     190	   0.000%	 160.851	  -0.628%	 161.862	 -48.337%	 238.601	  -4.884%	 168.706	   0.325%	 160.328	   1.950%	 157.714	   2.602%	 156.665	   2.433%	 156.938	   1.725%	 158.077	 -17.817%	 189.509	 -17.343%	 188.748	 -10.673%	 178.018	 -14.204%	 183.699
     191	   0.000%	 161.106	  -0.637%	 162.132	 -47.871%	 238.230	  -6.570%	 171.692	   0.378%	 160.497	   1.439%	 158.788	   1.843%	 158.137	   2.494%	 157.089	   1.382%	 158.881	 -17.663%	 189.563	 -16.917%	 188.362	 -11.317%	 179.339	 -14.344%	 184.216
     192	   0.000%	 161.721	  -0.487%	 162.508	 -49.443%	 241.679	  -6.209%	 171.761	   0.761%	 160.489	   1.898%	 158.651	   4.964%	 153.694	   2.804%	 157.187	   1.517%	 159.266	 -17.521%	 190.056	 -15.907%	 187.446	  -3.909%	 168.043	 -13.515%	 183.577
     193	   0.000%	 162.158	  -0.334%	 162.699	 -50.138%	 243.460	  -6.863%	 173.286	   0.610%	 161.169	   1.925%	 159.036	   3.095%	 157.139	   2.333%	 158.375	   1.810%	 159.223	 -16.521%	 188.949	 -15.373%	 187.086	  -6.323%	 172.412	 -12.727%	 182.795
     194	   0.000%	 162.678	  -0.144%	 162.912	 -50.856%	 245.411	  -4.353%	 169.760	   1.025%	 161.011	   2.067%	 159.316	   2.777%	 158.161	   2.395%	 158.782	   2.123%	 159.225	 -16.226%	 189.075	 -14.394%	 186.094	  -6.370%	 173.042	 -11.825%	 181.915
     195	   0.000%	 163.207	  -0.187%	 163.511	 -51.226%	 246.811	  -6.721%	 174.176	   1.308%	 161.071	   1.922%	 160.070	   2.368%	 159.342	   2.828%	 158.592	   1.789%	 160.288	 -16.220%	 189.679	 -13.962%	 185.993	  -6.737%	 174.201	 -11.251%	 181.569
     196	   0.000%	 163.238	  -0.558%	 164.149	 -51.851%	 247.879	  -6.250%	 173.440	   0.999%	 161.608	   1.912%	 160.116	   4.691%	 155.580	   2.594%	 159.004	   1.891%	 160.151	 -16.571%	 190.288	 -14.497%	 186.903	  -5.800%	 172.706	 -10.884%	 181.005
     197	   0.000%	 163.651	  -0.135%	 163.873	 -52.117%	 248.941	  -6.804%	 174.787	   0.335%	 163.103	   2.209%	 160.036	   2.777%	 159.106	   2.748%	 159.155	   1.881%	 160.573	 -17.359%	 192.059	 -14.699%	 187.707	  -8.287%	 177.212	 -10.344%	 180.579
     198	   0.000%	 163.247	  -0.604%	 164.233	 -53.640%	 250.812	  -5.666%	 172.497	   0.197%	 162.925	   1.448%	 160.883	   2.120%	 159.786	   2.385%	 159.353	   1.220%	 161.256	 -17.840%	 192.370	 -15.897%	 189.199	  -8.794%	 177.602	 -11.032%	 181.256
     199	   0.000%	 164.752	  -0.075%	 164.876	 -53.183%	 252.372	  -6.152%	 174.888	   0.973%	 163.149	   2.264%	 161.021	   2.026%	 161.414	   2.638%	 160.407	   1.568%	 162.168	 -17.416%	 193.445	 -15.136%	 189.689	  -8.858%	 179.345	  -9.513%	 180.424
     200	   0.000%	 164.321	  -0.877%	 165.762	 -52.968%	 251.359	  -6.520%	 175.035	   0.712%	 163.151	   1.609%	 161.676	   4.107%	 157.572	   2.326%	 160.499	   1.443%	 161.950	 -17.967%	 193.844	 -15.964%	 190.553	  -6.318%	 174.702	 -10.095%	 180.908
     201	   0.000%	 164.420	  -0.433%	 165.132	 -53.893%	 253.032	  -7.705%	 177.089	   0.500%	 163.598	   1.872%	 161.342	   2.101%	 160.965	   2.602%	 160.142	   1.510%	 161.938	 -18.196%	 194.338	 -16.042%	 190.797	  -8.536%	 178.456	 -10.485%	 181.660
     202	   0.000%	 165.060	  -0.513%	 165.907	 -52.554%	 251.805	  -5.439%	 174.037	   0.446%	 164.324	   1.582%	 162.449	   1.990%	 161.774	   2.281%	 161.294	   1.703%	 162.249	 -17.726%	 194.319	 -15.707%	 190.986	  -8.715%	 179.445	 -10.324%	 182.100
     203	   0.000%	 165.808	  -0.439%	 166.537	 -52.756%	 253.282	  -6.863%	 177.189	   1.004%	 164.143	   2.519%	 161.632	   1.778%	 162.860	   2.315%	 161.970	   1.472%	 163.368	 -17.283%	 194.465	 -15.135%	 190.904	  -8.904%	 180.573	 -10.582%	 183.354
     204	   0.000%	 166.272	  -0.235%	 166.663	 -51.929%	 252.615	  -5.952%	 176.169	   1.021%	 164.574	   2.089%	 162.799	   4.780%	 158.324	   2.886%	 161.472	   1.919%	 163.081	 -17.198%	 194.868	 -14.882%	 191.016	  -6.161%	 176.516	 -10.129%	 183.113
     205	   0.000%	 165.401	  -0.637%	 166.455	 -53.308%	 253.573	  -8.076%	 178.758	   0.557%	 164.480	   1.463%	 162.982	   2.280%	 161.630	   1.728%	 162.543	   1.124%	 163.542	 -18.186%	 195.481	 -16.318%	 192.392	  -8.585%	 179.601	 -10.954%	 183.520
     206	   0.000%	 166.585	  -0.498%	 167.414	 -52.314%	 253.732	  -4.968%	 174.860	   0.489%	 165.770	   2.212%	 162.900	   1.642%	 163.850	   2.470%	 162.470	   1.596%	 163.927	 -17.590%	 195.888	 -15.046%	 191.648	  -8.794%	 181.235	 -10.369%	 183.857
     207	   0.000%	 166.866	  -0.243%	 167.271	 -52.119%	 253.834	  -6.677%	 178.008	   0.866%	 165.420	   1.867%	 163.750	   1.861%	 163.760	   2.068%	 163.416	   1.822%	 163.825	 -17.066%	 195.342	 -15.369%	 192.510	  -8.913%	 181.738	 -10.511%	 184.405
     208	   0.000%	 166.929	  -0.449%	 167.678	 -52.389%	 254.383	  -6.383%	 177.585	   0.577%	 165.967	   1.798%	 163.928	   3.896%	 160.426	   2.252%	 163.170	   1.303%	 164.754	 -17.674%	 196.432	 -15.890%	 193.454	  -6.495%	 177.772	 -10.651%	 184.710
     209	   0.000%	 167.732	   0.123%	 167.525	 -52.488%	 255.771	  -6.940%	 179.373	   0.568%	 166.779	   1.913%	 164.523	   2.642%	 163.301	   2.482%	 163.569	   1.529%	 165.168	 -16.945%	 196.154	 -14.735%	 192.447	  -8.479%	 181.953	 -10.548%	 185.425
     210	   0.000%	 167.567	  -0.497%	 168.401	 -52.536%	 255.601	  -5.789%	 177.268	   0.511%	 166.712	   1.671%	 164.768	   1.561%	 164.951	   2.275%	 163.755	   1.939%	 164.318	 -17.570%	 197.010	 -15.705%	 193.884	  -9.293%	 183.139	 -10.144%	 184.565
     211	   0.000%	 168.442	  -0.414%	 169.139	 -52.407%	 256.717	  -6.920%	 180.098	   0.642%	 167.360	   2.140%	 164.837	   1.217%	 166.392	   2.582%	 164.094	   1.816%	 165.382	 -17.134%	 197.303	 -15.016%	 193.735	  -9.142%	 183.840	 -10.129%	 185.503
     212	   0.000%	 168.050	  -0.624%	 169.099	 -52.795%	 256.772	  -7.071%	 179.932	   0.120%	 167.848	   1.464%	 165.590	   3.562%	 162.064	   2.566%	 163.738	   1.385%	 165.723	 -17.286%	 197.099	 -15.572%	 194.218	  -6.940%	 179.712	 -10.790%	 186.182
     213	   0.000%	 168.447	  -0.597%	 169.454	 -52.591%	 257.035	  -7.713%	 181.439	   0.403%	 167.769	   1.631%	 165.699	   2.024%	 165.037	   1.906%	 165.237	   0.710%	 167.251	 -17.417%	 197.786	 -15.369%	 194.336	  -8.874%	 183.395	 -10.737%	 186.533
     214	   0.000%	 169.236	  -0.277%	 169.705	 -51.183%	 255.856	  -5.498%	 178.540	   0.439%	 168.493	   1.789%	 166.207	   1.671%	 166.407	   2.190%	 165.530	   1.515%	 166.671	 -17.024%	 198.047	 -15.120%	 194.824	  -8.873%	 184.251	 -10.306%	 186.678
     215	   0.000%	 169.734	  -0.146%	 169.982	 -51.533%	 257.202	  -6.512%	 180.786	   0.422%	 169.017	   2.276%	 165.870	   1.698%	 166.852	   2.248%	 165.918	   1.548%	 167.106	 -16.766%	 198.191	 -15.180%	 195.499	  -8.977%	 184.971	 -10.303%	 187.221
     216	   0.000%	 169.669	  -0.187%	 169.986	 -52.237%	 258.299	  -6.981%	 181.513	   0.459%	 168.890	   1.407%	 167.281	   3.606%	 163.550	   2.407%	 165.584	   1.087%	 167.824	 -17.544%	 199.436	 -15.078%	 195.251	  -6.595%	 180.859	 -10.406%	 187.324
     217	   0.000%	 170.560	  -0.190%	 170.884	 -51.046%	 257.625	  -6.949%	 182.413	   0.814%	 169.172	   2.072%	 167.025	   2.144%	 166.903	   2.390%	 166.484	   1.562%	 167.896	 -16.680%	 199.009	 -14.479%	 195.256	  -8.253%	 184.637	  -9.997%	 187.611
     218	   0.000%	 170.271	  -0.596%	 171.286	 -52.594%	 259.823	  -6.021%	 180.524	   0.201%	 169.930	   2.048%	 166.784	   1.256%	 168.134	   2.441%	 166.116	   1.094%	 168.409	 -17.455%	 199.993	 -14.855%	 195.566	  -8.798%	 185.251	 -10.708%	 188.505
     219	   0.000%	 171.019	  -0.198%	 171.358	 -51.186%	 258.557	  -6.790%	 182.632	   0.569%	 170.045	   1.964%	 167.661	   0.775%	 169.693	   2.531%	 166.690	   1.587%	 168.304	 -17.317%	 200.634	 -14.887%	 196.478	  -9.038%	 186.476	 -10.035%	 188.181
     220	   0.000%	 171.283	  -0.221%	 171.662	 -51.358%	 259.250	  -6.298%	 182.070	   0.783%	 169.941	   1.556%	 168.618	   3.606%	 165.107	   2.088%	 167.706	   1.376%	 168.926	 -17.164%	 200.682	 -14.914%	 196.828	  -6.788%	 182.909	 -10.033%	 188.467
     221	   0.000%	 171.620	   0.259%	 171.176	 -51.580%	 260.142	  -7.169%	 183.924	   0.818%	 170.216	   1.972%	 168.236	   2.006%	 168.178	   2.125%	 167.973	   1.607%	 168.863	 -17.006%	 200.806	 -14.724%	 196.891	  -8.444%	 186.112	 -10.104%	 188.960
     222	   0.000%	 171.548	  -0.796%	 172.913	 -51.855%	 260.503	  -5.724%	 181.367	   0.638%	 170.454	   1.509%	 168.959	   1.151%	 169.573	   2.332%	 167.547	   1.495%	 168.983	 -17.215%	 201.079	 -14.919%	 197.141	  -8.979%	 186.951	 -10.310%	 189.235
     223	   0.000%	 172.455	  -0.240%	 172.870	 -51.148%	 260.662	  -6.943%	 184.429	   0.616%	 171.394	   2.117%	 168.804	   1.029%	 170.680	   2.754%	 167.705	   1.896%	 169.185	 -16.890%	 201.583	 -14.662%	 197.740	  -9.362%	 188.601	  -9.961%	 189.634
     224	   0.000%	 172.404	  -0.358%	 173.021	 -52.217%	 262.428	  -6.672%	 183.907	   0.602%	 171.367	   1.788%	 169.322	   3.156%	 166.963	   2.081%	 168.816	   1.470%	 169.870	 -16.859%	 201.470	 -14.808%	 197.935	  -6.820%	 184.162	  -9.998%	 189.641
     225	   0.000%	 172.331	  -0.116%	 172.531	 -53.155%	 263.933	  -7.824%	 185.814	  -0.148%	 172.586	   1.283%	 170.120	   1.206%	 170.253	   1.512%	 169.726	   0.851%	 170.864	 -16.559%	 200.867	 -14.736%	 197.725	  -8.884%	 187.641	 -10.148%	 189.820
     226	   0.000%	 172.630	  -0.849%	 174.096	 -54.650%	 266.972	  -5.920%	 182.850	   0.026%	 172.585	   1.167%	 170.616	   0.514%	 171.743	   2.018%	 169.147	   0.903%	 171.071	 -16.305%	 200.778	 -15.046%	 198.604	  -9.722%	 189.414	 -10.677%	 191.061
     227	   0.000%	 173.854	   0.051%	 173.765	 -54.577%	 268.738	  -7.214%	 186.395	   0.780%	 172.497	   1.878%	 170.589	   0.713%	 172.613	   2.376%	 169.723	   1.719%	 170.864	 -15.283%	 200.424	 -14.428%	 198.937	  -9.247%	 189.930	  -9.796%	 190.884
     228	   0.000%	 173.987	  -0.352%	 174.599	 -55.151%	 269.942	  -6.589%	 185.452	   0.835%	 172.534	   1.627%	 171.156	   2.926%	 168.896	   2.390%	 169.829	   1.483%	 171.407	 -15.914%	 201.675	 -14.549%	 199.300	  -6.782%	 185.787	  -9.612%	 190.710
     229	   0.000%	 173.665	  -0.732%	 174.936	 -56.229%	 271.315	  -8.071%	 187.682	   0.452%	 172.880	   1.667%	 170.771	   0.655%	 172.528	   2.282%	 169.701	   1.483%	 171.090	 -16.614%	 202.517	 -15.151%	 199.976	  -9.091%	 189.453	 -10.520%	 191.934
     230	   0.000%	 174.454	  -0.628%	 175.549	 -56.717%	 273.398	  -5.722%	 184.436	   0.794%	 173.068	   1.714%	 171.463	   0.683%	 173.262	   2.119%	 170.757	   1.358%	 172.084	 -16.601%	 203.415	 -14.627%	 199.971	  -9.639%	 191.269	  -9.668%	 191.320
     231	   0.000%	 175.024	   0.048%	 174.940	 -56.294%	 273.551	  -7.486%	 188.125	   0.825%	 173.580	   2.142%	 171.274	   0.511%	 174.129	   2.595%	 170.483	   1.337%	 172.684	 -16.731%	 204.306	 -14.325%	 200.097	  -9.724%	 192.043	  -9.890%	 192.333
     232	   0.000%	 174.930	  -0.551%	 175.894	 -56.271%	 273.366	  -7.004%	 187.183	   0.148%	 174.672	   1.659%	 172.028	   3.089%	 169.528	   2.382%	 170.764	   1.038%	 173.115	 -17.438%	 205.434	 -14.845%	 200.898	  -7.289%	 187.681	  -9.813%	 192.097
     233	   0.000%	 175.174	  -0.207%	 175.538	 -56.547%	 274.229	  -7.930%	 189.065	   0.371%	 174.525	   1.716%	 172.169	   0.325%	 174.605	   1.870%	 171.898	   1.166%	 173.132	 -17.214%	 205.329	 -14.770%	 201.048	  -8.996%	 190.933	 -10.305%	 193.225
     234	   0.000%	 176.527	   0.309%	 175.980	 -55.367%	 274.264	  -5.546%	 186.318	   0.964%	 174.826	   2.050%	 172.907	   1.030%	 174.709	   2.684%	 171.789	   1.689%	 173.545	 -16.439%	 205.547	 -14.184%	 201.566	  -8.959%	 192.342	  -9.452%	 193.213
     235	   0.000%	 176.330	   0.007%	 176.318	 -55.873%	 274.850	  -7.366%	 189.319	   0.423%	 175.585	   2.402%	 172.095	   0.176%	 176.020	   2.315%	 172.249	   1.378%	 173.900	 -16.537%	 205.490	 -14.220%	 201.404	  -9.413%	 192.928	  -9.777%	 193.570
     236	   0.000%	 176.420	  -0.048%	 176.504	 -56.487%	 276.075	  -7.502%	 189.656	   0.322%	 175.852	   1.694%	 173.431	   2.757%	 171.556	   2.344%	 172.285	   1.242%	 174.229	 -16.827%	 206.107	 -14.316%	 201.676	  -7.354%	 189.394	  -9.626%	 193.402
     237	   0.000%	 176.485	  -0.336%	 177.078	 -55.827%	 275.011	  -8.425%	 191.354	   0.576%	 175.469	   1.690%	 173.503	   0.486%	 175.627	   2.122%	 172.741	   1.236%	 174.303	 -17.085%	 206.638	 -14.500%	 202.076	  -9.343%	 192.974	  -9.957%	 194.057
     238	   0.000%	 177.289	  -0.446%	 178.079	 -55.632%	 275.919	  -5.537%	 187.106	   1.093%	 175.350	   1.852%	 174.005	   0.542%	 176.328	   2.683%	 172.532	   1.971%	 173.795	 -16.346%	 206.268	 -14.512%	 203.018	  -9.267%	 193.719	  -9.386%	 193.929
     239	   0.000%	 177.408	  -0.446%	 178.200	 -56.141%	 277.007	  -7.172%	 190.131	   0.635%	 176.282	   1.522%	 174.708	  -0.218%	 177.795	   2.280%	 173.363	   1.770%	 174.269	 -16.479%	 206.643	 -14.271%	 202.727	  -9.952%	 195.063	  -9.628%	 194.490
     240	   0.000%	 177.263	  -0.462%	 178.081	 -56.362%	 277.173	  -6.998%	 189.668	   0.757%	 175.921	   1.119%	 175.279	   2.102%	 173.537	   2.042%	 173.644	   1.159%	 175.208	 -16.949%	 207.308	 -14.866%	 203.614	  -7.817%	 191.119	 -10.377%	 195.658
     241	   0.000%	 178.094	  -0.253%	 178.544	 -55.412%	 276.778	  -7.725%	 191.852	   0.477%	 177.244	   1.481%	 175.456	   0.644%	 176.946	   2.428%	 173.770	   1.291%	 175.794	 -16.416%	 207.329	 -14.084%	 203.176	  -9.258%	 194.582	  -9.772%	 195.497
     242	   0.000%	 178.487	  -0.277%	 178.982	 -54.980%	 276.620	  -5.902%	 189.022	   0.797%	 177.064	   1.647%	 175.547	   0.239%	 178.061	   2.318%	 174.351	   1.359%	 176.061	 -16.055%	 207.144	 -13.949%	 203.384	  -9.668%	 195.743	  -9.702%	 195.805
     243	   0.000%	 179.323	   0.096%	 179.150	 -55.218%	 278.342	  -7.276%	 192.369	   0.847%	 177.805	   1.832%	 176.037	   0.248%	 178.878	   2.741%	 174.408	   1.722%	 176.235	 -16.045%	 208.096	 -13.748%	 203.976	  -9.505%	 196.367	  -9.850%	 196.985
     244	   0.000%	 179.266	  -0.360%	 179.911	 -55.240%	 278.292	  -7.428%	 192.582	   0.457%	 178.448	   2.148%	 175.415	   2.150%	 175.412	   2.315%	 175.116	   1.496%	 176.585	 -16.056%	 208.048	 -14.137%	 204.609	  -7.633%	 192.950	  -9.822%	 196.874
     245	   0.000%	 179.890	   0.033%	 179.832	 -54.828%	 278.520	  -7.340%	 193.094	   1.371%	 177.424	   1.991%	 176.309	   0.437%	 179.104	   2.123%	 176.071	   1.812%	 176.631	 -15.923%	 208.534	 -13.841%	 204.790	  -8.861%	 195.831	  -9.419%	 196.834
     246	   0.000%	 179.366	  -0.650%	 180.532	 -56.128%	 280.042	  -6.269%	 190.611	   0.589%	 178.310	   1.263%	 177.101	  -0.225%	 179.770	   2.047%	 175.695	   1.383%	 176.887	 -16.622%	 209.180	 -14.356%	 205.116	 -10.038%	 197.372	 -10.031%	 197.359
     247	   0.000%	 180.284	  -0.417%	 181.035	 -55.195%	 279.791	  -7.305%	 193.453	   0.525%	 179.337	   1.270%	 177.995	  -0.428%	 181.055	   2.381%	 175.990	   1.354%	 177.842	 -16.205%	 209.499	 -14.063%	 205.636	  -9.507%	 197.422	  -9.795%	 197.942
     248	   0.000%	 180.590	  -0.086%	 180.746	 -54.792%	 279.538	  -7.004%	 193.238	   0.645%	 179.425	   1.809%	 177.324	   1.656%	 177.600	   2.534%	 176.013	   1.235%	 178.360	 -16.166%	 209.785	 -13.926%	 205.738	  -7.216%	 193.621	  -9.451%	 197.658
     249	   0.000%	 181.315	   0.050%	 181.224	 -54.203%	 279.593	  -7.364%	 194.667	   0.943%	 179.604	   1.872%	 177.921	   0.408%	 180.575	   2.574%	 176.647	   1.718%	 178.200	 -15.931%	 210.201	 -13.656%	 206.076	  -8.858%	 197.375	  -9.365%	 198.295
     250	   0.000%	 181.121	  -0.296%	 181.656	 -55.186%	 281.074	  -6.252%	 192.445	   0.820%	 179.636	   1.379%	 178.623	   0.093%	 180.953	   2.089%	 177.337	   1.160%	 179.019	 -16.323%	 210.685	 -13.729%	 205.987	  -9.508%	 198.342	  -9.462%	 198.258
     251	   0.000%	 182.185	  -0.089%	 182.348	 -54.166%	 280.868	  -7.102%	 195.124	   0.927%	 180.496	   2.074%	 178.407	  -0.060%	 182.295	   2.687%	 177.291	   1.754%	 178.990	 -15.575%	 210.561	 -13.163%	 206.167	  -9.142%	 198.841	  -9.192%	 198.932
     252	   0.000%	 181.285	  -0.437%	 182.078	 -55.077%	 281.131	  -7.650%	 195.154	   0.485%	 180.406	   1.515%	 178.539	   1.792%	 178.037	   1.970%	 177.713	   0.971%	 179.525	 -16.046%	 210.375	 -14.264%	 207.143	  -7.908%	 195.621	  -9.677%	 198.828
     253	   0.000%	 181.651	  -0.442%	 182.453	 -56.075%	 283.512	  -7.798%	 195.816	   0.249%	 181.199	   1.629%	 178.692	  -0.334%	 182.256	   2.119%	 177.802	   1.112%	 179.631	 -16.137%	 210.964	 -14.365%	 207.745	  -9.764%	 199.388	  -9.652%	 199.184
     254	   0.000%	 181.851	  -0.251%	 182.307	 -54.955%	 281.787	  -6.632%	 193.912	   0.308%	 181.290	   1.597%	 178.946	  -0.948%	 183.574	   2.080%	 178.069	   0.691%	 180.595	 -16.259%	 211.418	 -14.354%	 207.953	 -10.343%	 200.660	  -9.579%	 199.270
     255	   0.000%	 182.937	  -0.224%	 183.347	 -54.580%	 282.784	  -7.474%	 196.610	   0.295%	 182.398	   1.761%	 179.716	  -0.706%	 184.229	   2.683%	 178.028	   1.413%	 180.352	 -15.840%	 211.915	 -13.696%	 207.992	 -10.188%	 201.574	  -9.123%	 199.627
     256	   0.000%	 183.038	   0.123%	 182.812	 -55.621%	 284.845	  -7.340%	 196.474	   0.460%	 182.197	   1.369%	 180.532	   1.640%	 180.036	   2.182%	 179.043	   1.203%	 180.836	 -15.597%	 211.587	 -13.440%	 207.638	  -4.249%	 190.814	  -8.994%	 199.500
     257	   0.000%	 183.084	  -0.493%	 183.987	 -56.768%	 287.017	  -8.190%	 198.078	   0.465%	 182.233	   1.429%	 180.467	  -0.077%	 183.225	   1.782%	 179.822	   1.187%	 180.910	 -15.421%	 211.317	 -12.804%	 206.526	  -6.298%	 194.615	  -8.746%	 199.096
     258	   0.000%	 182.796	  -0.825%	 184.303	 -58.232%	 289.241	  -6.947%	 195.495	   0.035%	 182.732	   0.860%	 181.224	  -1.165%	 184.927	   1.533%	 179.993	   1.174%	 180.651	 -15.723%	 211.537	 -12.659%	 205.936	  -7.004%	 195.598	  -8.662%	 198.631
     259	   0.000%	 184.133	  -0.119%	 184.352	 -58.294%	 291.472	  -8.002%	 198.868	   0.816%	 182.630	   1.662%	 181.073	  -0.707%	 185.436	   2.123%	 180.224	   1.456%	 181.452	 -14.419%	 210.684	 -11.718%	 205.710	  -6.836%	 196.721	  -7.602%	 198.132
     260	   0.000%	 184.901	   0.185%	 184.559	 -58.374%	 292.835	  -7.215%	 198.242	   0.840%	 183.348	   1.865%	 181.452	   2.037%	 181.135	   2.374%	 180.512	   1.721%	 181.719	 -14.994%	 212.625	 -11.851%	 206.814	  -5.216%	 194.545	  -6.483%	 196.888
     261	   0.000%	 184.579	  -0.129%	 184.817	 -58.984%	 293.450	  -8.189%	 199.693	   0.581%	 183.506	   1.184%	 182.394	  -0.439%	 185.390	   1.818%	 181.222	   1.048%	 182.645	 -15.648%	 213.462	 -12.550%	 207.743	  -7.680%	 198.755	  -6.832%	 197.190
     262	   0.000%	 185.099	  -0.263%	 185.586	 -59.167%	 294.616	  -6.064%	 196.323	   0.665%	 183.869	   1.489%	 182.342	  -0.572%	 186.158	   2.090%	 181.231	   1.472%	 182.375	 -15.674%	 214.111	 -12.668%	 208.547	  -8.224%	 200.322	  -6.418%	 196.979
     263	   0.000%	 184.518	  -0.588%	 185.603	 -60.375%	 295.921	  -8.430%	 200.073	   0.308%	 183.949	   1.331%	 182.062	  -1.200%	 186.733	   1.778%	 181.238	   1.058%	 182.566	 -16.443%	 214.858	 -13.446%	 209.329	  -9.057%	 201.231	  -6.424%	 196.371
     264	   0.000%	 185.986	   0.042%	 185.908	 -59.176%	 296.045	  -7.108%	 199.205	   0.863%	 184.381	   1.695%	 182.833	   1.185%	 183.782	   2.396%	 181.530	   1.677%	 182.868	 -15.964%	 215.676	 -12.672%	 209.554	  -6.143%	 197.411	  -6.126%	 197.380
     265	   0.000%	 185.880	  -0.237%	 186.320	 -59.378%	 296.251	  -8.312%	 201.330	   0.541%	 184.874	   1.680%	 182.758	  -0.525%	 186.856	   2.310%	 181.586	   1.153%	 183.737	 -16.102%	 215.810	 -13.132%	 210.289	  -8.089%	 200.916	  -6.561%	 198.075
