ptest -- memset version 1.0
start	0	end	512
incr	1	ntry	10000
align	0	verbose	0
raw	1	diff	0
compare	1	baseline	0
seed	0	rand	1
rand_align	1	testmask	0x00
bytes   	   local	        	    i386	        	    i586	        	    i686	        	 i686fix	        	  lx_zan	        	 lx_simp	        	  lx_hyb	        	lx_hyb_BA	        	  lx_mmx	        	lx_mmx64	        	lx_mmx64simp	        	lx_mmx64_BA	        
     355	   0.000%	 214.739	  -0.385%	 215.567	 -67.161%	 358.960	  -8.819%	 233.676	   0.375%	 213.935	   0.632%	 213.381	  -5.160%	 225.821	   0.983%	 212.629	   0.845%	 212.926	 -13.870%	 244.523	 -11.184%	 238.755	  -8.949%	 233.956	  -3.721%	 222.730
     356	   0.000%	 215.943	  -0.204%	 216.383	 -66.761%	 360.108	  -8.750%	 234.838	   0.576%	 214.700	   1.319%	 213.095	  -2.912%	 222.232	   1.579%	 212.532	   1.125%	 213.514	 -14.088%	 246.366	 -10.341%	 238.274	  -7.143%	 231.367	  -3.448%	 223.388
     357	   0.000%	 216.094	  -0.461%	 217.090	 -66.929%	 360.723	  -9.588%	 236.814	   0.316%	 215.412	   1.167%	 213.572	  -4.189%	 225.146	   1.620%	 212.595	   0.819%	 214.325	 -14.446%	 247.311	 -10.764%	 239.354	  -8.490%	 234.442	  -3.166%	 222.936
     358	   0.000%	 216.696	  -0.368%	 217.493	 -67.079%	 362.055	  -8.063%	 234.168	   0.487%	 215.642	   1.412%	 213.637	  -4.491%	 226.429	   1.835%	 212.720	   1.048%	 214.426	 -14.200%	 247.468	 -10.405%	 239.244	  -8.785%	 235.733	  -3.590%	 224.477
     359	   0.000%	 217.057	  -0.286%	 217.678	 -67.278%	 363.088	  -9.058%	 236.718	   0.419%	 216.148	   1.401%	 214.016	  -4.527%	 226.883	   1.640%	 213.497	   1.118%	 214.631	 -14.271%	 248.032	 -10.645%	 240.162	  -8.559%	 235.634	  -3.080%	 223.743
     360	   0.000%	 216.892	  -0.283%	 217.504	 -67.540%	 363.379	  -9.078%	 236.581	   0.682%	 215.412	   0.928%	 214.880	  -2.947%	 223.283	   1.432%	 213.786	   1.340%	 213.986	 -14.146%	 247.573	 -10.598%	 239.877	  -7.171%	 232.445	  -3.480%	 224.439
     361	   0.000%	 217.387	  -0.434%	 218.330	 -67.536%	 364.202	  -9.456%	 237.944	   0.203%	 216.946	   1.162%	 214.862	  -4.146%	 226.400	   1.849%	 213.368	   0.937%	 215.351	 -14.710%	 249.364	 -10.464%	 240.135	  -8.404%	 235.657	  -3.432%	 224.847
     362	   0.000%	 218.712	   0.093%	 218.510	 -66.473%	 364.097	  -7.222%	 234.507	   0.521%	 217.574	   1.462%	 215.514	  -4.223%	 227.949	   1.939%	 214.472	   1.607%	 215.197	 -14.094%	 249.539	 -10.172%	 240.961	  -8.437%	 237.165	  -2.749%	 224.725
     363	   0.000%	 218.813	   0.039%	 218.727	 -67.009%	 365.437	  -8.548%	 237.517	   0.257%	 218.250	   1.764%	 214.953	  -4.838%	 229.398	   1.939%	 214.570	   1.318%	 215.930	 -13.959%	 249.356	  -9.986%	 240.663	  -8.753%	 237.965	  -3.499%	 226.469
     364	   0.000%	 218.368	  -0.017%	 218.404	 -66.640%	 363.888	  -8.605%	 237.158	   0.478%	 217.325	   1.069%	 216.033	  -2.619%	 224.087	   1.478%	 215.140	   0.887%	 216.432	 -14.069%	 249.091	 -10.692%	 241.715	  -6.647%	 232.883	  -3.073%	 225.078
     365	   0.000%	 218.989	  -0.252%	 219.540	 -67.048%	 365.816	  -9.174%	 239.079	   0.610%	 217.652	   1.545%	 215.604	  -4.211%	 228.211	   1.974%	 214.666	   0.736%	 217.377	 -14.551%	 250.854	 -10.081%	 241.065	  -8.564%	 237.743	  -3.254%	 226.115
     366	   0.000%	 219.601	  -0.159%	 219.950	 -66.216%	 365.013	  -8.258%	 237.737	   0.450%	 218.613	   1.342%	 216.655	  -4.418%	 229.304	   2.249%	 214.662	   1.339%	 216.660	 -13.949%	 250.234	 -10.377%	 242.390	  -9.049%	 239.473	  -3.435%	 227.145
     367	   0.000%	 219.091	  -0.636%	 220.484	 -67.189%	 366.297	  -9.198%	 239.244	   0.340%	 218.345	   0.776%	 217.392	  -5.249%	 230.592	   1.418%	 215.985	   0.624%	 217.724	 -14.518%	 250.899	 -10.360%	 241.790	  -9.257%	 239.373	  -3.900%	 227.636
     368	   0.000%	 219.692	  -0.226%	 220.189	 -66.250%	 365.238	  -9.078%	 239.636	   0.587%	 218.403	   1.457%	 216.492	  -3.229%	 226.785	   1.536%	 216.317	   0.819%	 217.892	 -14.302%	 251.111	 -10.541%	 242.849	  -7.328%	 235.790	  -3.687%	 227.792
     369	   0.000%	 221.468	   0.498%	 220.365	 -65.344%	 366.184	  -8.890%	 241.156	   1.105%	 219.020	   2.570%	 215.777	  -3.952%	 230.221	   2.339%	 216.288	   1.369%	 218.436	 -13.416%	 251.179	  -9.888%	 243.367	  -8.273%	 239.791	  -2.466%	 226.930
     370	   0.000%	 221.523	   0.220%	 221.037	 -65.397%	 366.393	  -7.709%	 238.601	   0.757%	 219.845	   1.664%	 217.838	  -4.220%	 230.872	   2.292%	 216.446	   1.484%	 218.236	 -13.586%	 251.618	  -9.608%	 242.807	  -8.567%	 240.502	  -3.374%	 228.996
     371	   0.000%	 221.351	  -0.156%	 221.696	 -66.413%	 368.357	  -9.383%	 242.122	   1.084%	 218.953	   1.308%	 218.456	  -4.628%	 231.595	   1.961%	 217.010	   1.240%	 218.607	 -13.592%	 251.438	 -10.074%	 243.651	  -9.026%	 241.330	  -3.006%	 228.004
     372	   0.000%	 221.498	   0.277%	 220.886	 -65.898%	 367.460	  -8.705%	 240.780	   1.080%	 219.106	   1.529%	 218.112	  -3.224%	 228.640	   1.955%	 217.168	   1.133%	 218.990	 -13.844%	 252.163	 -10.461%	 244.669	  -7.188%	 237.419	  -3.306%	 228.821
     373	   0.000%	 222.269	   0.425%	 221.325	 -65.865%	 368.667	  -8.831%	 241.898	   0.807%	 220.475	   1.796%	 218.277	  -4.155%	 231.505	   2.240%	 217.291	   0.963%	 220.130	 -13.519%	 252.318	  -9.934%	 244.349	  -8.194%	 240.483	  -3.281%	 229.562
     374	   0.000%	 221.982	  -0.238%	 222.510	 -66.245%	 369.035	  -7.915%	 239.552	   0.409%	 221.074	   1.575%	 218.486	  -4.625%	 232.249	   1.894%	 217.779	   1.180%	 219.364	 -13.848%	 252.724	  -9.952%	 244.073	  -8.977%	 241.911	  -3.548%	 229.859
     375	   0.000%	 222.490	   0.149%	 222.158	 -65.724%	 368.719	  -9.132%	 242.807	   0.412%	 221.572	   1.392%	 219.393	  -5.019%	 233.656	   1.911%	 218.239	   0.861%	 220.574	 -14.383%	 254.491	  -9.975%	 244.683	  -9.164%	 242.878	  -3.323%	 229.882
     376	   0.000%	 222.427	  -0.408%	 223.333	 -66.735%	 370.863	  -8.571%	 241.490	  -0.094%	 222.636	   0.859%	 220.515	  -3.503%	 230.218	   1.825%	 218.368	   0.826%	 220.589	 -13.781%	 253.078	 -10.680%	 246.181	  -7.284%	 238.629	  -3.679%	 230.610
     377	   0.000%	 223.100	   0.476%	 222.038	 -66.023%	 370.397	  -9.233%	 243.699	   0.331%	 222.361	   1.726%	 219.250	  -4.460%	 233.051	   2.247%	 218.086	   0.670%	 221.606	 -13.642%	 253.535	  -9.875%	 245.132	  -8.555%	 242.187	  -3.741%	 231.446
     378	   0.000%	 223.721	   0.289%	 223.073	 -65.368%	 369.964	  -7.575%	 240.667	   1.030%	 221.416	   1.821%	 219.647	  -4.950%	 234.795	   1.991%	 219.268	   1.320%	 220.769	 -14.027%	 255.102	  -9.619%	 245.240	  -8.989%	 243.832	  -3.031%	 230.501
     379	   0.000%	 223.481	  -0.568%	 224.749	 -65.964%	 370.897	  -8.978%	 243.546	   0.079%	 223.303	   1.353%	 220.458	  -5.091%	 234.857	   1.712%	 219.654	   1.237%	 220.716	 -14.047%	 254.874	 -10.152%	 246.168	  -9.319%	 244.307	  -3.610%	 231.548
     380	   0.000%	 224.085	  -0.216%	 224.570	 -66.052%	 372.099	  -9.049%	 244.362	   0.160%	 223.726	   1.423%	 220.897	  -3.317%	 231.518	   1.755%	 220.152	   0.911%	 222.044	 -13.708%	 254.802	 -10.147%	 246.823	  -7.575%	 241.060	  -3.168%	 231.184
     381	   0.000%	 224.614	  -0.062%	 224.753	 -65.549%	 371.847	  -9.039%	 244.917	   0.509%	 223.472	   1.341%	 221.603	  -4.403%	 234.503	   2.315%	 219.416	   1.298%	 221.700	 -13.837%	 255.693	 -10.165%	 247.447	  -8.315%	 243.291	  -3.334%	 232.103
     382	   0.000%	 224.236	  -0.573%	 225.521	 -65.662%	 371.474	  -8.155%	 242.523	   0.415%	 223.304	   1.109%	 221.748	  -4.942%	 235.318	   1.709%	 220.404	   0.762%	 222.526	 -13.904%	 255.413	 -10.164%	 247.027	  -9.354%	 245.211	  -3.575%	 232.253
     383	   0.000%	 224.765	  -0.244%	 225.313	 -65.410%	 371.784	  -9.308%	 245.686	   0.131%	 224.470	   0.948%	 222.634	  -5.388%	 236.875	   2.125%	 219.990	   1.331%	 221.774	 -14.051%	 256.346	  -9.951%	 247.132	  -9.373%	 245.832	  -3.187%	 231.929
     384	   0.000%	 224.124	  -0.767%	 225.842	 -66.892%	 374.045	  -9.672%	 245.802	  -0.023%	 224.175	   1.433%	 220.912	  -3.921%	 232.913	   1.242%	 221.340	   0.444%	 223.130	 -14.210%	 255.973	 -10.214%	 247.016	  -5.267%	 235.928	  -3.385%	 231.712
     385	   0.000%	 225.852	  -0.098%	 226.074	 -67.242%	 377.720	  -9.367%	 247.008	   0.838%	 223.959	   1.459%	 222.556	  -4.659%	 236.373	   1.849%	 221.676	   0.820%	 224.000	 -13.345%	 255.991	  -8.454%	 244.946	  -6.179%	 239.806	  -2.494%	 231.484
     386	   0.000%	 226.125	   0.007%	 226.110	 -67.461%	 378.670	  -8.067%	 244.366	   0.545%	 224.891	   1.150%	 223.524	  -5.214%	 237.915	   1.909%	 221.808	   1.502%	 222.728	 -12.667%	 254.768	  -9.010%	 246.499	  -6.689%	 241.250	  -2.029%	 230.714
     387	   0.000%	 226.407	  -0.268%	 227.015	 -67.933%	 380.212	  -9.091%	 246.990	   0.592%	 225.067	   1.390%	 223.260	  -5.132%	 238.027	   1.497%	 223.018	   1.317%	 223.426	 -12.881%	 255.571	  -8.706%	 246.119	  -6.844%	 241.903	  -2.076%	 231.107
     388	   0.000%	 226.713	  -0.171%	 227.101	 -68.319%	 381.603	  -8.927%	 246.951	   0.659%	 225.220	   1.218%	 223.952	  -3.380%	 234.377	   1.682%	 222.899	   1.556%	 223.186	 -13.379%	 257.046	  -8.742%	 246.533	  -5.994%	 240.303	  -1.327%	 229.722
     389	   0.000%	 226.585	  -0.458%	 227.624	 -69.179%	 383.335	  -9.316%	 247.695	   0.556%	 225.326	   1.173%	 223.928	  -5.052%	 238.032	   1.633%	 222.885	   1.029%	 224.254	 -13.733%	 257.703	  -8.896%	 246.742	  -7.981%	 244.669	  -1.285%	 229.498
     390	   0.000%	 227.708	   0.007%	 227.694	 -68.539%	 383.778	  -8.143%	 246.251	   0.894%	 225.672	   1.293%	 224.764	  -4.756%	 238.539	   1.690%	 223.859	   1.663%	 223.923	 -13.640%	 258.768	  -9.084%	 248.394	  -7.519%	 244.829	  -0.800%	 229.530
     391	   0.000%	 227.669	  -0.395%	 228.569	 -69.344%	 385.545	  -8.932%	 248.005	   0.596%	 226.312	   1.555%	 224.129	  -5.417%	 240.002	   1.648%	 223.916	   0.936%	 225.537	 -13.610%	 258.655	  -9.740%	 249.845	  -8.176%	 246.284	  -1.013%	 229.974
     392	   0.000%	 227.889	  -0.485%	 228.995	 -69.194%	 385.575	  -8.388%	 247.005	   0.430%	 226.908	   1.570%	 224.312	  -3.542%	 235.960	   1.921%	 223.511	   1.032%	 225.537	 -14.170%	 260.180	  -9.629%	 249.832	  -6.400%	 242.475	  -0.925%	 229.997
     393	   0.000%	 228.078	  -0.225%	 228.591	 -69.209%	 385.929	  -9.658%	 250.105	   0.778%	 226.303	   1.349%	 225.001	  -5.168%	 239.865	   1.854%	 223.850	   0.804%	 226.245	 -13.732%	 259.397	  -9.588%	 249.947	  -7.611%	 245.436	  -1.742%	 232.051
     394	   0.000%	 228.557	   0.132%	 228.257	 -68.939%	 386.122	  -7.897%	 246.607	   0.776%	 226.783	   1.441%	 225.264	  -5.327%	 240.732	   2.051%	 223.869	   1.526%	 225.069	 -13.707%	 259.887	  -9.370%	 249.973	  -8.051%	 246.958	  -0.970%	 230.774
     395	   0.000%	 228.316	  -0.514%	 229.490	 -69.942%	 388.007	  -9.217%	 249.360	   0.130%	 228.019	   1.125%	 225.747	  -5.631%	 241.172	   1.593%	 224.680	   0.902%	 226.257	 -13.819%	 259.868	  -9.473%	 249.945	  -8.308%	 247.285	  -1.374%	 231.453
     396	   0.000%	 229.336	  -0.086%	 229.533	 -68.905%	 387.358	  -8.769%	 249.445	   0.695%	 227.742	   1.265%	 226.435	  -3.605%	 237.603	   1.928%	 224.915	   0.709%	 227.711	 -13.699%	 260.754	  -9.113%	 250.236	  -6.331%	 243.855	  -0.957%	 231.530
     397	   0.000%	 229.371	  -0.196%	 229.820	 -68.669%	 386.878	  -9.833%	 251.926	   0.628%	 227.931	   1.526%	 225.870	  -5.001%	 240.842	   1.742%	 225.376	   0.971%	 227.143	 -13.641%	 260.660	  -9.454%	 251.056	  -7.730%	 247.103	  -0.968%	 231.592
     398	   0.000%	 229.385	  -0.719%	 231.035	 -69.109%	 387.911	  -8.010%	 247.760	   0.402%	 228.463	   1.136%	 226.778	  -5.594%	 242.217	   1.738%	 225.398	   1.013%	 227.061	 -14.108%	 261.747	  -9.354%	 250.841	  -8.267%	 248.348	  -1.660%	 233.194
     399	   0.000%	 229.489	  -0.664%	 231.011	 -69.197%	 388.287	  -9.281%	 250.787	   0.005%	 229.476	   1.207%	 226.718	  -5.786%	 242.768	   1.647%	 225.710	   1.071%	 227.030	 -13.587%	 260.669	  -9.849%	 252.091	  -8.385%	 248.731	  -1.481%	 232.887
     400	   0.000%	 229.700	  -0.555%	 230.975	 -69.188%	 388.624	  -9.096%	 250.592	  -0.240%	 230.251	   1.177%	 226.996	  -4.563%	 240.180	   1.673%	 225.858	   0.955%	 227.506	 -13.968%	 261.784	  -9.848%	 252.320	  -6.678%	 245.039	  -1.606%	 233.388
     401	   0.000%	 230.823	   0.090%	 230.616	 -68.572%	 389.104	  -9.325%	 252.348	   0.661%	 229.297	   1.668%	 226.972	  -5.191%	 242.804	   2.044%	 226.104	   1.286%	 227.855	 -13.599%	 262.212	  -9.104%	 251.838	  -7.674%	 248.536	  -1.057%	 233.262
     402	   0.000%	 229.989	  -0.813%	 231.860	 -69.406%	 389.614	  -9.183%	 251.108	  -0.241%	 230.543	   1.183%	 227.267	  -6.119%	 244.061	   1.489%	 226.564	   0.961%	 227.779	 -14.074%	 262.357	  -9.857%	 252.658	  -8.427%	 249.369	  -1.521%	 233.487
     403	   0.000%	 231.050	  -0.476%	 232.150	 -68.836%	 390.094	  -9.253%	 252.429	   0.471%	 229.962	   1.623%	 227.299	  -5.853%	 244.574	   1.746%	 227.015	   1.049%	 228.626	 -13.724%	 262.759	  -9.364%	 252.685	  -8.572%	 250.856	  -1.053%	 233.484
     404	   0.000%	 231.622	  -0.233%	 232.162	 -68.317%	 389.860	  -9.340%	 253.255	   0.606%	 230.218	   1.659%	 227.779	  -3.927%	 240.718	   1.599%	 227.918	   1.479%	 228.197	 -13.411%	 262.684	  -9.216%	 252.969	  -6.224%	 246.038	  -0.977%	 233.885
     405	   0.000%	 231.491	  -0.245%	 232.058	 -69.080%	 391.404	  -9.840%	 254.270	   0.290%	 230.821	   1.513%	 227.988	  -5.652%	 244.576	   1.954%	 226.967	   1.111%	 228.919	 -13.499%	 262.740	  -9.512%	 253.511	  -7.738%	 249.404	  -1.190%	 234.245
     406	   0.000%	 232.259	   0.018%	 232.217	 -68.700%	 391.820	  -8.369%	 251.697	   0.463%	 231.184	   1.468%	 228.849	  -5.577%	 245.213	   2.011%	 227.589	   0.989%	 229.962	 -13.541%	 263.710	  -8.891%	 252.909	  -8.113%	 251.103	  -1.115%	 234.850
     407	   0.000%	 233.452	   0.194%	 232.999	 -66.987%	 389.835	  -8.872%	 254.162	   1.164%	 230.734	   1.935%	 228.935	  -4.989%	 245.099	   2.403%	 227.841	   1.795%	 229.261	 -13.231%	 264.340	  -8.976%	 254.407	  -7.796%	 251.651	  -0.866%	 235.474
     408	   0.000%	 233.508	   0.133%	 233.198	 -67.556%	 391.256	  -8.751%	 253.942	   0.967%	 231.249	   1.734%	 229.459	  -3.477%	 241.628	   2.078%	 228.655	   1.497%	 230.011	 -13.333%	 264.642	  -9.386%	 255.426	  -6.384%	 248.414	  -0.997%	 235.836
     409	   0.000%	 232.856	  -0.130%	 233.159	 -68.758%	 392.964	  -9.799%	 255.673	   0.387%	 231.955	   0.928%	 230.696	  -5.578%	 245.844	   2.170%	 227.803	   1.354%	 229.704	 -13.274%	 263.766	  -9.599%	 255.207	  -8.032%	 251.560	  -1.436%	 236.200
     410	   0.000%	 232.679	  -0.495%	 233.831	 -68.845%	 392.868	  -8.683%	 252.882	   0.296%	 231.991	   1.372%	 229.486	  -5.882%	 246.365	   1.606%	 228.942	   1.108%	 230.100	 -13.834%	 264.868	  -9.504%	 254.793	  -8.414%	 252.256	  -1.509%	 236.190
     411	   0.000%	 233.054	  -0.516%	 234.256	 -68.410%	 392.486	  -9.587%	 255.396	   0.168%	 232.663	   0.987%	 230.753	  -6.078%	 247.219	   1.465%	 229.640	   1.097%	 230.497	 -13.738%	 265.071	  -9.521%	 255.243	  -8.606%	 253.110	  -1.409%	 236.339
     412	   0.000%	 234.017	   0.100%	 233.783	 -67.884%	 392.879	  -9.412%	 256.044	   0.764%	 232.229	   1.152%	 231.323	  -4.156%	 243.743	   1.858%	 229.669	   1.132%	 231.369	 -13.394%	 265.361	  -8.940%	 254.939	  -6.567%	 249.385	  -1.016%	 236.396
     413	   0.000%	 235.104	   0.118%	 234.826	 -67.189%	 393.068	  -9.450%	 257.322	   0.992%	 232.771	   1.245%	 232.178	  -5.463%	 247.946	   2.143%	 230.066	   1.422%	 231.762	 -13.268%	 266.296	  -8.694%	 255.542	  -7.592%	 252.953	  -0.968%	 237.379
     414	   0.000%	 234.523	   0.003%	 234.517	 -67.612%	 393.090	  -8.504%	 254.467	   0.224%	 233.998	   1.321%	 231.425	  -5.674%	 247.831	   1.718%	 230.495	   0.885%	 232.448	 -13.256%	 265.612	  -9.499%	 256.802	  -8.297%	 253.981	  -1.244%	 237.441
     415	   0.000%	 234.673	  -0.714%	 236.349	 -68.790%	 396.105	  -9.637%	 257.289	   0.329%	 233.902	   1.106%	 232.079	  -6.124%	 249.045	   1.845%	 230.344	   1.305%	 231.610	 -13.311%	 265.910	  -9.331%	 256.571	  -8.557%	 254.753	  -1.552%	 238.314
     416	   0.000%	 235.392	  -0.106%	 235.641	 -68.536%	 396.722	  -8.751%	 255.991	   0.665%	 233.827	   1.354%	 232.205	  -4.308%	 245.532	   1.939%	 230.827	   1.145%	 232.698	 -13.257%	 266.599	  -9.217%	 257.088	  -6.633%	 251.006	  -1.102%	 237.987
     417	   0.000%	 234.597	  -0.669%	 236.167	 -69.870%	 398.511	  -9.954%	 257.950	  -0.052%	 234.719	   0.726%	 232.894	  -5.721%	 248.018	   1.005%	 232.240	   0.476%	 233.479	 -13.321%	 265.847	  -9.293%	 256.399	  -8.416%	 254.342	  -1.414%	 237.915
     418	   0.000%	 235.934	  -0.221%	 236.454	 -69.918%	 400.895	  -8.459%	 255.893	   0.294%	 235.240	   1.337%	 232.779	  -5.752%	 249.505	   1.652%	 232.037	   1.107%	 233.322	 -12.664%	 265.812	  -8.843%	 256.797	  -8.111%	 255.070	  -1.169%	 238.693
     419	   0.000%	 236.269	  -0.164%	 236.656	 -70.404%	 402.610	  -9.675%	 259.129	   0.479%	 235.137	   1.613%	 232.457	  -6.393%	 251.373	   2.038%	 231.453	   1.005%	 233.893	 -12.602%	 266.044	  -9.226%	 258.068	  -8.450%	 256.234	  -1.237%	 239.191
     420	   0.000%	 236.549	  -0.114%	 236.818	 -70.971%	 404.431	  -9.438%	 258.875	   0.569%	 235.202	   1.194%	 233.724	  -4.676%	 247.610	   1.368%	 233.312	   0.963%	 234.271	 -12.460%	 266.023	  -9.144%	 258.179	  -7.327%	 253.880	  -1.117%	 239.191
     421	   0.000%	 237.273	  -0.032%	 237.349	 -70.695%	 405.013	  -9.753%	 260.415	   0.932%	 235.061	   1.503%	 233.707	  -5.544%	 250.428	   2.154%	 232.162	   1.110%	 234.639	 -12.961%	 268.025	  -9.059%	 258.768	  -8.320%	 257.014	  -1.174%	 240.058
     422	   0.000%	 237.982	  -0.040%	 238.077	 -70.148%	 404.922	  -8.195%	 257.484	   0.575%	 236.614	   1.412%	 234.621	  -5.650%	 251.427	   1.858%	 233.560	   1.743%	 233.834	 -12.750%	 268.324	  -8.359%	 257.876	  -8.099%	 257.255	  -0.575%	 239.351
     423	   0.000%	 237.399	  -0.041%	 237.497	 -71.877%	 408.033	  -9.577%	 260.134	   0.294%	 236.701	   1.199%	 234.551	  -6.413%	 252.622	   1.487%	 233.868	   0.801%	 235.497	 -13.866%	 270.315	  -9.610%	 260.214	  -9.242%	 259.340	  -1.231%	 240.320
     424	   0.000%	 238.008	  -0.353%	 238.847	 -70.659%	 406.182	  -9.744%	 261.199	   0.586%	 236.614	   1.677%	 234.016	  -4.649%	 249.072	   2.125%	 232.950	   1.060%	 235.485	 -13.538%	 270.228	  -9.164%	 259.818	  -6.975%	 254.608	  -1.366%	 241.259
     425	   0.000%	 238.726	   0.109%	 238.467	 -70.716%	 407.544	  -9.733%	 261.963	   0.639%	 237.200	   1.161%	 235.954	  -5.868%	 252.736	   1.669%	 234.743	   1.289%	 235.650	 -13.438%	 270.807	  -8.656%	 259.392	  -8.214%	 258.336	  -0.916%	 240.913
     426	   0.000%	 238.786	  -0.119%	 239.071	 -71.201%	 408.803	  -8.434%	 258.926	   0.489%	 237.618	   1.115%	 236.123	  -6.086%	 253.317	   1.675%	 234.786	   0.871%	 236.707	 -13.387%	 270.752	  -9.203%	 260.761	  -8.222%	 258.420	  -1.403%	 242.135
     427	   0.000%	 239.114	  -0.029%	 239.183	 -71.192%	 409.344	  -9.235%	 261.195	   0.634%	 237.598	   1.887%	 234.602	  -6.389%	 254.390	   1.982%	 234.374	   1.254%	 236.116	 -13.325%	 270.976	  -8.816%	 260.195	  -8.884%	 260.357	  -1.094%	 241.731
     428	   0.000%	 239.263	  -0.067%	 239.424	 -70.995%	 409.127	  -9.309%	 261.536	   0.506%	 238.052	   1.507%	 235.658	  -4.759%	 250.650	   1.540%	 235.577	   0.997%	 236.877	 -13.391%	 271.303	  -8.834%	 260.400	  -7.189%	 256.463	  -1.212%	 242.162
     429	   0.000%	 238.960	  -0.816%	 240.911	 -71.434%	 409.659	 -10.167%	 263.256	   0.344%	 238.139	   0.958%	 236.671	  -6.233%	 253.854	   1.220%	 236.045	   0.631%	 237.453	 -13.683%	 271.658	  -9.597%	 261.893	  -8.829%	 260.057	  -1.012%	 241.379
     430	   0.000%	 239.976	  -0.336%	 240.783	 -71.305%	 411.090	  -8.588%	 260.585	   0.440%	 238.920	   1.473%	 236.440	  -5.763%	 253.806	   1.596%	 236.146	   1.109%	 237.314	 -13.412%	 272.161	  -9.211%	 262.081	  -8.629%	 260.682	  -1.120%	 242.664
     431	   0.000%	 240.376	  -0.203%	 240.865	 -70.818%	 410.605	  -9.398%	 262.965	   0.692%	 238.712	   1.337%	 237.162	  -6.298%	 255.514	   1.703%	 236.284	   1.401%	 237.009	 -12.911%	 271.411	  -8.712%	 261.318	  -9.262%	 262.639	  -1.130%	 243.092
     432	   0.000%	 240.829	  -0.170%	 241.239	 -70.410%	 410.397	  -9.133%	 262.823	   0.321%	 240.055	   1.706%	 236.719	  -4.525%	 251.725	   2.006%	 235.997	   1.217%	 237.898	 -13.039%	 272.232	  -8.859%	 262.165	  -6.956%	 257.582	  -1.001%	 243.241
     433	   0.000%	 240.153	   0.056%	 240.017	 -71.651%	 412.226	 -10.333%	 264.967	   0.348%	 239.318	   0.716%	 238.433	  -6.236%	 255.129	   1.491%	 236.572	   0.759%	 238.329	 -13.367%	 272.255	  -8.994%	 261.752	  -9.111%	 262.033	  -1.909%	 244.736
     434	   0.000%	 241.086	  -0.314%	 241.842	 -70.914%	 412.049	  -8.940%	 262.639	   0.246%	 240.492	   1.135%	 238.351	  -6.407%	 256.532	   1.699%	 236.991	   1.195%	 238.204	 -13.258%	 273.050	  -9.185%	 263.229	  -8.286%	 261.062	  -1.095%	 243.726
     435	   0.000%	 242.314	  -0.007%	 242.331	 -70.320%	 412.709	  -9.422%	 265.144	   0.946%	 240.022	   1.375%	 238.983	  -5.870%	 256.537	   2.156%	 237.090	   1.296%	 239.175	 -12.935%	 273.656	  -8.291%	 262.405	  -8.761%	 263.543	  -0.781%	 244.206
     436	   0.000%	 242.151	  -0.175%	 242.574	 -70.323%	 412.438	  -9.406%	 264.927	   0.930%	 239.899	   1.736%	 237.946	  -4.541%	 253.148	   1.879%	 237.602	   1.268%	 239.081	 -12.974%	 273.567	  -8.645%	 263.085	  -7.004%	 259.110	  -1.032%	 244.650
     437	   0.000%	 241.774	  -0.700%	 243.467	 -71.449%	 414.519	 -10.119%	 266.240	   0.278%	 241.103	   1.037%	 239.268	  -6.348%	 257.121	   1.712%	 237.635	   1.065%	 239.199	 -13.295%	 273.917	  -9.049%	 263.651	  -8.392%	 262.064	  -1.365%	 245.074
     438	   0.000%	 242.123	  -0.340%	 242.947	 -71.382%	 414.957	  -8.983%	 263.872	   0.088%	 241.910	   1.207%	 239.201	  -6.476%	 257.802	   1.719%	 237.962	   0.839%	 240.092	 -13.431%	 274.642	  -8.929%	 263.743	  -8.804%	 263.441	  -1.270%	 245.198
     439	   0.000%	 243.225	  -0.161%	 243.618	 -70.804%	 415.437	 -10.096%	 267.781	   0.720%	 241.475	   1.075%	 240.609	  -6.493%	 259.017	   1.784%	 238.887	   1.330%	 239.990	 -12.837%	 274.447	  -8.411%	 263.682	  -8.695%	 264.373	  -1.248%	 246.261
     440	   0.000%	 242.705	  -0.405%	 243.689	 -70.263%	 413.236	  -9.696%	 266.238	   0.068%	 242.541	   1.173%	 239.858	  -5.145%	 255.192	   1.500%	 239.063	   0.939%	 240.426	 -12.993%	 274.240	  -8.882%	 264.262	  -7.654%	 261.282	  -1.510%	 246.371
     441	   0.000%	 242.560	  -0.722%	 244.312	 -70.911%	 414.562	 -10.509%	 268.051	   0.371%	 241.660	   0.899%	 240.379	  -6.589%	 258.543	   1.238%	 239.557	   0.921%	 240.325	 -13.312%	 274.851	  -9.198%	 264.870	  -9.094%	 264.619	  -1.130%	 245.300
     442	   0.000%	 244.506	   0.348%	 243.655	 -69.623%	 414.739	  -8.537%	 265.379	   0.714%	 242.759	   1.710%	 240.326	  -6.226%	 259.728	   1.999%	 239.618	   1.070%	 241.891	 -12.851%	 275.928	  -8.248%	 264.673	  -8.766%	 265.940	  -0.694%	 246.203
     443	   0.000%	 244.357	  -0.220%	 244.895	 -70.198%	 415.891	  -9.758%	 268.200	   0.300%	 243.624	   1.211%	 241.398	  -6.087%	 259.231	   1.511%	 240.665	   1.047%	 241.798	 -13.214%	 276.645	  -8.658%	 265.514	  -8.780%	 265.813	  -0.836%	 246.400
