memset test:
start	0
end	512
incr	1
ntry	10000
align	0
verbose	0
bytes   	   i386		   i586		   i686		i686fix	
      79	276.608	  3.501	236.842	  2.998	224.530	  2.842	224.564	  2.843
      80	280.551	  3.507	236.067	  2.951	228.449	  2.856	228.482	  2.856
      81	280.619	  3.464	235.552	  2.908	228.551	  2.822	228.537	  2.821
      82	280.610	  3.422	236.000	  2.878	228.549	  2.787	228.567	  2.787
      83	280.607	  3.381	236.150	  2.845	228.557	  2.754	228.558	  2.754
      84	280.683	  3.341	236.408	  2.814	228.600	  2.721	228.647	  2.722
      85	280.688	  3.302	236.370	  2.781	228.613	  2.690	228.601	  2.689
      86	280.713	  3.264	236.229	  2.747	228.598	  2.658	228.637	  2.659
      87	280.734	  3.227	236.461	  2.718	228.580	  2.627	228.654	  2.628
      88	284.553	  3.234	234.795	  2.668	232.595	  2.643	232.587	  2.643
      89	284.564	  3.197	237.097	  2.664	232.596	  2.613	232.618	  2.614
      90	284.550	  3.162	234.701	  2.608	232.574	  2.584	232.586	  2.584
      91	284.588	  3.127	236.400	  2.598	232.588	  2.556	232.617	  2.556
      92	284.695	  3.095	234.554	  2.550	232.709	  2.529	232.709	  2.529
      93	284.788	  3.062	235.027	  2.527	233.663	  2.513	233.539	  2.511
      94	284.816	  3.030	234.629	  2.496	232.718	  2.476	232.769	  2.476
      95	284.791	  2.998	235.540	  2.479	233.833	  2.461	232.769	  2.450
      96	288.659	  3.007	265.172	  2.762	237.572	  2.475	237.571	  2.475
      97	288.767	  2.977	265.289	  2.735	238.286	  2.457	236.711	  2.440
      98	288.795	  2.947	263.949	  2.693	236.742	  2.416	236.794	  2.416
      99	288.770	  2.917	265.105	  2.678	236.742	  2.391	236.721	  2.391
     100	288.802	  2.888	265.780	  2.658	236.798	  2.368	236.827	  2.368
     101	288.896	  2.860	266.311	  2.637	236.866	  2.345	236.871	  2.345
     102	288.884	  2.832	262.508	  2.574	236.830	  2.322	236.913	  2.323
     103	288.841	  2.804	265.148	  2.574	236.824	  2.299	236.862	  2.300
     104	292.849	  2.816	265.657	  2.554	240.794	  2.315	240.830	  2.316
     105	293.067	  2.791	263.553	  2.510	240.875	  2.294	240.880	  2.294
     106	293.053	  2.765	263.825	  2.489	240.802	  2.272	240.929	  2.273
     107	293.068	  2.739	265.970	  2.486	240.857	  2.251	240.947	  2.252
     108	293.229	  2.715	264.214	  2.446	240.602	  2.228	240.992	  2.231
     109	293.051	  2.689	264.101	  2.423	240.671	  2.208	240.595	  2.207
     110	293.097	  2.665	264.094	  2.401	240.661	  2.188	240.622	  2.187
     111	293.018	  2.640	260.562	  2.347	240.692	  2.168	241.025	  2.171
     112	296.905	  2.651	264.164	  2.359	244.584	  2.184	244.543	  2.183
     113	297.086	  2.629	264.341	  2.339	244.808	  2.166	244.749	  2.166
     114	297.166	  2.607	264.926	  2.324	244.775	  2.147	244.806	  2.147
     115	297.107	  2.584	264.475	  2.300	244.781	  2.129	244.754	  2.128
     116	297.227	  2.562	260.605	  2.247	244.927	  2.111	244.891	  2.111
     117	297.222	  2.540	264.945	  2.264	244.966	  2.094	244.775	  2.092
     118	297.099	  2.518	264.581	  2.242	244.779	  2.074	244.903	  2.075
     119	297.165	  2.497	265.341	  2.230	244.830	  2.057	244.919	  2.058
     120	300.951	  2.508	264.477	  2.204	249.045	  2.075	249.099	  2.076
     121	301.264	  2.490	264.139	  2.183	249.068	  2.058	249.124	  2.059
     122	301.293	  2.470	264.908	  2.171	249.040	  2.041	249.151	  2.042
     123	301.231	  2.449	264.859	  2.153	249.022	  2.025	249.049	  2.025
     124	301.242	  2.429	265.602	  2.142	249.282	  2.010	249.279	  2.010
     125	301.652	  2.413	261.156	  2.089	249.150	  1.993	249.185	  1.993
     126	300.888	  2.388	261.157	  2.073	249.148	  1.977	249.316	  1.979
     127	301.359	  2.373	261.130	  2.056	256.394	  2.019	249.223	  1.962
     128	305.069	  2.383	293.249	  2.291	252.989	  1.976	253.131	  1.978
     129	311.133	  2.412	291.573	  2.260	253.572	  1.966	253.710	  1.967
     130	305.573	  2.351	291.512	  2.242	253.684	  1.951	253.701	  1.952
     131	305.600	  2.333	291.482	  2.225	253.660	  1.936	253.656	  1.936
     132	305.809	  2.317	291.475	  2.208	254.024	  1.924	253.866	  1.923
     133	311.874	  2.345	291.194	  2.189	253.847	  1.909	253.785	  1.908
     134	305.501	  2.280	292.034	  2.179	253.799	  1.894	253.855	  1.894
     135	305.457	  2.263	291.991	  2.163	253.846	  1.880	253.817	  1.880
     136	309.166	  2.273	291.184	  2.141	263.596	  1.938	266.545	  1.960
     137	309.784	  2.261	291.468	  2.128	264.503	  1.931	275.884	  2.014
     138	309.757	  2.245	291.415	  2.112	263.932	  1.913	266.140	  1.929
     139	309.736	  2.228	291.505	  2.097	266.163	  1.915	263.401	  1.895
     140	310.259	  2.216	290.583	  2.076	266.461	  1.903	258.612	  1.847
     141	309.830	  2.197	290.630	  2.061	267.820	  1.899	265.485	  1.883
     142	309.868	  2.182	290.624	  2.047	267.789	  1.886	258.647	  1.821
     143	309.875	  2.167	290.608	  2.032	268.137	  1.875	266.469	  1.863
     144	313.542	  2.177	290.555	  2.018	270.218	  1.877	261.697	  1.817
     145	314.077	  2.166	291.571	  2.011	272.102	  1.877	261.723	  1.805
     146	313.864	  2.150	291.658	  1.998	272.867	  1.869	270.777	  1.855
     147	313.882	  2.135	291.596	  1.984	272.370	  1.853	261.779	  1.781
     148	314.198	  2.123	291.635	  1.971	275.896	  1.864	273.713	  1.849
     149	313.802	  2.106	291.783	  1.958	277.060	  1.859	275.542	  1.849
     150	313.870	  2.092	292.011	  1.947	278.462	  1.856	263.694	  1.758
     151	313.957	  2.079	290.977	  1.927	276.575	  1.832	275.274	  1.823
     152	317.730	  2.090	292.020	  1.921	279.479	  1.839	276.131	  1.817
     153	318.169	  2.080	291.414	  1.905	282.367	  1.846	275.462	  1.800
     154	318.184	  2.066	291.405	  1.892	280.305	  1.820	278.032	  1.805
     155	318.153	  2.053	291.445	  1.880	279.533	  1.803	279.738	  1.805
     156	318.108	  2.039	291.319	  1.867	267.042	  1.712	267.284	  1.713
     157	317.763	  2.024	287.793	  1.833	266.883	  1.700	280.974	  1.790
     158	317.929	  2.012	287.716	  1.821	266.826	  1.689	266.251	  1.685
     159	317.955	  2.000	287.798	  1.810	266.792	  1.678	266.358	  1.675
     160	337.180	  2.107	304.574	  1.904	269.849	  1.687	289.828	  1.811
     161	337.736	  2.098	308.134	  1.914	290.128	  1.802	290.417	  1.804
     162	336.834	  2.079	308.052	  1.902	289.519	  1.787	290.407	  1.793
     163	335.694	  2.059	308.069	  1.890	292.714	  1.796	290.199	  1.780
     164	336.289	  2.051	307.978	  1.878	290.464	  1.771	290.377	  1.771
     165	335.444	  2.033	308.002	  1.867	292.538	  1.773	291.212	  1.765
     166	322.490	  1.943	307.091	  1.850	296.690	  1.787	289.169	  1.742
     167	336.658	  2.016	307.370	  1.841	292.754	  1.753	271.705	  1.627
     168	341.957	  2.035	307.439	  1.830	288.095	  1.715	291.264	  1.734
     169	344.501	  2.038	307.431	  1.819	292.016	  1.728	318.848	  1.887
     170	344.129	  2.024	307.500	  1.809	289.765	  1.705	320.593	  1.886
     171	343.614	  2.009	307.423	  1.798	319.095	  1.866	322.652	  1.887
     172	327.385	  1.903	307.560	  1.788	299.532	  1.741	297.217	  1.728
     173	327.000	  1.890	307.525	  1.778	301.496	  1.743	303.742	  1.756
     174	326.927	  1.879	306.275	  1.760	302.851	  1.741	292.313	  1.680
     175	345.055	  1.972	306.176	  1.750	302.825	  1.730	292.312	  1.670
     176	348.143	  1.978	306.241	  1.740	295.761	  1.680	306.027	  1.739
     177	331.656	  1.874	307.953	  1.740	299.869	  1.694	301.598	  1.704
     178	331.670	  1.863	307.876	  1.730	306.051	  1.719	306.875	  1.724
     179	331.291	  1.851	308.014	  1.721	302.048	  1.687	302.496	  1.690
     180	331.810	  1.843	308.192	  1.712	304.275	  1.690	304.764	  1.693
     181	331.893	  1.834	308.103	  1.702	312.192	  1.725	302.555	  1.672
     182	332.035	  1.824	307.909	  1.692	298.403	  1.640	310.195	  1.704
     183	331.971	  1.814	307.982	  1.683	302.364	  1.652	314.528	  1.719
     184	334.905	  1.820	308.311	  1.676	312.052	  1.696	311.727	  1.694
     185	335.319	  1.813	307.737	  1.663	313.488	  1.695	314.631	  1.701
     186	335.293	  1.803	307.448	  1.653	313.484	  1.685	305.424	  1.642
     187	335.471	  1.794	307.444	  1.644	308.642	  1.650	309.099	  1.653
     188	335.953	  1.787	307.519	  1.636	307.297	  1.635	313.358	  1.667
     189	335.958	  1.778	309.489	  1.638	318.886	  1.687	321.883	  1.703
     190	335.569	  1.766	309.266	  1.628	321.636	  1.693	323.740	  1.704
     191	335.393	  1.756	309.318	  1.619	320.485	  1.678	311.298	  1.630
     192	359.636	  1.873	320.720	  1.670	311.200	  1.621	315.445	  1.643
     193	360.749	  1.869	326.320	  1.691	315.267	  1.634	319.610	  1.656
     194	359.013	  1.851	326.411	  1.683	319.740	  1.648	321.632	  1.658
     195	340.858	  1.748	326.411	  1.674	319.568	  1.639	288.773	  1.481
     196	360.967	  1.842	326.342	  1.665	290.740	  1.483	322.265	  1.644
     197	361.024	  1.833	325.754	  1.654	324.276	  1.646	323.989	  1.645
     198	340.642	  1.720	325.856	  1.646	322.694	  1.630	291.303	  1.471
     199	340.925	  1.713	325.656	  1.636	322.012	  1.618	291.224	  1.463
     200	345.643	  1.728	325.919	  1.630	315.672	  1.578	323.054	  1.615
     201	344.999	  1.716	325.956	  1.622	324.245	  1.613	323.304	  1.608
     202	344.607	  1.706	325.735	  1.613	324.508	  1.606	315.620	  1.562
     203	344.618	  1.698	325.699	  1.604	314.880	  1.551	327.950	  1.616
     204	346.258	  1.697	325.739	  1.597	323.108	  1.584	321.873	  1.578
     205	345.656	  1.686	323.379	  1.577	323.370	  1.577	296.485	  1.446
     206	346.307	  1.681	323.400	  1.570	296.345	  1.439	324.235	  1.574
     207	346.601	  1.674	323.506	  1.563	324.114	  1.566	325.193	  1.571
     208	347.964	  1.673	323.365	  1.555	325.716	  1.566	298.391	  1.435
     209	348.857	  1.669	324.897	  1.555	320.987	  1.536	326.341	  1.561
     210	348.761	  1.661	325.001	  1.548	325.175	  1.548	326.939	  1.557
     211	348.418	  1.651	324.734	  1.539	325.721	  1.544	298.241	  1.413
     212	350.211	  1.652	325.141	  1.534	300.609	  1.418	325.039	  1.533
     213	350.178	  1.644	325.174	  1.527	329.319	  1.546	330.184	  1.550
     214	350.026	  1.636	324.859	  1.518	331.577	  1.549	300.903	  1.406
     215	350.224	  1.629	324.841	  1.511	300.702	  1.399	329.356	  1.532
     216	352.954	  1.634	324.942	  1.504	302.425	  1.400	333.621	  1.545
     217	353.396	  1.629	325.146	  1.498	332.678	  1.533	302.236	  1.393
     218	353.752	  1.623	324.605	  1.489	302.127	  1.386	302.625	  1.388
     219	353.926	  1.616	324.494	  1.482	333.189	  1.521	302.459	  1.381
     220	353.022	  1.605	325.412	  1.479	304.895	  1.386	304.747	  1.385
     221	353.246	  1.598	319.421	  1.445	303.579	  1.374	342.946	  1.552
     222	354.016	  1.595	319.409	  1.439	339.626	  1.530	303.108	  1.365
     223	353.862	  1.587	319.314	  1.432	302.957	  1.359	340.081	  1.525
     224	360.032	  1.607	344.010	  1.536	305.980	  1.366	353.655	  1.579
     225	358.450	  1.593	346.645	  1.541	340.195	  1.512	353.708	  1.572
     226	359.118	  1.589	346.533	  1.533	351.224	  1.554	350.676	  1.552
     227	358.514	  1.579	346.246	  1.525	343.521	  1.513	340.346	  1.499
     228	360.622	  1.582	346.156	  1.518	354.462	  1.555	357.579	  1.568
     229	360.247	  1.573	346.093	  1.511	360.997	  1.576	308.914	  1.349
     230	360.620	  1.568	345.090	  1.500	308.328	  1.341	357.973	  1.556
     231	360.390	  1.560	345.777	  1.497	355.744	  1.540	308.742	  1.337
     232	361.589	  1.559	345.837	  1.491	344.951	  1.487	353.202	  1.522
     233	362.764	  1.557	345.317	  1.482	355.979	  1.528	345.329	  1.482
     234	362.109	  1.547	345.278	  1.476	343.229	  1.467	354.470	  1.515
     235	361.847	  1.540	345.292	  1.469	357.409	  1.521	342.480	  1.457
     236	363.633	  1.541	345.461	  1.464	315.020	  1.335	362.792	  1.537
     237	363.571	  1.534	344.770	  1.455	359.105	  1.515	348.548	  1.471
     238	363.863	  1.529	345.016	  1.450	346.943	  1.458	359.042	  1.509
     239	363.714	  1.522	344.851	  1.443	354.352	  1.483	346.999	  1.452
     240	367.092	  1.530	344.625	  1.436	349.993	  1.458	358.319	  1.493
     241	367.172	  1.524	345.356	  1.433	360.884	  1.497	349.798	  1.451
     242	366.956	  1.516	345.209	  1.426	353.227	  1.460	361.665	  1.494
     243	367.207	  1.511	345.143	  1.420	362.978	  1.494	351.503	  1.447
     244	366.787	  1.503	345.452	  1.416	318.902	  1.307	362.423	  1.485
     245	366.738	  1.497	345.803	  1.411	363.822	  1.485	319.234	  1.303
     246	366.490	  1.490	345.791	  1.406	362.663	  1.474	366.118	  1.488
     247	366.890	  1.485	345.530	  1.399	318.765	  1.291	364.126	  1.474
     248	370.593	  1.494	345.520	  1.393	362.634	  1.462	320.250	  1.291
     249	370.840	  1.489	345.532	  1.388	320.176	  1.286	360.946	  1.450
     250	370.647	  1.483	345.255	  1.381	367.863	  1.471	353.066	  1.412
     251	370.784	  1.477	345.185	  1.375	320.625	  1.277	367.445	  1.464
     252	371.618	  1.475	345.081	  1.369	369.926	  1.468	322.889	  1.281
     253	370.282	  1.464	378.048	  1.494	418.981	  1.656	410.996	  1.624
     254	372.806	  1.468	376.363	  1.482	396.678	  1.562	389.914	  1.535
     255	373.103	  1.463	400.228	  1.570	414.094	  1.624	386.236	  1.515
     256	400.994	  1.566	368.613	  1.440	342.075	  1.336	341.982	  1.336
     257	397.526	  1.547	365.968	  1.424	357.728	  1.392	356.776	  1.388
     258	396.111	  1.535	366.117	  1.419	357.712	  1.386	357.311	  1.385
     259	397.295	  1.534	365.874	  1.413	357.748	  1.381	356.726	  1.377
     260	401.266	  1.543	365.797	  1.407	359.173	  1.381	358.143	  1.377
     261	454.156	  1.740	366.573	  1.404	388.196	  1.487	387.778	  1.486
     262	456.791	  1.743	366.140	  1.397	388.243	  1.482	388.067	  1.481
     263	457.384	  1.739	366.471	  1.393	388.256	  1.476	388.189	  1.476
     264	457.713	  1.734	366.355	  1.388	388.136	  1.470	388.121	  1.470
     265	386.725	  1.459	366.417	  1.383	355.336	  1.341	358.926	  1.354
     266	387.427	  1.456	366.134	  1.376	358.338	  1.347	359.363	  1.351
     267	388.012	  1.453	419.330	  1.571	359.342	  1.346	359.030	  1.345
     268	386.800	  1.443	366.375	  1.367	361.692	  1.350	360.295	  1.344
     269	402.298	  1.496	411.008	  1.528	343.931	  1.279	343.862	  1.278
     270	403.098	  1.493	365.088	  1.352	345.308	  1.279	343.556	  1.272
     271	403.182	  1.488	417.698	  1.541	344.334	  1.271	343.958	  1.269
     272	402.098	  1.478	364.859	  1.341	345.766	  1.271	343.705	  1.264
     273	389.037	  1.425	366.200	  1.341	361.449	  1.324	360.506	  1.321
     274	389.347	  1.421	366.435	  1.337	361.669	  1.320	360.960	  1.317
     275	389.034	  1.415	366.338	  1.332	357.933	  1.302	361.149	  1.313
     276	389.888	  1.413	366.474	  1.328	363.971	  1.319	363.062	  1.315
     277	449.092	  1.621	366.945	  1.325	388.943	  1.404	388.465	  1.402
     278	448.290	  1.613	367.192	  1.321	388.185	  1.396	388.565	  1.398
     279	448.977	  1.609	367.182	  1.316	388.227	  1.391	388.360	  1.392
     280	446.585	  1.595	366.980	  1.311	389.412	  1.391	388.442	  1.387
     281	392.257	  1.396	366.745	  1.305	364.226	  1.296	364.236	  1.296
     282	392.386	  1.391	367.049	  1.302	364.370	  1.292	363.281	  1.288
     283	392.381	  1.387	367.166	  1.297	364.970	  1.290	363.989	  1.286
     284	392.323	  1.381	366.638	  1.291	364.569	  1.284	365.312	  1.286
     285	400.376	  1.405	364.902	  1.280	346.190	  1.215	344.384	  1.208
     286	401.597	  1.404	434.061	  1.518	345.425	  1.208	343.867	  1.202
     287	401.401	  1.399	365.243	  1.273	346.377	  1.207	343.662	  1.197
     288	401.238	  1.393	472.399	  1.640	346.058	  1.202	344.200	  1.195
     289	399.006	  1.381	385.960	  1.336	365.799	  1.266	365.432	  1.264
     290	399.370	  1.377	385.673	  1.330	365.481	  1.260	365.505	  1.260
     291	398.665	  1.370	386.242	  1.327	364.930	  1.254	366.043	  1.258
     292	403.347	  1.381	385.310	  1.320	377.154	  1.292	376.977	  1.291
     293	456.416	  1.558	385.347	  1.315	402.131	  1.372	402.399	  1.373
     294	458.835	  1.561	385.568	  1.311	401.850	  1.367	402.233	  1.368
     295	477.491	  1.619	385.602	  1.307	401.844	  1.362	402.185	  1.363
     296	457.845	  1.547	385.086	  1.301	408.936	  1.382	401.960	  1.358
     297	405.113	  1.364	385.376	  1.298	378.334	  1.274	377.305	  1.270
     298	404.777	  1.358	385.132	  1.292	378.340	  1.270	377.953	  1.268
     299	404.798	  1.354	385.118	  1.288	378.109	  1.265	377.783	  1.263
     300	405.077	  1.350	491.696	  1.639	379.779	  1.266	379.783	  1.266
     301	417.569	  1.387	384.311	  1.277	360.395	  1.197	360.308	  1.197
     302	418.568	  1.386	383.313	  1.269	360.302	  1.193	360.290	  1.193
     303	418.228	  1.380	383.048	  1.264	361.297	  1.192	360.323	  1.189
     304	418.170	  1.376	472.276	  1.554	360.251	  1.185	360.223	  1.185
     305	407.234	  1.335	485.211	  1.591	379.236	  1.243	379.103	  1.243
     306	406.580	  1.329	467.265	  1.527	379.194	  1.239	379.508	  1.240
     307	406.750	  1.325	480.783	  1.566	378.973	  1.234	379.817	  1.237
     308	406.293	  1.319	478.791	  1.555	380.548	  1.236	381.649	  1.239
     309	458.156	  1.483	504.914	  1.634	402.187	  1.302	402.543	  1.303
     310	477.861	  1.541	385.653	  1.244	402.066	  1.297	402.418	  1.298
     311	477.973	  1.537	487.711	  1.568	402.307	  1.294	402.346	  1.294
     312	477.288	  1.530	384.761	  1.233	402.598	  1.290	402.596	  1.290
     313	408.367	  1.305	489.528	  1.564	381.629	  1.219	381.145	  1.218
     314	408.033	  1.299	481.957	  1.535	380.504	  1.212	381.555	  1.215
     315	408.036	  1.295	497.391	  1.579	381.145	  1.210	381.857	  1.212
     316	408.029	  1.291	467.943	  1.481	380.970	  1.206	381.169	  1.206
     317	421.342	  1.329	384.640	  1.213	361.589	  1.141	361.551	  1.141
     318	423.732	  1.332	481.141	  1.513	361.389	  1.136	361.456	  1.137
     319	423.628	  1.328	472.719	  1.482	361.539	  1.133	361.472	  1.133
     320	404.100	  1.263	513.769	  1.606	346.460	  1.083	346.453	  1.083
     321	434.961	  1.355	534.267	  1.664	374.873	  1.168	379.068	  1.181
     322	435.128	  1.351	402.948	  1.251	377.730	  1.173	379.052	  1.177
     323	434.722	  1.346	509.505	  1.577	377.869	  1.170	378.876	  1.173
     324	435.320	  1.344	403.720	  1.246	379.862	  1.172	380.430	  1.174
     325	451.733	  1.390	513.863	  1.581	400.201	  1.231	400.457	  1.232
     326	455.648	  1.398	559.004	  1.715	400.891	  1.230	400.516	  1.229
     327	458.444	  1.402	533.218	  1.631	400.765	  1.226	400.789	  1.226
     328	459.627	  1.401	402.104	  1.226	400.730	  1.222	400.696	  1.222
     329	434.490	  1.321	403.377	  1.226	379.728	  1.154	380.383	  1.156
     330	434.111	  1.315	562.119	  1.703	379.738	  1.151	380.720	  1.154
     331	434.764	  1.313	553.778	  1.673	379.838	  1.148	380.557	  1.150
     332	432.731	  1.303	562.151	  1.693	381.782	  1.150	382.674	  1.153
     333	403.698	  1.212	529.501	  1.590	347.289	  1.043	347.248	  1.043
     334	404.072	  1.210	534.626	  1.601	347.281	  1.040	347.300	  1.040
     335	404.223	  1.207	527.557	  1.575	347.309	  1.037	347.297	  1.037
     336	403.989	  1.202	510.673	  1.520	347.272	  1.034	347.333	  1.034
     337	435.365	  1.292	544.576	  1.616	382.361	  1.135	381.652	  1.132
     338	433.921	  1.284	537.880	  1.591	381.820	  1.130	381.932	  1.130
     339	434.500	  1.282	571.853	  1.687	381.972	  1.127	381.753	  1.126
     340	436.712	  1.284	571.879	  1.682	383.679	  1.128	384.431	  1.131
     341	462.309	  1.356	794.421	  2.330	398.580	  1.169	398.327	  1.168
     342	457.460	  1.338	568.731	  1.663	399.079	  1.167	398.394	  1.165
     343	458.270	  1.336	561.095	  1.636	399.089	  1.164	399.205	  1.164
     344	457.474	  1.330	551.016	  1.602	399.224	  1.161	398.427	  1.158
     345	436.719	  1.266	625.262	  1.812	383.940	  1.113	384.566	  1.115
     346	434.903	  1.257	881.134	  2.547	359.067	  1.038	385.179	  1.113
     347	434.264	  1.251	641.382	  1.848	384.435	  1.108	384.619	  1.108
     348	439.489	  1.263	811.722	  2.333	384.054	  1.104	384.891	  1.106
     349	405.442	  1.162	623.984	  1.788	347.394	  0.995	347.390	  0.995
     350	405.344	  1.158	580.937	  1.660	347.372	  0.992	347.374	  0.992
     351	405.206	  1.154	557.970	  1.590	347.396	  0.990	347.392	  0.990
     352	405.442	  1.152	878.815	  2.497	347.346	  0.987	347.448	  0.987
     353	437.011	  1.238	1121.171	  3.176	384.189	  1.088	385.609	  1.092
     354	434.778	  1.228	1117.440	  3.157	382.651	  1.081	386.240	  1.091
     355	434.955	  1.225	1138.598	  3.207	384.663	  1.084	385.401	  1.086
