memset test:
start	0
end	512
incr	1
ntry	10000
align	2
verbose	0
bytes   	   i386		   i586		   i686		i686fix	
     356	425.663	  1.196	898.324	  2.523	399.420	  1.122	403.400	  1.133
     357	429.062	  1.202	1244.287	  3.485	397.753	  1.114	395.677	  1.108
     358	430.786	  1.203	897.320	  2.506	398.630	  1.113	398.249	  1.112
     359	429.391	  1.196	874.842	  2.437	398.468	  1.110	397.453	  1.107
     360	429.898	  1.194	912.668	  2.535	399.039	  1.108	397.676	  1.105
     361	448.235	  1.242	1225.772	  3.395	411.688	  1.140	417.125	  1.155
     362	447.273	  1.236	1247.192	  3.445	418.033	  1.155	417.744	  1.154
     363	446.903	  1.231	930.052	  2.562	417.347	  1.150	417.302	  1.150
     364	446.822	  1.228	923.577	  2.537	417.226	  1.146	416.756	  1.145
     365	429.414	  1.176	1181.337	  3.237	400.093	  1.096	399.315	  1.094
     366	432.728	  1.182	1203.797	  3.289	402.215	  1.099	400.974	  1.096
     367	432.708	  1.179	1244.147	  3.390	401.451	  1.094	401.099	  1.093
     368	432.429	  1.175	1117.549	  3.037	401.391	  1.091	401.171	  1.090
     369	451.217	  1.223	1119.894	  3.035	418.539	  1.134	419.367	  1.136
     370	450.457	  1.217	1182.369	  3.196	420.198	  1.136	419.705	  1.134
     371	449.695	  1.212	1244.652	  3.355	419.062	  1.130	419.528	  1.131
     372	449.646	  1.209	1245.623	  3.348	419.321	  1.127	419.366	  1.127
     373	450.968	  1.209	1243.066	  3.333	403.777	  1.083	402.901	  1.080
     374	435.848	  1.165	1199.752	  3.208	404.857	  1.083	403.908	  1.080
     375	435.703	  1.162	1182.178	  3.152	404.388	  1.078	403.604	  1.076
     376	436.579	  1.161	1200.839	  3.194	404.307	  1.075	404.167	  1.075
     377	453.409	  1.203	1199.974	  3.183	420.905	  1.116	420.460	  1.115
     378	452.515	  1.197	1182.477	  3.128	421.893	  1.116	421.748	  1.116
     379	451.452	  1.191	1203.247	  3.175	420.740	  1.110	421.035	  1.111
     380	451.309	  1.188	1245.660	  3.278	421.196	  1.108	420.450	  1.106
     381	438.076	  1.150	964.984	  2.533	417.221	  1.095	405.302	  1.064
     382	438.669	  1.148	1008.298	  2.640	414.347	  1.085	415.659	  1.088
     383	439.045	  1.146	1202.653	  3.140	414.862	  1.083	416.475	  1.087
     384	438.447	  1.142	895.868	  2.333	413.708	  1.077	416.299	  1.084
     385	456.130	  1.185	1159.136	  3.011	419.033	  1.088	422.134	  1.096
     386	443.523	  1.149	1182.703	  3.064	413.008	  1.070	418.587	  1.084
     387	442.178	  1.143	1244.558	  3.216	412.701	  1.066	419.211	  1.083
     388	443.560	  1.143	1181.516	  3.045	412.519	  1.063	418.640	  1.079
     389	449.649	  1.156	1243.946	  3.198	415.371	  1.068	413.025	  1.062
     390	448.448	  1.150	1245.944	  3.195	416.762	  1.069	415.917	  1.066
     391	447.067	  1.143	1203.322	  3.078	415.464	  1.063	415.552	  1.063
     392	447.752	  1.142	1245.373	  3.177	415.821	  1.061	415.911	  1.061
     393	446.930	  1.137	1161.184	  2.955	424.542	  1.080	420.797	  1.071
     394	429.922	  1.091	1183.461	  3.004	424.940	  1.079	420.862	  1.068
     395	446.584	  1.131	1182.531	  2.994	422.599	  1.070	421.313	  1.067
     396	429.316	  1.084	1307.813	  3.303	423.557	  1.070	421.077	  1.063
     397	449.986	  1.133	1181.289	  2.976	416.003	  1.048	417.860	  1.053
     398	450.725	  1.132	1244.884	  3.128	418.260	  1.051	418.067	  1.050
     399	450.561	  1.129	1247.519	  3.127	417.832	  1.047	417.992	  1.048
     400	450.325	  1.126	1246.876	  3.117	419.360	  1.048	418.296	  1.046
     401	451.884	  1.127	1245.131	  3.105	417.463	  1.041	424.282	  1.058
     402	432.010	  1.075	1205.084	  2.998	418.732	  1.042	424.763	  1.057
     403	450.038	  1.117	1245.378	  3.090	417.189	  1.035	425.135	  1.055
     404	451.569	  1.118	1243.881	  3.079	417.384	  1.033	424.772	  1.051
     405	451.546	  1.115	1161.457	  2.868	420.837	  1.039	419.505	  1.036
     406	452.892	  1.115	1246.090	  3.069	421.232	  1.038	420.948	  1.037
     407	452.822	  1.113	1245.605	  3.060	421.082	  1.035	420.776	  1.034
     408	452.693	  1.110	1226.413	  3.006	420.710	  1.031	421.227	  1.032
     409	455.198	  1.113	1183.539	  2.894	429.636	  1.050	426.041	  1.042
     410	453.398	  1.106	1266.242	  3.088	429.883	  1.048	425.906	  1.039
     411	453.634	  1.104	1182.456	  2.877	429.852	  1.046	426.657	  1.038
     412	453.453	  1.101	1226.969	  2.978	431.105	  1.046	426.894	  1.036
     413	429.810	  1.041	1245.033	  3.015	421.693	  1.021	421.360	  1.020
     414	455.150	  1.099	1285.772	  3.106	431.563	  1.042	431.669	  1.043
     415	455.065	  1.097	1309.545	  3.156	431.041	  1.039	431.708	  1.040
     416	455.410	  1.095	1309.527	  3.148	431.332	  1.037	431.529	  1.037
     417	464.834	  1.115	1225.786	  2.940	431.051	  1.034	428.577	  1.028
     418	456.853	  1.093	1161.911	  2.780	429.560	  1.028	428.571	  1.025
     419	456.352	  1.089	1160.009	  2.769	421.491	  1.006	428.654	  1.023
     420	456.127	  1.086	1247.485	  2.970	421.742	  1.004	428.202	  1.020
     421	457.526	  1.087	1308.646	  3.108	433.748	  1.030	431.078	  1.024
     422	464.466	  1.101	1229.618	  2.914	434.977	  1.031	433.541	  1.027
     423	464.660	  1.098	1245.600	  2.945	434.085	  1.026	432.258	  1.022
     424	464.263	  1.095	1266.581	  2.987	433.750	  1.023	433.372	  1.022
     425	465.427	  1.095	1265.609	  2.978	448.908	  1.056	447.608	  1.053
     426	477.490	  1.121	1246.586	  2.926	450.393	  1.057	456.408	  1.071
     427	477.330	  1.118	1117.400	  2.617	450.266	  1.054	455.726	  1.067
     428	477.243	  1.115	1307.522	  3.055	449.316	  1.050	455.019	  1.063
     429	466.483	  1.087	1245.310	  2.903	436.146	  1.017	433.714	  1.011
     430	480.225	  1.117	1245.642	  2.897	437.043	  1.016	435.678	  1.013
     431	478.822	  1.111	1245.711	  2.890	436.509	  1.013	435.828	  1.011
     432	478.752	  1.108	1307.349	  3.026	436.655	  1.011	435.191	  1.007
     433	481.167	  1.111	1246.356	  2.878	450.535	  1.040	460.435	  1.063
     434	484.342	  1.116	1246.252	  2.872	454.412	  1.047	460.208	  1.060
     435	483.948	  1.113	1246.940	  2.867	453.105	  1.042	459.620	  1.057
     436	482.281	  1.106	1244.859	  2.855	452.921	  1.039	460.362	  1.056
     437	483.096	  1.105	1245.414	  2.850	438.399	  1.003	437.195	  1.000
     438	483.342	  1.104	1306.870	  2.984	438.436	  1.001	439.143	  1.003
     439	482.527	  1.099	1247.316	  2.841	439.273	  1.001	437.900	  0.997
     440	483.160	  1.098	1307.201	  2.971	439.242	  0.998	438.523	  0.997
     441	490.350	  1.112	1225.016	  2.778	453.694	  1.029	462.396	  1.049
     442	491.364	  1.112	1310.543	  2.965	460.925	  1.043	463.607	  1.049
     443	487.694	  1.101	1246.223	  2.813	462.865	  1.045	463.745	  1.047
     444	490.075	  1.104	1282.173	  2.888	460.841	  1.038	463.583	  1.044
     445	473.433	  1.064	1243.737	  2.795	438.945	  0.986	449.047	  1.009
     446	495.343	  1.111	1309.213	  2.935	450.841	  1.011	451.420	  1.012
     447	495.567	  1.109	1205.479	  2.697	450.337	  1.007	450.774	  1.008
     448	500.477	  1.117	1201.318	  2.682	450.851	  1.006	450.799	  1.006
     449	494.566	  1.101	1996.584	  4.447	459.804	  1.024	458.946	  1.022
     450	476.894	  1.060	1245.486	  2.768	453.750	  1.008	452.475	  1.006
     451	475.553	  1.054	1309.819	  2.904	455.230	  1.009	451.592	  1.001
     452	476.358	  1.054	1247.327	  2.760	453.815	  1.004	452.469	  1.001
     453	489.857	  1.081	1531.012	  3.380	448.121	  0.989	448.981	  0.991
     454	492.189	  1.084	1555.550	  3.426	450.269	  0.992	450.502	  0.992
     455	491.107	  1.079	1882.516	  4.137	450.373	  0.990	450.320	  0.990
     456	490.920	  1.077	1246.475	  2.733	450.224	  0.987	450.764	  0.989
     457	478.637	  1.047	1204.035	  2.635	455.794	  0.997	473.234	  1.036
     458	488.328	  1.066	1873.215	  4.090	444.090	  0.970	455.627	  0.995
     459	478.560	  1.043	1617.922	  3.525	444.514	  0.968	455.056	  0.991
     460	476.883	  1.037	1247.924	  2.713	443.779	  0.965	454.533	  0.988
     461	495.352	  1.075	1919.285	  4.163	451.929	  0.980	451.613	  0.980
     462	496.077	  1.074	1578.647	  3.417	454.742	  0.984	452.595	  0.980
     463	496.292	  1.072	1929.731	  4.168	453.627	  0.980	453.437	  0.979
     464	495.354	  1.068	1575.298	  3.395	454.203	  0.979	452.964	  0.976
     465	492.521	  1.059	1946.539	  4.186	465.501	  1.001	461.579	  0.993
     466	483.143	  1.037	1586.999	  3.406	467.682	  1.004	458.852	  0.985
     467	483.014	  1.034	1935.894	  4.145	466.666	  0.999	462.663	  0.991
     468	491.067	  1.049	1999.367	  4.272	467.982	  1.000	459.624	  0.982
     469	521.228	  1.111	1538.265	  3.280	455.141	  0.970	470.450	  1.003
     470	522.996	  1.113	1896.408	  4.035	482.570	  1.027	482.744	  1.027
     471	506.384	  1.075	1545.405	  3.281	473.565	  1.005	480.316	  1.020
     472	521.770	  1.105	1891.879	  4.008	482.802	  1.023	480.708	  1.018
     473	486.572	  1.029	1582.885	  3.346	459.751	  0.972	466.196	  0.986
     474	494.188	  1.043	1963.325	  4.142	451.440	  0.952	466.361	  0.984
     475	495.467	  1.043	2238.515	  4.713	451.131	  0.950	466.564	  0.982
     476	486.635	  1.022	1847.243	  3.881	451.247	  0.948	460.430	  0.967
     477	523.467	  1.097	2231.000	  4.677	485.240	  1.017	488.453	  1.024
     478	526.196	  1.101	2232.038	  4.670	479.263	  1.003	483.985	  1.013
     479	528.020	  1.102	1185.567	  2.475	476.259	  0.994	482.224	  1.007
     480	523.850	  1.091	1972.478	  4.109	475.728	  0.991	476.665	  0.993
     481	509.103	  1.058	2237.708	  4.652	451.241	  0.938	464.221	  0.965
     482	492.173	  1.021	2243.006	  4.654	451.916	  0.938	465.396	  0.966
     483	492.732	  1.020	2236.363	  4.630	452.550	  0.937	463.744	  0.960
     484	490.816	  1.014	2235.808	  4.619	453.224	  0.936	464.965	  0.961
     485	521.695	  1.076	2233.210	  4.605	480.266	  0.990	483.731	  0.997
     486	522.057	  1.074	2233.098	  4.595	489.802	  1.008	490.778	  1.010
     487	520.951	  1.070	2236.604	  4.593	483.115	  0.992	480.658	  0.987
     488	519.762	  1.065	2237.482	  4.585	482.499	  0.989	482.469	  0.989
     489	524.341	  1.072	2239.317	  4.579	490.739	  1.004	474.410	  0.970
     490	525.478	  1.072	2235.802	  4.563	489.037	  0.998	492.623	  1.005
     491	524.544	  1.068	1944.099	  3.959	488.372	  0.995	492.036	  1.002
     492	524.525	  1.066	2233.510	  4.540	487.910	  0.992	492.159	  1.000
     493	554.536	  1.125	2238.697	  4.541	495.491	  1.005	485.368	  0.985
     494	528.948	  1.071	2242.462	  4.539	500.155	  1.012	500.282	  1.013
     495	530.071	  1.071	2238.822	  4.523	499.250	  1.009	495.391	  1.001
     496	527.938	  1.064	2237.439	  4.511	499.175	  1.006	485.832	  0.980
     497	528.045	  1.062	2234.713	  4.496	494.517	  0.995	478.936	  0.964
     498	521.336	  1.047	2245.522	  4.509	492.085	  0.988	497.924	  1.000
     499	521.937	  1.046	2239.494	  4.488	491.078	  0.984	479.991	  0.962
     500	520.934	  1.042	2239.252	  4.479	496.695	  0.993	490.595	  0.981
     501	533.228	  1.064	2238.421	  4.468	506.037	  1.010	496.930	  0.992
     502	530.414	  1.057	2236.500	  4.455	669.532	  1.334	668.291	  1.331
     503	529.674	  1.053	2235.256	  4.444	522.095	  1.038	660.565	  1.313
     504	531.247	  1.054	2235.487	  4.435	506.904	  1.006	502.000	  0.996
     505	530.434	  1.050	2234.724	  4.425	499.760	  0.990	480.966	  0.952
     506	523.085	  1.034	2238.458	  4.424	499.809	  0.988	502.847	  0.994
     507	522.794	  1.031	2239.208	  4.417	499.481	  0.985	501.367	  0.989
     508	531.840	  1.047	2236.960	  4.403	500.049	  0.984	500.594	  0.985
     509	551.290	  1.083	2240.138	  4.401	502.082	  0.986	508.237	  0.999
     510	548.266	  1.075	2235.761	  4.384	503.565	  0.987	526.335	  1.032
     511	532.189	  1.041	2237.359	  4.378	504.150	  0.987	504.112	  0.987
     512	548.616	  1.072	2235.443	  4.366	501.960	  0.980	526.266	  1.028
