name,ptest -- memset,ticks,bytes,local,i386,i586,i686,i686fix,lx_zan,lx_simp,lx_hyb,lx_hyb_BA,lx_mmx,lx_mmx64,lx_mmx64simp,lx_mmx64_BA,compare,bytes,local,i386,i586,i686,i686fix,lx_zan,lx_simp,lx_hyb,lx_hyb_BA,lx_mmx,lx_mmx64,lx_mmx64simp,lx_mmx64_BA,compare (%),bytes,local,i386,i586,i686,i686fix,lx_zan,lx_simp,lx_hyb,lx_hyb_BA,lx_mmx,lx_mmx64,lx_mmx64simp,lx_mmx64_BA
,,,103, 111.511, 112.456, 237.968, 95.6543, 96.6086, 93.5481, 91.5494, 96.5808, 96.5729, 125.604, 112.307, 106.94, 111.712,,103, 1, 0.991599, 0.468596, 1.16577, 1.15425, 1.19202, 1.21804, 1.15459, 1.15468, 0.887795, 0.992915, 1.04274, 0.998199,,103, 0,-0.00847247,-1.13404, 0.142197, 0.133639, 0.161085, 0.179009, 0.133889, 0.13396,-0.126386,-0.00713551, 0.0409871,-0.00180469
,,,104, 106.543, 107.487, 233.397, 91.6019, 91.6007, 88.5764, 86.5554, 91.5574, 91.5516, 120.775, 106.938, 102.285, 106.349,,104, 1, 0.991217, 0.456487, 1.1631, 1.16312, 1.20283, 1.23092, 1.16367, 1.16374, 0.882161, 0.996304, 1.04162, 1.00182,,104, 0,-0.00886064,-1.19064, 0.140232, 0.140244, 0.16863, 0.187599, 0.14065, 0.140705,-0.13358,-0.00371007, 0.0399574, 0.00182116
,,,105, 111.524, 112.454, 238.114, 96.5961, 96.6073, 93.5458, 91.5571, 96.5813, 96.5696, 125.616, 112.308, 106.937, 111.721,,105, 1, 0.99173, 0.468362, 1.15453, 1.1544, 1.19218, 1.21808, 1.15471, 1.15485, 0.887815, 0.993014, 1.04289, 0.998232,,105, 0,-0.00833913,-1.1351, 0.13385, 0.13375, 0.161202, 0.179033, 0.133983, 0.134087,-0.12636,-0.00703546, 0.0411291,-0.00177133
,,,106, 112.527, 113.458, 239.244, 96.6434, 97.6084, 94.5417, 92.5605, 97.5745, 97.5658, 126.626, 113.244, 107.987, 112.763,,106, 1, 0.991801, 0.470346, 1.16436, 1.15285, 1.19024, 1.21572, 1.15325, 1.15335, 0.888657, 0.993671, 1.04205, 0.99791,,106, 0,-0.00826714,-1.1261, 0.141158, 0.132582, 0.159835, 0.177441, 0.132883, 0.13296,-0.125293,-0.00636905, 0.0403515,-0.00209409
,,,107, 113.444, 114.475, 240.758, 97.6715, 97.6581, 95.5434, 93.5476, 98.5563, 98.5551, 127.619, 113.875, 108.994, 113.849,,107, 1, 0.991, 0.471197, 1.16149, 1.16165, 1.18736, 1.21269, 1.15106, 1.15108, 0.888931, 0.996219, 1.04083, 0.996447,,107, 0,-0.00908217,-1.12225, 0.139037, 0.139155, 0.157795, 0.175388, 0.131237, 0.131248,-0.124947,-0.00379564, 0.0392308,-0.00356615
,,,108, 109.476, 110.485, 236.123, 94.5879, 94.6016, 91.5399, 89.5699, 94.5512, 94.5545, 123.558, 110.309, 105.254, 109.462,,108, 1, 0.990869, 0.463639, 1.1574, 1.15723, 1.19594, 1.22224, 1.15785, 1.15781, 0.88603, 0.992449, 1.04012, 1.00012,,108, 0,-0.00921494,-1.15685, 0.135993, 0.135869, 0.163835, 0.18183, 0.136329, 0.136298,-0.12863,-0.00760869, 0.0385687, 0.000124745
,,,109, 113.442, 114.484, 240.748, 97.6565, 98.5948, 95.5565, 93.554, 98.5526, 98.5482, 127.611, 113.881, 108.998, 113.851,,109, 1, 0.990893, 0.471205, 1.16164, 1.15058, 1.18717, 1.21258, 1.15108, 1.15113, 0.888963, 0.996139, 1.04077, 0.996404,,109, 0,-0.00919022,-1.12222, 0.139147, 0.130875, 0.157659, 0.175311, 0.131248, 0.131287,-0.124906,-0.00387597, 0.0391724,-0.00360888
,,,110, 114.556, 115.503, 241.635, 99.6069, 99.5998, 96.5776, 94.5445, 99.5556, 99.5555, 128.618, 114.941, 110.302, 114.364,,110, 1, 0.991802, 0.474086, 1.15008, 1.15016, 1.18615, 1.21166, 1.15067, 1.15067, 0.890667, 0.996651, 1.03857, 1.00167,,110, 0,-0.00826573,-1.10932, 0.130493, 0.130556, 0.156938, 0.174685, 0.130941, 0.130942,-0.122754,-0.00336053, 0.0371356, 0.00167035
,,,111, 115.588, 116.477, 242.518, 100.603, 100.599, 97.5731, 95.5508, 100.553, 100.56, 129.749, 116.011, 111.341, 115.469,,111, 1, 0.99237, 0.476618, 1.14895, 1.149, 1.18463, 1.20971, 1.14952, 1.14944, 0.890865, 0.996354, 1.03814, 1.00103,,111, 0,-0.00768906,-1.09812, 0.129643, 0.129678, 0.155858, 0.173354, 0.130074, 0.130014,-0.122504,-0.00365942, 0.0367434, 0.00103153
,,,112, 110.481, 111.439, 237.013, 95.5828, 95.5869, 92.5398, 90.549, 95.5446, 95.5561, 124.612, 111.319, 105.891, 110.804,,112, 1, 0.991401, 0.466138, 1.15587, 1.15582, 1.19387, 1.22012, 1.15633, 1.15619, 0.886597, 0.992467, 1.04335, 0.997081,,112, 0,-0.00867399,-1.14529, 0.134848, 0.134811, 0.162391, 0.18041, 0.135193, 0.135089,-0.127908,-0.00758983, 0.0415466,-0.00292753
,,,113, 114.537, 115.516, 241.404, 99.6045, 99.6081, 96.5706, 94.5532, 99.5602, 99.5458, 128.613, 114.939, 110.307, 114.343,,113, 1, 0.991528, 0.474461, 1.14992, 1.14988, 1.18604, 1.21135, 1.15043, 1.1506, 0.890557, 0.996502, 1.03835, 1.00169,,113, 0,-0.0085448,-1.10765, 0.130372, 0.130341, 0.15686, 0.174474, 0.130759, 0.130885,-0.122893,-0.00351074, 0.0369322, 0.00169115
,,,114, 115.579, 116.486, 241.81, 100.608, 100.612, 97.5712, 95.5496, 100.552, 100.553, 129.74, 116.008, 111.331, 115.468,,114, 1, 0.992213, 0.477977, 1.14881, 1.14876, 1.18456, 1.20963, 1.14945, 1.14944, 0.890856, 0.996308, 1.03816, 1.00096,,114, 0,-0.0078485,-1.09215, 0.129531, 0.129499, 0.155808, 0.173299, 0.13002, 0.130012,-0.122515,-0.00370551, 0.0367595, 0.000959757
,,,115, 116.502, 117.487, 243.148, 101.606, 101.598, 98.5656, 96.5739, 101.554, 101.561, 130.747, 117, 112.304, 116.494,,115, 1, 0.99162, 0.479141, 1.14661, 1.1467, 1.18198, 1.20635, 1.1472, 1.14712, 0.891048, 0.99575, 1.03739, 1.00007,,115, 0,-0.00845049,-1.08707, 0.127861, 0.127929, 0.15396, 0.171056, 0.128313, 0.128253,-0.122274,-0.00426812, 0.0360382, 7.01302e-05
,,,116, 111.48, 112.465, 237.948, 96.6021, 96.6081, 93.5501, 91.5502, 96.5708, 96.5653, 125.622, 112.312, 106.947, 111.717,,116, 1, 0.99124, 0.468505, 1.15401, 1.15394, 1.19166, 1.21769, 1.15438, 1.15445, 0.887422, 0.992593, 1.04239, 0.997874,,116, 0,-0.00883738,-1.13445, 0.133456, 0.133403, 0.160833, 0.178772, 0.133737, 0.133786,-0.126859,-0.00746202, 0.0406641,-0.00213027
,,,117, 115.584, 116.499, 242.435, 100.609, 100.609, 97.5794, 95.5567, 100.549, 100.558, 129.754, 116.016, 111.309, 115.475,,117, 1, 0.992144, 0.476764, 1.14884, 1.14885, 1.18451, 1.20959, 1.14953, 1.14943, 0.890793, 0.996276, 1.03841, 1.00095,,117, 0,-0.00791828,-1.09747, 0.129558, 0.129561, 0.155772, 0.173272, 0.130077, 0.130001,-0.122595,-0.00373757, 0.0369846, 0.000945722
,,,118, 116.495, 117.493, 243.389, 101.603, 101.611, 98.5612, 96.572, 101.546, 101.554, 130.748, 116.989, 112.276, 116.482,,118, 1, 0.991499, 0.478635, 1.14656, 1.14648, 1.18195, 1.2063, 1.14721, 1.14712, 0.890988, 0.99577, 1.03757, 1.0001,,118, 0,-0.0085737,-1.08927, 0.127828, 0.127763, 0.153941, 0.171017, 0.128323, 0.128253,-0.12235,-0.00424761, 0.0362085, 0.000104243
,,,119, 117.502, 118.495, 244.073, 102.589, 102.596, 99.5475, 97.5718, 102.558, 102.547, 131.784, 118.328, 113.254, 117.482,,119, 1, 0.991625, 0.481423, 1.14537, 1.1453, 1.18037, 1.20427, 1.14572, 1.14584, 0.891631, 0.993027, 1.03751, 1.00018,,119, 0,-0.00844549,-1.07717, 0.126921, 0.126863, 0.152805, 0.169619, 0.127186, 0.127275,-0.12154,-0.00702165, 0.0361578, 0.000176801
,,,120, 112.514, 113.455, 239.235, 96.6399, 97.6037, 94.5397, 92.5502, 97.5793, 97.5666, 126.613, 113.276, 107.982, 112.783,,120, 1, 0.991701, 0.470307, 1.16426, 1.15276, 1.19012, 1.21571, 1.15305, 1.1532, 0.888643, 0.993275, 1.04196, 0.997616,,120, 0,-0.00836864,-1.12627, 0.141085, 0.132518, 0.159751, 0.177433, 0.132736, 0.132848,-0.125311,-0.00677034, 0.0402744,-0.00238953
,,,121, 116.497, 117.5, 243.343, 101.601, 101.606, 98.5477, 96.5765, 101.554, 101.548, 130.736, 117.027, 112.289, 116.482,,121, 1, 0.991466, 0.478736, 1.14661, 1.14655, 1.18214, 1.20627, 1.14714, 1.14721, 0.891085, 0.995475, 1.03748, 1.00013,,121, 0,-0.00860714,-1.08883, 0.127863, 0.127821, 0.154076, 0.170997, 0.128267, 0.128322,-0.122227,-0.00454603, 0.0361251, 0.000131642
,,,122, 117.503, 118.494, 243.401, 102.575, 102.601, 99.5352, 97.5772, 102.556, 102.554, 131.791, 118.315, 113.274, 117.492,,122, 1, 0.991636, 0.482754, 1.14553, 1.14524, 1.18052, 1.2042, 1.14575, 1.14577, 0.891582, 0.993131, 1.03733, 1.00009,,122, 0,-0.00843435,-1.07145, 0.12704, 0.126822, 0.152912, 0.169575, 0.127206, 0.127225,-0.121601,-0.00691617, 0.0359876, 8.87404e-05
,,,123, 118.49, 119.507, 245.189, 103.584, 103.587, 100.554, 98.5569, 103.554, 103.556, 132.78, 119.315, 113.889, 118.823,,123, 1, 0.99149, 0.48326, 1.1439, 1.14388, 1.17837, 1.20225, 1.14424, 1.14422, 0.892377, 0.993085, 1.0404, 0.997199,,123, 0,-0.00858319,-1.06928, 0.125798, 0.125779, 0.151369, 0.168227, 0.126058, 0.126039,-0.120602,-0.00696303, 0.0388287,-0.00280902
,,,124, 113.455, 114.47, 239.982, 97.6637, 98.6147, 95.5388, 93.5591, 98.5561, 98.5685, 127.616, 113.877, 108.999, 113.84,,124, 1, 0.991135, 0.472764, 1.16169, 1.15049, 1.18753, 1.21266, 1.15117, 1.15103, 0.889034, 0.996292, 1.04088, 0.996618,,124, 0,-0.00894445,-1.11522, 0.139186, 0.130804, 0.157915, 0.175364, 0.13132, 0.131211,-0.124816,-0.00372167, 0.0392757,-0.0033934
,,,125, 117.504, 118.493, 244.122, 102.591, 102.607, 99.5457, 97.577, 102.556, 102.552, 131.777, 118.325, 113.27, 117.514,,125, 1, 0.991652, 0.481332, 1.14536, 1.14518, 1.1804, 1.20422, 1.14576, 1.1458, 0.891685, 0.993059, 1.03738, 0.999912,,125, 0,-0.00841781,-1.07757, 0.126912, 0.126777, 0.15283, 0.169585, 0.127215, 0.127248,-0.121472,-0.00698941, 0.0360318,-8.80055e-05
,,,126, 118.498, 119.498, 245.006, 103.578, 103.588, 100.536, 98.5522, 103.548, 103.55, 132.78, 119.324, 113.883, 118.821,,126, 1, 0.991632, 0.483654, 1.14404, 1.14394, 1.17866, 1.20239, 1.14438, 1.14436, 0.892437, 0.993077, 1.04052, 0.997283,,126, 0,-0.00843908,-1.06759, 0.125908, 0.12583, 0.151578, 0.168323, 0.126163, 0.126146,-0.120527,-0.00697124, 0.0389431,-0.00272407
,,,127, 119.489, 120.49, 246.193, 104.607, 104.603, 101.541, 99.5491, 104.574, 104.574, 133.253, 120.296, 114.936, 119.737,,127, 1, 0.991697, 0.485348, 1.14227, 1.14232, 1.17675, 1.2003, 1.14263, 1.14263, 0.896707, 0.993296, 1.03961, 0.997933,,127, 0,-0.00837296,-1.06038, 0.124551, 0.124586, 0.150205, 0.166878, 0.124829, 0.124825,-0.115192,-0.00674887, 0.0381036,-0.0020711
,,,128, 108.472, 109.485, 272.798, 93.6003, 93.6031, 90.5609, 88.5767, 93.5436, 93.5467, 118.758, 121.313, 116.041, 119.732,,128, 1, 0.99075, 0.39763, 1.15889, 1.15885, 1.19778, 1.22462, 1.15959, 1.15955, 0.913394, 0.894155, 0.934778, 0.905957,,128, 0,-0.00933639,-1.5149, 0.137105, 0.137079, 0.165125, 0.183417, 0.137628, 0.137599,-0.0948182,-0.118374,-0.0697723,-0.103805

