name,ptest -- memset,ticks,bytes,local,i386,i586,i686,i686fix,lx_zan,lx_simp,lx_hyb,lx_hyb_BA,lx_mmx,lx_mmx64,lx_mmx64simp,lx_mmx64_BA,compare,bytes,local,i386,i586,i686,i686fix,lx_zan,lx_simp,lx_hyb,lx_hyb_BA,lx_mmx,lx_mmx64,lx_mmx64simp,lx_mmx64_BA,compare (%),bytes,local,i386,i586,i686,i686fix,lx_zan,lx_simp,lx_hyb,lx_hyb_BA,lx_mmx,lx_mmx64,lx_mmx64simp,lx_mmx64_BA
,,,111, 116.297, 117.105, 274.139, 121.332, 115.34, 107.037, 105.158, 112.786, 116.072, 146.861, 130.244, 117.765, 131.174,,111, 1, 0.993103, 0.424227, 0.958508, 1.0083, 1.08651, 1.10593, 1.03113, 1.00194, 0.791886, 0.892918, 0.987535, 0.886587,,111, 0,-0.00694445,-1.35723,-0.0432879, 0.00823125, 0.0796248, 0.0957838, 0.0301933, 0.00193484,-0.262808,-0.119924,-0.0126228,-0.127921
,,,112, 116.356, 117.331, 274.594, 121.115, 115.471, 102.603, 100.254, 113.156, 116.348, 147.096, 130.313, 113.286, 131.612,,112, 1, 0.99169, 0.42374, 0.960709, 1.00766, 1.13405, 1.16062, 1.02828, 1.00007, 0.791022, 0.892896, 1.02711, 0.884083,,112, 0,-0.00838002,-1.35994,-0.0408983, 0.00760514, 0.118204, 0.138391, 0.0275063, 7.18701e-05,-0.264188,-0.119951, 0.0263917,-0.131115
,,,113, 116.647, 117.473, 274.927, 122.629, 115.811, 106.788, 104.897, 113.143, 116.811, 147.393, 130.633, 117.55, 131.929,,113, 1, 0.992969, 0.424284, 0.951219, 1.00722, 1.09232, 1.11201, 1.03097, 0.998595, 0.791399, 0.892936, 0.992318, 0.884164,,113, 0,-0.00708066,-1.35691,-0.0512822, 0.00716599, 0.0845153, 0.100731, 0.0300356,-0.00140731,-0.263585,-0.119901,-0.00774139,-0.131012
,,,114, 116.79, 117.567, 275.414, 119.598, 115.945, 107.814, 105.892, 113.484, 116.838, 148.055, 130.998, 118.503, 131.926,,114, 1, 0.993388, 0.424053, 0.976523, 1.00728, 1.08325, 1.10291, 1.02913, 0.999592, 0.788825, 0.891539, 0.985544, 0.885271,,114, 0,-0.00665576,-1.3582,-0.0240414, 0.00723049, 0.0768524, 0.0933088, 0.0283023,-0.000408592,-0.267708,-0.121656,-0.0146684,-0.129598
,,,115, 117.161, 118.355, 276.342, 122.706, 116.242, 108.353, 106.802, 113.852, 117.135, 148.368, 130.806, 119.3, 132.505,,115, 1, 0.98991, 0.423971, 0.954806, 1.00791, 1.08129, 1.09699, 1.02906, 1.00022, 0.789661, 0.895685, 0.98207, 0.884198,,115, 0,-0.0101925,-1.35865,-0.0473335, 0.00784438, 0.0751755, 0.088417, 0.0282435, 0.000220079,-0.266366,-0.116464,-0.018257,-0.130969
,,,116, 117.399, 118.378, 276.217, 122.211, 116.679, 104.428, 102.434, 114.04, 117.363, 148.691, 131.517, 114.845, 132.678,,116, 1, 0.991726, 0.425025, 0.960622, 1.00617, 1.12421, 1.1461, 1.02945, 1.00031, 0.789551, 0.89265, 1.02224, 0.884838,,116, 0,-0.00834294,-1.35281,-0.0409921, 0.00613018, 0.110487, 0.127474, 0.0286096, 0.000309405,-0.266543,-0.12026, 0.0217585,-0.13015
,,,117, 117.805, 118.324, 277.062, 123.835, 117.031, 108.018, 105.957, 114.177, 117.446, 148.565, 131.744, 118.754, 132.654,,117, 1, 0.995615, 0.425194, 0.951306, 1.00662, 1.09061, 1.11182, 1.03178, 1.00306, 0.792955, 0.894199, 0.992011, 0.888065,,117, 0,-0.00440428,-1.35186,-0.0511866, 0.00657657, 0.0830844, 0.100577, 0.0307993, 0.00304805,-0.261105,-0.118319,-0.00805295,-0.126044
,,,118, 117.605, 119.298, 277.268, 120.885, 117.065, 109.161, 106.844, 114.674, 117.93, 148.957, 131.902, 119.725, 133.246,,118, 1, 0.985802, 0.424155, 0.972863, 1.00461, 1.07735, 1.10071, 1.02556, 0.997241, 0.789519, 0.891604, 0.982292, 0.882614,,118, 0,-0.0144027,-1.35763,-0.0278935, 0.00459242, 0.0717926, 0.0914943, 0.0249219,-0.00276652,-0.266595,-0.121574,-0.0180275,-0.132998
,,,119, 118.4, 119.405, 277.744, 123.983, 117.188, 110.156, 108.035, 114.664, 118.297, 149.093, 132.031, 120.973, 133.291,,119, 1, 0.991581, 0.426291, 0.954966, 1.01034, 1.07483, 1.09594, 1.03258, 1.00087, 0.794131, 0.896756, 0.978725, 0.888277,,119, 0,-0.00849061,-1.34582,-0.0471576, 0.0102297, 0.0696233, 0.0875401, 0.0315527, 0.000864497,-0.259238,-0.115131,-0.0217379,-0.125775
,,,120, 118.457, 119.6, 278.125, 123.593, 117.676, 105.651, 103.417, 115.104, 118.649, 149.843, 132.51, 116.5, 133.997,,120, 1, 0.990439, 0.425912, 0.958447, 1.00663, 1.12121, 1.14543, 1.02913, 0.99838, 0.790541, 0.893949, 1.0168, 0.884029,,120, 0,-0.00965363,-1.3479,-0.0433543, 0.00659034, 0.108109, 0.126965, 0.0283092,-0.001623,-0.264957,-0.118632, 0.0165188,-0.131185
,,,121, 118.629, 119.448, 278.757, 125.388, 117.906, 109.501, 107.803, 115.221, 118.721, 150.103, 133.053, 120.159, 134.053,,121, 1, 0.993147, 0.425565, 0.946101, 1.00613, 1.08337, 1.10043, 1.02958, 0.999224, 0.790322, 0.891591, 0.987266, 0.884946,,121, 0,-0.00690054,-1.34982,-0.0569696, 0.00609368, 0.0769521, 0.091261, 0.0287321,-0.000776692,-0.265307,-0.12159,-0.0128983,-0.130013
,,,122, 118.86, 119.711, 279.168, 122.329, 118.323, 110.554, 108.951, 115.706, 118.903, 150.14, 133.044, 121.107, 134.264,,122, 1, 0.992891, 0.425763, 0.971642, 1.00453, 1.07513, 1.09094, 1.02726, 0.999635, 0.791658, 0.893387, 0.981442, 0.885268,,122, 0,-0.00715952,-1.34872,-0.0291859, 0.00451321, 0.0698769, 0.083362, 0.0265339,-0.000364703,-0.263172,-0.119336,-0.0189086,-0.129601
,,,123, 119.443, 120.458, 279.538, 125.596, 118.492, 112.06, 109.504, 115.814, 119.529, 150.567, 133.389, 122.313, 134.751,,123, 1, 0.991572, 0.427287, 0.951005, 1.00802, 1.06588, 1.09076, 1.03134, 0.999281, 0.793285, 0.89545, 0.976534, 0.8864,,123, 0,-0.00849952,-1.34035,-0.0515187, 0.0079579, 0.0618085, 0.0832077, 0.0303857,-0.00071949,-0.26058,-0.116757,-0.0240296,-0.128159
,,,124, 119.808, 120.939, 280.18, 124.849, 118.641, 107.506, 105.449, 116.127, 119.671, 151.154, 133.519, 117.999, 134.999,,124, 1, 0.990647, 0.427609, 0.959618, 1.00983, 1.11443, 1.13616, 1.03169, 1.00115, 0.792623, 0.897308, 1.01533, 0.88747,,124, 0,-0.00944087,-1.33858,-0.042081, 0.00973881, 0.10268, 0.119845, 0.0307204, 0.0011443,-0.261634,-0.114444, 0.0150953,-0.126799
,,,125, 119.733, 120.963, 280.353, 126.694, 119.185, 110.84, 109.158, 116.484, 119.557, 150.827, 134.14, 121.967, 135.23,,125, 1, 0.98983, 0.427078, 0.945053, 1.0046, 1.08023, 1.09687, 1.02789, 1.00147, 0.793842, 0.892596, 0.981683, 0.885403,,125, 0,-0.0102743,-1.34149,-0.0581416, 0.00457782, 0.0742734, 0.0883183, 0.0271363, 0.00146581,-0.259697,-0.120328,-0.0186592,-0.12943
,,,126, 120.37, 121.112, 280.829, 123.605, 119.359, 112.198, 110.101, 117.074, 120.259, 151.339, 134.37, 122.564, 135.352,,126, 1, 0.993875, 0.428625, 0.973829, 1.00848, 1.07284, 1.09328, 1.02816, 1.00093, 0.795369, 0.895811, 0.982105, 0.889315,,126, 0,-0.00616267,-1.33304,-0.0268745, 0.00840516, 0.0678979, 0.0853194, 0.0273844, 0.000927782,-0.257279,-0.116307,-0.0182213,-0.12446
,,,127, 120.566, 121.446, 281.085, 126.965, 119.783, 113.38, 110.863, 117.102, 120.546, 151.421, 134.616, 124.072, 135.657,,127, 1, 0.99275, 0.42893, 0.949594, 1.00653, 1.06338, 1.08752, 1.02958, 1.00016, 0.796227, 0.895629, 0.971741, 0.888751,,127, 0,-0.00730324,-1.33138,-0.0530813, 0.00649034, 0.0596022, 0.0804749, 0.0287297, 0.000160177,-0.255923,-0.116534,-0.0290811,-0.125175
,,,128, 120.927, 121.799, 288.69, 126.557, 119.967, 108.733, 106.538, 117.36, 120.977, 151.285, 138.919, 132.284, 137.398,,128, 1, 0.99284, 0.418881, 0.95551, 1.008, 1.11214, 1.13505, 1.03039, 0.999585, 0.79933, 0.870484, 0.914143, 0.880118,,128, 0,-0.00721177,-1.38731,-0.0465611, 0.00793406, 0.100836, 0.118983, 0.0294978,-0.000415066,-0.251048,-0.148786,-0.0939205,-0.136211

