name,ptest -- memset,ticks,bytes,local,i386,i586,i686,i686fix,lx_zan,lx_simp,lx_hyb,lx_hyb_BA,lx_mmx,lx_mmx64,lx_mmx64simp,lx_mmx64_BA,compare,bytes,local,i386,i586,i686,i686fix,lx_zan,lx_simp,lx_hyb,lx_hyb_BA,lx_mmx,lx_mmx64,lx_mmx64simp,lx_mmx64_BA,compare (%),bytes,local,i386,i586,i686,i686fix,lx_zan,lx_simp,lx_hyb,lx_hyb_BA,lx_mmx,lx_mmx64,lx_mmx64simp,lx_mmx64_BA
testmask,0,,10, 74.29, 75.2461, 72.8424, 83.48, 86.0913, 68.1215, 66.2528, 74.758, 75.0781, 85.2579, 83.6899, 76.0795, 83.1782,,10, 1, 0.987293, 1.01987, 0.889914, 0.862921, 1.09055, 1.12131, 0.99374, 0.989503, 0.871356, 0.887681, 0.976478, 0.893143,,10, 0,-0.0128705, 0.0194853,-0.123704,-0.158855, 0.0830331, 0.108187,-0.00629925,-0.0106086,-0.147636,-0.12653,-0.0240885,-0.119642
clock,500,,11, 75.3155, 76.3104, 73.4738, 86.6526, 86.6237, 69.1964, 67.6127, 76.0584, 76.0504, 86.0012, 84.6408, 77.0385, 84.0579,,11, 1, 0.986962, 1.02507, 0.869166, 0.869456, 1.08843, 1.11393, 0.990233, 0.990337, 0.87575, 0.889826, 0.977635, 0.895996,,11, 0,-0.0132099, 0.024453,-0.150528,-0.150144, 0.0812464, 0.102274,-0.00986336,-0.00975725,-0.141879,-0.123816,-0.022877,-0.116076
=====,,,12, 87.7268, 88.7346, 68.934, 86.0901, 86.935, 64.6161, 63.3199, 71.4658, 71.5048, 81.9545, 79.9731, 72.8541, 79.636,,12, 1, 0.988642, 1.27262, 1.01901, 1.00911, 1.35766, 1.38545, 1.22754, 1.22687, 1.07043, 1.09695, 1.20414, 1.1016,,12, 0,-0.0114883, 0.21422, 0.0186568, 0.00902556, 0.26344, 0.278215, 0.18536, 0.184915, 0.0657991, 0.0883845, 0.169535, 0.0922269
Totals:,,,13, 88.0966, 88.719, 73.1841, 88.0116, 87.349, 69.1704, 66.7077, 75.0168, 75.341, 85.9151, 83.9471, 76.1408, 83.9267,,13, 1, 0.992985, 1.20377, 1.00097, 1.00856, 1.27362, 1.32064, 1.17436, 1.1693, 1.02539, 1.04943, 1.15702, 1.04969,,13, 0,-0.00706494, 0.169274, 0.000964836, 0.00848526, 0.214834, 0.242789, 0.148471, 0.14479, 0.0247618, 0.047101, 0.135712, 0.0473333
total_bytes, 8256,,14, 88.4086, 89.475, 74.3476, 84.8852, 87.5544, 70.1963, 68.0036, 76.3438, 76.6344, 86.9544, 85.2089, 77.3071, 85.0198,,14, 1, 0.988082, 1.18912, 1.04151, 1.00976, 1.25945, 1.30006, 1.15803, 1.15364, 1.01672, 1.03755, 1.1436, 1.03986,,14, 0,-0.0120622, 0.159045, 0.0398541, 0.0096622, 0.206001, 0.230803, 0.136466, 0.133179, 0.0164485, 0.0361924, 0.125571, 0.0383317
best_test,lx_simp,,15, 88.4585, 89.5371, 75.3208, 88.0711, 87.8772, 71.349, 69.1704, 77.4761, 77.7736, 87.7758, 86.365, 78.5518, 85.8075,,15, 1, 0.987953, 1.17442, 1.0044, 1.00661, 1.2398, 1.27885, 1.14175, 1.13738, 1.00778, 1.02424, 1.12612, 1.03089,,15, 0,-0.0121938, 0.148518, 0.00437857, 0.00657049, 0.193417, 0.218047, 0.124153, 0.120789, 0.00771771, 0.0236659, 0.111992, 0.029968
best_total, 11035.8,,16, 88.8759, 89.7163, 70.2348, 87.6634, 88.1563, 66.1858, 64.4865, 72.5173, 72.677, 83.1752, 81.5773, 74.1829, 81.3924,,16, 1, 0.990632, 1.26541, 1.01383, 1.00816, 1.34282, 1.37821, 1.22558, 1.22289, 1.06854, 1.08947, 1.19806, 1.09194,,16, 0,-0.0094566, 0.209743, 0.013642, 0.00809575, 0.255301, 0.27442, 0.18406, 0.182263, 0.0641413, 0.0821212, 0.16532, 0.0842013
worst_test,i586,,17, 89.6409, 89.9024, 74.4504, 89.5949, 88.36, 70.2644, 68.1037, 76.5032, 76.7663, 86.9835, 85.6488, 78.1956, 85.0293,,17, 1, 0.997091, 1.20404, 1.00051, 1.0145, 1.27577, 1.31624, 1.17173, 1.16771, 1.03055, 1.04661, 1.14637, 1.05424,,17, 0,-0.00291713, 0.16946, 0.000513303, 0.0142895, 0.216157, 0.240261, 0.146559, 0.143624, 0.0296454, 0.0445352, 0.12768, 0.0514451
worst_total, 23176.8,,18, 89.5522, 90.7874, 75.6137, 86.2559, 88.6592, 71.435, 69.2188, 77.8249, 77.6715, 88.2784, 86.5326, 78.658, 86.2519,,18, 1, 0.986395, 1.18434, 1.03822, 1.01007, 1.25362, 1.29376, 1.15069, 1.15296, 1.01443, 1.0349, 1.1385, 1.03826,,18, 0,-0.0137923, 0.155647, 0.0368096, 0.00997234, 0.20231, 0.227057, 0.130955, 0.132668, 0.0142245, 0.0337197, 0.121653, 0.0368536
total_local, 13016.1,,19, 89.8037, 90.4919, 76.8051, 89.2137, 88.9955, 72.7015, 70.2795, 78.7782, 79.1237, 89.4044, 87.716, 79.8617, 87.4768,,19, 1, 0.992394, 1.16924, 1.00661, 1.00908, 1.23524, 1.27781, 1.13996, 1.13498, 1.00447, 1.0238, 1.12449, 1.0266,,19, 0,-0.00766412, 0.144744, 0.0065699, 0.00899938, 0.19044, 0.21741, 0.122773, 0.118926, 0.00444629, 0.0232469, 0.110708, 0.0259111
total_i386, 13142.6,,20, 89.9607, 91.0167, 72.2696, 88.8841, 89.4977, 67.6461, 65.9597, 74.6118, 74.5788, 84.7003, 83.3031, 75.5771, 82.7353,,20, 1, 0.988399, 1.24479, 1.01211, 1.00517, 1.32987, 1.36388, 1.20572, 1.20625, 1.06211, 1.07992, 1.19032, 1.08733,,20, 0,-0.0117376, 0.196654, 0.0119684, 0.00514709, 0.248049, 0.266795, 0.170618, 0.170985, 0.058475, 0.0740066, 0.159888, 0.0803176
total_i586, 23176.8,,21, 90.4586, 91.1141, 75.7878, 90.7528, 89.6346, 71.6641, 70.2102, 78.3807, 78.4443, 88.8558, 87.0158, 79.3377, 86.4959,,21, 1, 0.992806, 1.19358, 0.996758, 1.00919, 1.26226, 1.2884, 1.15409, 1.15316, 1.01804, 1.03957, 1.14017, 1.04581,,21, 0,-0.00724621, 0.162182,-0.00325218, 0.00910854, 0.207769, 0.223841, 0.133518, 0.132815, 0.017718, 0.0380595, 0.122939, 0.0438066
total_i686, 13369.9,,22, 90.7397, 91.3748, 76.9762, 87.6042, 90.0842, 73.0997, 70.5051, 79.6021, 79.312, 89.9128, 88.1539, 80.6125, 87.8272,,22, 1, 0.993049, 1.1788, 1.03579, 1.00728, 1.24131, 1.28699, 1.13992, 1.14409, 1.0092, 1.02933, 1.12563, 1.03316,,22, 0,-0.00699963, 0.151681, 0.0345542, 0.00722393, 0.194402, 0.222996, 0.122742, 0.125939, 0.00911315, 0.0284963, 0.111607, 0.0320975
total_i686fix, 13042,,23, 90.5718, 92.2636, 78.2686, 90.9038, 89.9208, 73.5863, 71.6672, 80.4836, 80.5153, 90.6694, 89.1556, 81.1742, 88.8871,,23, 1, 0.981664, 1.15719, 0.996347, 1.00724, 1.23082, 1.26378, 1.12535, 1.1249, 0.998923, 1.01588, 1.11577, 1.01895,,23, 0,-0.018679, 0.135839,-0.00366596, 0.00718762, 0.187536, 0.208725, 0.111384, 0.111034,-0.00107794, 0.0156362, 0.103759, 0.0186003
total_lx_zan, 11294.2,,24, 91.0877, 92.069, 73.6265, 90.009, 90.7568, 69.7904, 67.5362, 75.8005, 75.8691, 86.4875, 84.8292, 76.8574, 84.4697,,24, 1, 0.989341, 1.23716, 1.01198, 1.00365, 1.30516, 1.34872, 1.20168, 1.20059, 1.05319, 1.07378, 1.18515, 1.07835,,24, 0,-0.0107736, 0.191696, 0.0118424, 0.00363294, 0.233811, 0.258558, 0.16783, 0.167077, 0.0505035, 0.0687086, 0.156226, 0.0726554
total_lx_simp, 11035.8,,25, 91.2692, 92.4331, 77.8671, 92.4824, 90.8856, 73.4689, 71.4607, 79.6846, 79.8423, 90.2449, 88.827, 80.8574, 88.3852,,25, 1, 0.987408, 1.17211, 0.986881, 1.00422, 1.24228, 1.27719, 1.14538, 1.14312, 1.01135, 1.02749, 1.12877, 1.03263,,25, 0,-0.0127522, 0.146841,-0.0132929, 0.00420291, 0.195031, 0.217033, 0.126927, 0.1252, 0.0112231, 0.0267576, 0.114077, 0.0315987
total_lx_hyb, 12256.5,,26, 91.4943, 92.8069, 78.8125, 88.9996, 91.1286, 74.588, 72.7373, 80.5166, 80.9104, 91.4816, 89.7786, 82.0744, 89.4091,,26, 1, 0.985857, 1.16091, 1.02803, 1.00401, 1.22666, 1.25787, 1.13634, 1.13081, 1.00014, 1.01911, 1.11477, 1.02332,,26, 0,-0.0143463, 0.138608, 0.0272663, 0.00399724, 0.18478, 0.205008, 0.119982, 0.115678, 0.000139663, 0.0187519, 0.102957, 0.0227907
total_lx_hyb_BA, 12483,,27, 92.2438, 92.8775, 80.0238, 92.3082, 91.4552, 75.4204, 73.477, 81.7399, 81.7953, 92.1898, 90.526, 83.0671, 90.2263,,27, 1, 0.993177, 1.1527, 0.999302, 1.00862, 1.22306, 1.25541, 1.1285, 1.12774, 1.00059, 1.01898, 1.11047, 1.02236,,27, 0,-0.00687028, 0.132475,-0.00069828, 0.00854903, 0.182379, 0.203447, 0.113871, 0.11327, 0.000585684, 0.0186219, 0.0994829, 0.0218713
total_lx_mmx, 15147.6,,28, 92.1033, 93.1133, 75.0331, 91.6466, 91.4236, 71.3139, 68.6505, 77.3434, 77.6518, 87.839, 86.2985, 78.673, 85.5666,,28, 1, 0.989153, 1.2275, 1.00498, 1.00743, 1.29152, 1.34163, 1.19083, 1.18611, 1.04855, 1.06726, 1.17071, 1.07639,,28, 0,-0.0109664, 0.185337, 0.00495791, 0.00737927, 0.225718, 0.254635, 0.160253, 0.156905, 0.0462993, 0.0630249, 0.145817, 0.0709717
total_lx_mmx64, 13936.1,,29, 92.519, 93.2553, 79.0626, 93.0758, 91.9594, 74.9822, 72.4932, 81.1811, 81.3941, 91.7287, 90.1745, 82.2694, 89.9163,,29, 1, 0.992104, 1.1702, 0.994017, 1.00608, 1.23388, 1.27624, 1.13966, 1.13668, 1.00861, 1.026, 1.12459, 1.02895,,29, 0,-0.00795911, 0.145444,-0.00601886, 0.00604781, 0.189548, 0.216451, 0.122547, 0.120244, 0.00854137, 0.02534, 0.110784, 0.028131
total_lx_mmx64simp, 12470.3,,30, 92.5356, 93.6368, 80.1575, 90.3741, 92.1992, 76.144, 74.2703, 82.6804, 82.6519, 93.1963, 91.1008, 83.3191, 90.9127,,30, 1, 0.98824, 1.15442, 1.02392, 1.00365, 1.21527, 1.24593, 1.1192, 1.11958, 0.99291, 1.01575, 1.11062, 1.01785,,30, 0,-0.0119004, 0.133765, 0.0233583, 0.00363431, 0.177138, 0.197387, 0.106501, 0.106809,-0.00714097, 0.0155047, 0.0995993, 0.0175381
total_lx_mmx64_BA, 13976.1,,31, 92.9158, 94.123, 81.3032, 93.7591, 92.3639, 76.7769, 74.962, 83.2372, 83.3947, 93.8555, 92.1599, 84.3984, 91.8329,,31, 1, 0.987175, 1.14283, 0.991006, 1.00598, 1.21021, 1.23951, 1.11628, 1.11417, 0.989989, 1.0082, 1.10092, 1.01179,,31, 0,-0.012992, 0.124981,-0.00907568, 0.00594047, 0.173694, 0.193227, 0.104165, 0.102471,-0.0101126, 0.00813544, 0.0916681, 0.0116547
ratio_local, 1,,32, 93.1457, 94.1729, 76.7083, 93.1003, 92.7326, 72.5067, 70.7891, 78.9531, 78.9344, 88.423, 87.6178, 80.046, 87.4242,,32, 1, 0.989093, 1.21428, 1.00049, 1.00446, 1.28465, 1.31582, 1.17976, 1.18004, 1.05341, 1.06309, 1.16365, 1.06545,,32, 0,-0.0110272, 0.17647, 0.000487941, 0.00443553, 0.221578, 0.240018, 0.15237, 0.152571, 0.0507021, 0.0593469, 0.140637, 0.0614256
ratio_i386, 0.990378,,33, 93.7162, 94.5859, 80.8368, 94.8057, 93.0381, 76.5291, 74.5383, 83.1649, 83.2387, 92.475, 91.6034, 83.9798, 91.3054,,33, 1, 0.990805, 1.15932, 0.988508, 1.00729, 1.22458, 1.25729, 1.12687, 1.12587, 1.01342, 1.02306, 1.11594, 1.0264,,33, 0,-0.0092808, 0.137429,-0.0116258, 0.00723565, 0.183394, 0.204638, 0.112588, 0.1118, 0.0132443, 0.0225442, 0.103892, 0.0257246
ratio_i586, 0.561602,,34, 94.5003, 94.7342, 81.6641, 91.5983, 93.3344, 77.9006, 75.5003, 84.1501, 83.9502, 93.1509, 92.8392, 85.3388, 92.6018,,34, 1, 0.997531, 1.15718, 1.03168, 1.01249, 1.21309, 1.25165, 1.123, 1.12567, 1.01449, 1.01789, 1.10735, 1.0205,,34, 0,-0.00247471, 0.135832, 0.0307084, 0.0123376, 0.175657, 0.201058, 0.109525, 0.111641, 0.0142797, 0.0175774, 0.0969466, 0.0200902
ratio_i686, 0.973538,,35, 94.1792, 95.184, 83.0265, 95.2594, 93.6806, 78.3477, 76.5809, 85.2375, 85.2259, 94.2371, 94.1649, 86.1531, 93.5893,,35, 1, 0.989444, 1.13433, 0.988661, 1.00532, 1.20207, 1.2298, 1.1049, 1.10505, 0.999386, 1.00015, 1.09316, 1.0063,,35, 0,-0.0106688, 0.11842,-0.0114695, 0.00529388, 0.168099, 0.18686, 0.0949433, 0.0950659,-0.000614584, 0.00015175, 0.0852215, 0.00626381
ratio_i686fix, 0.99802,,36, 94.4659, 95.4754, 151.109, 94.4549, 93.7253, 74.028, 71.8682, 80.4381, 80.8927, 92.8015, 89.4272, 81.983, 88.9814,,36, 1, 0.989428, 0.625149, 1.00012, 1.0079, 1.27608, 1.31443, 1.17439, 1.16779, 1.01794, 1.05634, 1.15226, 1.06164,,36, 0,-0.0106854,-0.599617, 0.000116722, 0.00784018, 0.216353, 0.239215, 0.148497, 0.143684, 0.0176191, 0.0533393, 0.132143, 0.058058
ratio_lx_zan, 1.15246,,37, 94.7597, 95.6964, 152.282, 96.3146, 94.5562, 77.9972, 76.1012, 84.3709, 84.3348, 97.088, 93.266, 85.4742, 92.9702,,37, 1, 0.990212, 0.622266, 0.983856, 1.00215, 1.21491, 1.24518, 1.12313, 1.12361, 0.976019, 1.01601, 1.10863, 1.01925,,37, 0,-0.009885,-0.607031,-0.0164091, 0.00214702, 0.176894, 0.196903, 0.109632, 0.110014,-0.0245707, 0.0157625, 0.097989, 0.0188841
ratio_lx_simp, 1.17945,,38, 95.1016, 96.1852, 153.315, 93.0246, 94.3755, 79.348, 77.2095, 85.6287, 85.8606, 97.8143, 94.334, 86.5492, 94.0086,,38, 1, 0.988734, 0.6203, 1.02233, 1.00769, 1.19854, 1.23173, 1.11063, 1.10763, 0.972267, 1.00814, 1.09882, 1.01163,,38, 0,-0.0113939,-0.612123, 0.0218391, 0.00763456, 0.16565, 0.188137, 0.0996079, 0.0971691,-0.0285244, 0.00807144, 0.0899291, 0.0114928
ratio_lx_hyb, 1.06198,,39, 95.2255, 96.3714, 154.071, 96.4844, 94.7669, 79.8925, 78.015, 86.5845, 86.6251, 98.8645, 95.7017, 87.5527, 95.0462,,39, 1, 0.98811, 0.618061, 0.986952, 1.00484, 1.19192, 1.2206, 1.0998, 1.09928, 0.963192, 0.995024, 1.08764, 1.00189,,39, 0,-0.0120333,-0.617962,-0.0132207, 0.00481601, 0.161018, 0.180734, 0.0907422, 0.0903166,-0.0382148,-0.00500112, 0.0805755, 0.00188241
ratio_lx_hyb_BA, 1.04271,,40, 95.4815, 96.7995, 154.75, 95.923, 94.9263, 75.7854, 73.8325, 82.1178, 82.529, 94.2962, 90.7247, 82.9534, 90.6181,,40, 1, 0.986384, 0.617003, 0.995397, 1.00585, 1.25989, 1.29322, 1.16274, 1.15694, 1.01257, 1.05243, 1.15103, 1.05367,,40, 0,-0.0138036,-0.620738,-0.00462409, 0.00581402, 0.206282, 0.226734, 0.139961, 0.135654, 0.0124136, 0.049819, 0.131209, 0.0509357
ratio_lx_mmx, 0.85929,,41, 95.9541, 97.0242, 155.402, 97.6471, 95.3471, 79.6671, 77.2351, 85.8399, 85.994, 98.5939, 95.1232, 86.7146, 94.8015,,41, 1, 0.988971, 0.617459, 0.982661, 1.00637, 1.20444, 1.24236, 1.11783, 1.11582, 0.973226, 1.00874, 1.10655, 1.01216,,41, 0,-0.0111523,-0.61954,-0.0176444, 0.00632573, 0.169737, 0.195083, 0.105407, 0.103801,-0.0275109, 0.00865968, 0.0962908, 0.012012
ratio_lx_mmx64, 0.933986,,42, 96.3592, 97.6026, 155.99, 94.7192, 95.4971, 80.79, 79.006, 86.8962, 87.0496, 99.6459, 96.047, 87.8726, 95.637,,42, 1, 0.98726, 0.617728, 1.01731, 1.00903, 1.19271, 1.21964, 1.1089, 1.10695, 0.967017, 1.00325, 1.09658, 1.00755,,42, 0,-0.012904,-0.618836, 0.0170196, 0.00894652, 0.161575, 0.180089, 0.0982059, 0.0966139,-0.0341084, 0.00323998, 0.0880724, 0.00749497
ratio_lx_mmx64simp, 1.04377,,43, 96.3874, 97.3468, 156.14, 97.7252, 95.8604, 81.6749, 79.6898, 87.7255, 88.1756, 100.415, 96.947, 88.9182, 96.5638,,43, 1, 0.990145, 0.617313, 0.986311, 1.0055, 1.18013, 1.20953, 1.09874, 1.09313, 0.95989, 0.994228, 1.084, 0.998174,,43, 0,-0.0099532,-0.619924,-0.0138795, 0.00546715, 0.152639, 0.173234, 0.089865, 0.0851959,-0.0417865,-0.00580599, 0.0774912,-0.00182983
ratio_lx_mmx64_BA, 0.931316,,44, 96.8746, 97.8395, 156.548, 97.3364, 96.0948, 77.072, 74.9576, 83.2587, 83.3955, 95.973, 92.3105, 84.6, 91.8197,,44, 1, 0.990139, 0.618817, 0.995256, 1.00812, 1.25694, 1.29239, 1.16354, 1.16163, 1.00939, 1.04944, 1.14509, 1.05505,,44, 0,-0.00995959,-0.615987,-0.00476689, 0.0080501, 0.204415, 0.226241, 0.140552, 0.13914, 0.00930678, 0.0471138, 0.126706, 0.0521797
,,,45, 96.7662, 98.0092, 157.115, 98.9635, 96.3398, 80.8655, 79.3982, 87.4165, 87.5342, 100.049, 96.0223, 88.4344, 95.9234,,45, 1, 0.987318, 0.615893, 0.977797, 1.00443, 1.19663, 1.21875, 1.10696, 1.10547, 0.967192, 1.00775, 1.09421, 1.00879,,45, 0,-0.0128452,-0.62366,-0.0227073, 0.00440663, 0.164321, 0.179484, 0.0966216, 0.0954056,-0.0339204, 0.00768789, 0.0861026, 0.00870939
,,,46, 97.6356, 98.6586, 157.642, 96.1478, 96.7068, 81.551, 80.0093, 88.6969, 88.6693, 100.72, 96.8841, 89.8403, 96.6156,,46, 1, 0.989631, 0.619349, 1.01547, 1.0096, 1.19723, 1.2203, 1.10078, 1.10112, 0.969374, 1.00776, 1.08677, 1.01056,,46, 0,-0.0104772,-0.614598, 0.0152384, 0.00951293, 0.164741, 0.180532, 0.0915517, 0.0918349,-0.0315933, 0.00769727, 0.0798411, 0.010447
,,,47, 97.6314, 98.5197, 157.912, 99.0905, 96.9165, 82.7111, 80.8677, 89.4991, 89.3138, 101.622, 98.2141, 90.5645, 97.9099,,47, 1, 0.990984, 0.618263, 0.985275, 1.00738, 1.18039, 1.2073, 1.09086, 1.09313, 0.960732, 0.994067, 1.07803, 0.997155,,47, 0,-0.00909846,-0.617435,-0.0149454, 0.00732266, 0.152822, 0.171704, 0.0832961, 0.0851939,-0.0408731,-0.00596817, 0.072383,-0.00285301
,,,48, 97.8134, 99.145, 158.895, 98.8251, 97.4429, 78.1749, 76.7023, 85.1315, 85.2474, 97.2055, 93.7571, 86.2724, 93.4321,,48, 1, 0.986569, 0.615587, 0.989764, 1.0038, 1.25121, 1.27523, 1.14897, 1.14741, 1.00625, 1.04326, 1.13377, 1.04689,,48, 0,-0.0136136,-0.624465,-0.0103423, 0.00378851, 0.200776, 0.21583, 0.129654, 0.12847, 0.00621523, 0.0414705, 0.11799, 0.0447927
,,,49, 98.0617, 99.2119, 159.385, 100.311, 97.3493, 82.7366, 80.401, 88.7683, 89.1832, 101.298, 98.1853, 90.1159, 97.6654,,49, 1, 0.988406, 0.615251, 0.977574, 1.00732, 1.18523, 1.21966, 1.10469, 1.09955, 0.968048, 0.998742, 1.08817, 1.00406,,49, 0,-0.0117297,-0.625353,-0.0229402, 0.00726534, 0.15628, 0.180098, 0.0947715, 0.0905404,-0.0330065,-0.00125998, 0.081029, 0.00404184
,,,50, 98.976, 99.4114, 159.529, 97.391, 98.0089, 83.7238, 81.5621, 89.513, 90.18, 102.128, 98.7376, 91.129, 98.5088,,50, 1, 0.995621, 0.620428, 1.01628, 1.00987, 1.18217, 1.2135, 1.10572, 1.09754, 0.969141, 1.00241, 1.08611, 1.00474,,50, 0,-0.00439818,-0.611789, 0.0160149, 0.00977198, 0.1541, 0.175941, 0.095609, 0.08887,-0.0318412, 0.00240869, 0.0792822, 0.00472042
,,,51, 98.6185, 100.159, 160.326, 100.509, 97.8368, 84.6402, 82.7301, 91.2476, 91.027, 103.037, 99.6481, 91.8418, 99.5899,,51, 1, 0.984621, 0.615111, 0.98119, 1.00799, 1.16515, 1.19205, 1.08078, 1.0834, 0.957113, 0.989668, 1.07379, 0.990246,,51, 0,-0.0156191,-0.625723,-0.0191706, 0.00792693, 0.141741, 0.16111, 0.0747415, 0.0769781,-0.0448086,-0.0104401, 0.0687163,-0.00985037
,,,52, 99.1473, 100.161, 160.846, 100.144, 98.4971, 79.7614, 78.1346, 86.4333, 86.5436, 98.6163, 95.4048, 87.5878, 94.9909,,52, 1, 0.989875, 0.61641, 0.990048, 1.0066, 1.24305, 1.26893, 1.1471, 1.14563, 1.00538, 1.03923, 1.13198, 1.04375,,52, 0,-0.0102287,-0.622297,-0.0100521, 0.00655741, 0.195526, 0.211934, 0.128233, 0.12712, 0.0053557, 0.0377463, 0.116589, 0.0419207
