name,ptest -- memcmp,ticks,bytes,local,i386,i686,lxCond,lxDw,compare,bytes,local,i386,i686,lxCond,lxDw,compare (%),bytes,local,i386,i686,lxCond,lxDw
,,,98, 561.284, 548.563, 419.403, 545.612, 395.97,,98, 1, 1.02319, 1.33829, 1.02872, 1.41749,,98, 0, 0.0226626, 0.25278, 0.0279218, 0.294528
,,,99, 562.83, 549.426, 420.442, 559.494, 398.029,,99, 1, 1.0244, 1.33866, 1.00596, 1.41404,,99, 0, 0.0238145, 0.252986, 0.00592714, 0.292808
,,,100, 563.248, 561.576, 418.201, 560.538, 387.087,,100, 1, 1.00298, 1.34684, 1.00483, 1.4551,,100, 0, 0.00296868, 0.257519, 0.00481149, 0.31276
,,,101, 564.766, 562.651, 419.736, 562.385, 394.625,,101, 1, 1.00376, 1.34553, 1.00423, 1.43114,,101, 0, 0.00374464, 0.256796, 0.00421581, 0.301259
,,,102, 564.929, 563.552, 421.433, 562.974, 396.572,,102, 1, 1.00244, 1.34049, 1.00347, 1.42453,,102, 0, 0.00243635, 0.254006, 0.00346026, 0.298014
,,,103, 565.333, 564.679, 422.596, 564.547, 397.807,,103, 1, 1.00116, 1.33776, 1.00139, 1.42112,,103, 0, 0.00115709, 0.252483, 0.00139003, 0.296331
,,,104, 567.831, 565.504, 421.061, 564.912, 395.34,,104, 1, 1.00411, 1.34857, 1.00517, 1.43631,,104, 0, 0.00409781, 0.258475, 0.0051413, 0.303771
,,,105, 566.688, 567.033, 421.602, 566.451, 397.995,,105, 1, 0.999392, 1.34413, 1.00042, 1.42386,,105, 0,-0.000607888, 0.256024, 0.0004188, 0.297683
,,,106, 569.978, 568.768, 423.053, 567.475, 399.822,,106, 1, 1.00213, 1.3473, 1.00441, 1.42558,,106, 0, 0.00212191, 0.257772, 0.00439081, 0.298531
,,,107, 570.903, 569.969, 424.474, 568.751, 400.895,,107, 1, 1.00164, 1.34497, 1.00378, 1.42407,,107, 0, 0.00163538, 0.256486, 0.00376953, 0.297788
,,,108, 571.395, 570.513, 422.678, 568.663, 397.556,,108, 1, 1.00155, 1.35184, 1.00481, 1.43727,,108, 0, 0.00154532, 0.26027, 0.00478236, 0.304236
,,,109, 570.404, 570.865, 424.424, 570.372, 400.051,,109, 1, 0.999193, 1.34395, 1.00006, 1.42583,,109, 0,-0.000807706, 0.255924, 5.58539e-05, 0.298653
,,,110, 573.625, 572.641, 425.36, 570.909, 401.026,,110, 1, 1.00172, 1.34856, 1.00476, 1.43039,,110, 0, 0.00171642, 0.258471, 0.00473559, 0.300892
,,,111, 584.981, 573.478, 425.972, 572.093, 402.759,,111, 1, 1.02006, 1.37328, 1.02253, 1.45243,,111, 0, 0.0196629, 0.271818, 0.0220315, 0.3115
,,,112, 585.424, 574.416, 424.663, 572.94, 399.309,,112, 1, 1.01916, 1.37856, 1.02179, 1.46609,,112, 0, 0.0188024, 0.274605, 0.0213246, 0.317915
,,,113, 597.839, 595.86, 426.756, 586.735, 401.727,,113, 1, 1.00332, 1.40089, 1.01893, 1.48817,,113, 0, 0.00331007, 0.28617, 0.0185739, 0.328036
,,,114, 587.981, 599.485, 427.142, 588.283, 402.618,,114, 1, 0.980811, 1.37655, 0.999486, 1.46039,,114, 0,-0.0195645, 0.273545,-0.000513775, 0.315253
,,,115, 606.021, 587.44, 428, 588.426, 404.247,,115, 1, 1.03163, 1.41594, 1.0299, 1.49913,,115, 0, 0.0306595, 0.293754, 0.0290327, 0.332949
,,,116, 589.554, 604.598, 426.59, 589.96, 400.876,,116, 1, 0.975118, 1.38202, 0.999313, 1.47066,,116, 0,-0.0255173, 0.276419,-0.000687641, 0.320035
,,,117, 600.193, 588.623, 427.406, 591.289, 403.208,,117, 1, 1.01965, 1.40427, 1.01506, 1.48854,,117, 0, 0.0192761, 0.287885, 0.0148354, 0.328202
,,,118, 590.896, 593.262, 429.277, 591.786, 404.48,,118, 1, 0.996012, 1.37649, 0.998496, 1.46088,,118, 0,-0.00400434, 0.273515,-0.00150636, 0.31548
,,,119, 602.755, 590.916, 429.49, 592.864, 405.798,,119, 1, 1.02004, 1.40342, 1.01668, 1.48536,,119, 0, 0.0196418, 0.287456, 0.0164099, 0.326762
,,,120, 593.398, 589.17, 428.493, 593.194, 403.022,,120, 1, 1.00718, 1.38485, 1.00034, 1.47237,,120, 0, 0.00712431, 0.2779, 0.000343095, 0.320824
,,,121, 593.611, 593.262, 429.231, 593.702, 404.838,,121, 1, 1.00059, 1.38297, 0.999846, 1.46629,,121, 0, 0.00058906, 0.276916,-0.00015355, 0.318008
,,,122, 594.459, 593.677, 430.432, 595.306, 405.992,,122, 1, 1.00132, 1.38107, 0.998578, 1.46422,,122, 0, 0.0013159, 0.275926,-0.00142404, 0.31704
,,,123, 594.764, 594.253, 431.751, 595.822, 406.726,,123, 1, 1.00086, 1.37756, 0.998224, 1.46232,,123, 0, 0.000858296, 0.27408,-0.00177875, 0.316155
,,,124, 604.589, 593.591, 430.26, 596.821, 404.646,,124, 1, 1.01853, 1.40517, 1.01302, 1.49412,,124, 0, 0.0181905, 0.288343, 0.012849, 0.330708
,,,125, 612.77, 607.341, 431.414, 596.482, 405.868,,125, 1, 1.00894, 1.42038, 1.02731, 1.50978,,125, 0, 0.00886053, 0.295961, 0.0265817, 0.337651
,,,126, 612.825, 611.025, 431.411, 597.541, 407.241,,126, 1, 1.00295, 1.42051, 1.02558, 1.50482,,126, 0, 0.00293676, 0.296029, 0.0249394, 0.335469
,,,127, 614.368, 611.517, 432.5, 610.044, 407.822,,127, 1, 1.00466, 1.4205, 1.00709, 1.50646,,127, 0, 0.00464142, 0.296024, 0.00703881, 0.336193
,,,128, 614.829, 605.922, 425.731, 610.371, 405.712,,128, 1, 1.0147, 1.44417, 1.0073, 1.51543,,128, 0, 0.0144857, 0.307561, 0.00725011, 0.340122

