name,ptest -- strcpy,ticks,bytes,local,lx_r3,lx_5a,lx_5a_r,compare,bytes,local,lx_r3,lx_5a,lx_5a_r,compare (%),bytes,local,lx_r3,lx_5a,lx_5a_r
,,,28, 262.541, 195.812, 190.496, 193.445,,28, 1, 1.34078, 1.3782, 1.35719,,28, 0, 0.254168, 0.274416, 0.263183
,,,29, 268.777, 201.69, 213.647, 200.284,,29, 1, 1.33263, 1.25804, 1.34198,,29, 0, 0.249602, 0.205115, 0.254833
,,,30, 274.867, 206.724, 219.734, 206.345,,30, 1, 1.32963, 1.25091, 1.33207,,30, 0, 0.247914, 0.200582, 0.249291
,,,31, 274.891, 204.269, 219.848, 203.876,,31, 1, 1.34573, 1.25037, 1.34833,,31, 0, 0.256908, 0.200237, 0.258339
,,,32, 310.991, 209.435, 207.848, 207.467,,32, 1, 1.48491, 1.49624, 1.49899,,32, 0, 0.326557, 0.331658, 0.332884
,,,33, 317.468, 214.944, 230.71, 213.146,,33, 1, 1.47698, 1.37605, 1.48944,,33, 0, 0.322944, 0.27328, 0.328607
,,,34, 323.312, 220.034, 237.05, 219.527,,34, 1, 1.46937, 1.3639, 1.47277,,34, 0, 0.319437, 0.266806, 0.321006
,,,35, 329.391, 223.681, 246.229, 222.728,,35, 1, 1.47259, 1.33774, 1.4789,,35, 0, 0.320926, 0.252473, 0.32382
,,,36, 335.449, 223.095, 216.918, 220.824,,36, 1, 1.50361, 1.54643, 1.51908,,36, 0, 0.334935, 0.353349, 0.341707
,,,37, 341.09, 228.786, 243.375, 227.244,,37, 1, 1.49087, 1.4015, 1.50098,,37, 0, 0.329251, 0.286477, 0.333769
,,,38, 347.048, 233.952, 249.644, 233.253,,38, 1, 1.48342, 1.39017, 1.48786,,38, 0, 0.325881, 0.280664, 0.327896
,,,39, 353.134, 237.536, 254.16, 236.707,,39, 1, 1.48665, 1.38942, 1.49186,,39, 0, 0.327348, 0.280273, 0.329697
,,,40, 360.509, 236.748, 233.088, 234.848,,40, 1, 1.52275, 1.54666, 1.53507,,40, 0, 0.343295, 0.353446, 0.348563
,,,41, 366.094, 242.834, 259.459, 241.189,,41, 1, 1.50759, 1.41099, 1.51787,,41, 0, 0.336688, 0.291277, 0.341183
,,,42, 372.038, 247.967, 267.248, 247.322,,42, 1, 1.50035, 1.39211, 1.50427,,42, 0, 0.33349, 0.281664, 0.335224
,,,43, 378.013, 251.744, 274.888, 250.659,,43, 1, 1.50158, 1.37515, 1.50808,,43, 0, 0.334034, 0.272808, 0.336903
,,,44, 384.183, 254.657, 249.868, 252.919,,44, 1, 1.50863, 1.53755, 1.519,,44, 0, 0.337148, 0.349613, 0.341671
,,,45, 390.079, 260.599, 273.364, 259.672,,45, 1, 1.49685, 1.42696, 1.5022,,45, 0, 0.331933, 0.299209, 0.334308
,,,46, 396.046, 267.253, 279.202, 266.371,,46, 1, 1.48191, 1.41849, 1.48682,,46, 0, 0.325197, 0.295027, 0.327424
,,,47, 402.272, 270.447, 284.677, 269.928,,47, 1, 1.48744, 1.41308, 1.4903,,47, 0, 0.327702, 0.292326, 0.328992
,,,48, 408.076, 262.729, 263.061, 260.986,,48, 1, 1.55322, 1.55126, 1.56359,,48, 0, 0.356175, 0.355363, 0.360447
,,,49, 414.486, 270.999, 286.674, 270.027,,49, 1, 1.52947, 1.44584, 1.53498,,49, 0, 0.34618, 0.308362, 0.348525
,,,50, 420.328, 276.529, 293.007, 275.664,,50, 1, 1.52001, 1.43453, 1.52478,,50, 0, 0.342111, 0.302907, 0.344168
,,,51, 426.451, 280.734, 298.877, 280.274,,51, 1, 1.51905, 1.42685, 1.52155,,51, 0, 0.341696, 0.299153, 0.342775
,,,52, 432.006, 283.616, 278.698, 281.542,,52, 1, 1.52321, 1.55009, 1.53443,,52, 0, 0.34349, 0.354874, 0.348292
,,,53, 438.165, 289.174, 301.239, 288.117,,53, 1, 1.51523, 1.45454, 1.52079,,53, 0, 0.340035, 0.312499, 0.342447
,,,54, 444.129, 295.09, 307.134, 294.337,,54, 1, 1.50506, 1.44604, 1.50891,,54, 0, 0.335576, 0.308458, 0.337272
,,,55, 450.459, 298.836, 313.254, 298.236,,55, 1, 1.50738, 1.438, 1.51041,,55, 0, 0.336597, 0.304591, 0.337929
,,,56, 456.447, 295.166, 291.92, 293.907,,56, 1, 1.54641, 1.56361, 1.55303,,56, 0, 0.35334, 0.360453, 0.356099
,,,57, 462.239, 301.887, 315.316, 300.667,,57, 1, 1.53117, 1.46596, 1.53738,,57, 0, 0.346903, 0.317851, 0.349541
,,,58, 467.817, 307.13, 320.929, 306.573,,58, 1, 1.52319, 1.4577, 1.52596,,58, 0, 0.343482, 0.313986, 0.344673
,,,59, 474.126, 311.124, 327.03, 310.306,,59, 1, 1.52391, 1.44979, 1.52793,,59, 0, 0.343795, 0.310247, 0.34552
,,,60, 480.213, 309.876, 305.915, 307.901,,60, 1, 1.5497, 1.56976, 1.55964,,60, 0, 0.354713, 0.36296, 0.358825
,,,61, 486.09, 315.742, 329.03, 314.473,,61, 1, 1.53952, 1.47734, 1.54573,,61, 0, 0.350446, 0.323109, 0.353056
,,,62, 492.139, 321.515, 334.787, 320.481,,62, 1, 1.53069, 1.47001, 1.53563,,62, 0, 0.346699, 0.319731, 0.3488
,,,63, 492.17, 318.816, 334.748, 317.814,,63, 1, 1.54374, 1.47027, 1.54861,,63, 0, 0.352223, 0.319854, 0.35426
,,,64, 529.132, 323.942, 323.406, 322.083,,64, 1, 1.63342, 1.63612, 1.64284,,64, 0, 0.387786, 0.388798, 0.391299
,,,65, 535.342, 329.152, 345.874, 327.583,,65, 1, 1.62643, 1.5478, 1.63422,,65, 0, 0.385155, 0.35392, 0.388086
,,,66, 541.71, 334.686, 352.146, 334.128,,66, 1, 1.61856, 1.53831, 1.62127,,66, 0, 0.382168, 0.349936, 0.383198
,,,67, 547.769, 338.21, 362.091, 337.572,,67, 1, 1.61961, 1.5128, 1.62267,,67, 0, 0.382568, 0.338972, 0.383732
,,,68, 553.34, 337.541, 332.12, 335.557,,68, 1, 1.63933, 1.66608, 1.64902,,68, 0, 0.389994, 0.39979, 0.393579
,,,69, 559.391, 343.028, 359.635, 342.057,,69, 1, 1.63074, 1.55544, 1.63538,,69, 0, 0.386783, 0.357096, 0.38852
,,,70, 565.602, 348.524, 364.382, 347.58,,70, 1, 1.62285, 1.55222, 1.62725,,70, 0, 0.383799, 0.355762, 0.385468
,,,71, 571.386, 351.952, 369.794, 351.062,,71, 1, 1.62348, 1.54515, 1.6276,,71, 0, 0.384039, 0.352813, 0.385597
,,,72, 578.468, 351.385, 348.716, 349.429,,72, 1, 1.64625, 1.65885, 1.65547,,72, 0, 0.39256, 0.397174, 0.395941
,,,73, 584.575, 357.18, 375.792, 355.631,,73, 1, 1.63664, 1.55558, 1.64377,,73, 0, 0.388992, 0.357153, 0.391642
,,,74, 590.237, 362.308, 383.169, 361.615,,74, 1, 1.62911, 1.54041, 1.63222,,74, 0, 0.386166, 0.350821, 0.387339
,,,75, 596.217, 366.348, 390.399, 364.948,,75, 1, 1.62746, 1.5272, 1.6337,,75, 0, 0.385546, 0.345207, 0.387894
,,,76, 602.499, 369.701, 365.207, 368.203,,76, 1, 1.62969, 1.64975, 1.63632,,76, 0, 0.386387, 0.393847, 0.388873
,,,77, 608.519, 375.477, 388.136, 374.296,,77, 1, 1.62066, 1.5678, 1.62577,,77, 0, 0.382967, 0.362163, 0.384906
,,,78, 614.348, 382.121, 393.943, 381.24,,78, 1, 1.60773, 1.55948, 1.61145,,78, 0, 0.378006, 0.358762, 0.37944
,,,79, 620.234, 385.472, 399.947, 384.381,,79, 1, 1.60903, 1.55079, 1.61359,,79, 0, 0.378506, 0.355168, 0.380265
,,,80, 626.338, 377.334, 377.21, 375.328,,80, 1, 1.65991, 1.66045, 1.66878,,80, 0, 0.397556, 0.397753, 0.400759
,,,81, 632.528, 385.811, 401.609, 384.641,,81, 1, 1.63948, 1.57498, 1.64446,,81, 0, 0.39005, 0.365073, 0.391899
,,,82, 638.641, 391.499, 408.186, 390.276,,82, 1, 1.63127, 1.56458, 1.63638,,82, 0, 0.386982, 0.360853, 0.388896
,,,83, 644.509, 395.412, 413.921, 394.973,,83, 1, 1.62997, 1.55708, 1.63178,,83, 0, 0.386491, 0.357772, 0.387172
,,,84, 650.469, 398.321, 393.998, 396.358,,84, 1, 1.63303, 1.65094, 1.64112,,84, 0, 0.38764, 0.394286, 0.390658
,,,85, 656.05, 403.902, 416.332, 402.733,,85, 1, 1.62428, 1.57578, 1.62899,,85, 0, 0.384342, 0.365395, 0.386124
,,,86, 662.667, 410.173, 421.941, 409.189,,86, 1, 1.61558, 1.57052, 1.61947,,86, 0, 0.381027, 0.363268, 0.382512
,,,87, 668.579, 413.514, 427.968, 412.971,,87, 1, 1.61682, 1.56222, 1.61895,,87, 0, 0.381504, 0.359884, 0.382316
,,,88, 674.631, 410.078, 407.035, 409.312,,88, 1, 1.64513, 1.65743, 1.64821,,88, 0, 0.392145, 0.396655, 0.393281
,,,89, 680.266, 416.512, 429.601, 415.373,,89, 1, 1.63325, 1.58348, 1.63772,,89, 0, 0.387722, 0.368481, 0.389396
,,,90, 686.281, 421.945, 435.448, 421.44,,90, 1, 1.62647, 1.57604, 1.62842,,90, 0, 0.385171, 0.365497, 0.385908
,,,91, 692.307, 425.336, 441.7, 424.444,,91, 1, 1.62767, 1.56737, 1.63109,,91, 0, 0.385625, 0.361987, 0.386914
,,,92, 698.584, 424.435, 420.22, 422.948,,92, 1, 1.64591, 1.66242, 1.6517,,92, 0, 0.392434, 0.398469, 0.394564
,,,93, 704.404, 430.566, 443.077, 429.359,,93, 1, 1.636, 1.5898, 1.6406,,93, 0, 0.388752, 0.370991, 0.390465
,,,94, 710.432, 436.173, 449.264, 435.362,,94, 1, 1.62879, 1.58133, 1.63182,,94, 0, 0.386046, 0.367619, 0.387187
,,,95, 710.385, 433.291, 448.757, 432.726,,95, 1, 1.63951, 1.58301, 1.64165,,95, 0, 0.390061, 0.36829, 0.390857
,,,96, 747.622, 438.771, 440.595, 437.107,,96, 1, 1.7039, 1.69685, 1.71039,,96, 0, 0.413111, 0.410672, 0.415337
,,,97, 754.491, 444.693, 462.198, 442.676,,97, 1, 1.69666, 1.6324, 1.70439,,97, 0, 0.410606, 0.387404, 0.413279
,,,98, 760.51, 450.385, 468.229, 449.018,,98, 1, 1.68858, 1.62423, 1.69372,,98, 0, 0.407785, 0.384323, 0.409583
,,,99, 766.323, 453.336, 478.906, 452.534,,99, 1, 1.69041, 1.60015, 1.6934,,99, 0, 0.408427, 0.37506, 0.409473
,,,100, 772.28, 452.837, 448.875, 450.847,,100, 1, 1.70543, 1.72048, 1.71295,,100, 0, 0.413636, 0.418766, 0.416213
,,,101, 777.988, 458.376, 475.441, 456.7,,101, 1, 1.69727, 1.63635, 1.7035,,101, 0, 0.410818, 0.388883, 0.412972
,,,102, 784.443, 463.48, 480.887, 462.893,,102, 1, 1.6925, 1.63124, 1.69465,,102, 0, 0.40916, 0.38697, 0.409908
,,,103, 789.975, 467.1, 486.11, 466.425,,103, 1, 1.69123, 1.62509, 1.69368,,103, 0, 0.408715, 0.384651, 0.40957
,,,104, 796.931, 466.382, 464.732, 464.351,,104, 1, 1.70875, 1.71482, 1.71623,,104, 0, 0.414778, 0.416848, 0.417326
,,,105, 802.909, 472.163, 491.992, 470.574,,105, 1, 1.70049, 1.63195, 1.70623,,105, 0, 0.411935, 0.387238, 0.413913
,,,106, 808.84, 478.286, 498.669, 477.132,,106, 1, 1.69112, 1.622, 1.69521,,106, 0, 0.408677, 0.383476, 0.410104
,,,107, 814.614, 481.356, 505.34, 480.636,,107, 1, 1.69233, 1.61201, 1.69487,,107, 0, 0.409099, 0.379657, 0.409983
,,,108, 821.292, 485.743, 481.605, 483.925,,108, 1, 1.69079, 1.70532, 1.69715,,108, 0, 0.408562, 0.4136, 0.410775
,,,109, 827.51, 491.428, 503.2, 490.171,,109, 1, 1.68389, 1.6445, 1.68821,,109, 0, 0.406136, 0.391911, 0.407655
,,,110, 833.233, 497.984, 508.967, 497.044,,110, 1, 1.67321, 1.63711, 1.67638,,110, 0, 0.402348, 0.389166, 0.403475
,,,111, 839.172, 501.45, 514.944, 500.124,,111, 1, 1.67349, 1.62964, 1.67793,,111, 0, 0.402447, 0.386366, 0.404027
,,,112, 845, 493.08, 492.964, 491.188,,112, 1, 1.71372, 1.71412, 1.72032,,112, 0, 0.416473, 0.41661, 0.418713
,,,113, 851.02, 502.563, 516.337, 500.625,,113, 1, 1.69336, 1.64819, 1.69992,,113, 0, 0.409458, 0.393273, 0.411736
,,,114, 857.082, 507.791, 522.551, 506.945,,114, 1, 1.68786, 1.64019, 1.69068,,114, 0, 0.407535, 0.390314, 0.408523
,,,115, 862.861, 511.652, 528.524, 510.87,,115, 1, 1.68642, 1.63259, 1.689,,115, 0, 0.407029, 0.387475, 0.407935
,,,116, 869.132, 514.333, 509.304, 512.483,,116, 1, 1.68983, 1.70651, 1.69593,,116, 0, 0.408223, 0.414008, 0.410352
,,,117, 874.812, 519.942, 530.986, 518.632,,117, 1, 1.68252, 1.64752, 1.68677,,117, 0, 0.405653, 0.393028, 0.40715
,,,118, 881.837, 526.085, 536.959, 525.278,,118, 1, 1.67623, 1.64228, 1.6788,,118, 0, 0.403422, 0.39109, 0.404337
,,,119, 887.164, 529.515, 542.844, 528.768,,119, 1, 1.67543, 1.63429, 1.67779,,119, 0, 0.403137, 0.388113, 0.403979
,,,120, 893.549, 525.728, 522.004, 524.27,,120, 1, 1.69964, 1.71176, 1.70437,,120, 0, 0.41164, 0.415807, 0.413272
,,,121, 899.36, 531.821, 544.116, 530.955,,121, 1, 1.69109, 1.65288, 1.69385,,121, 0, 0.408667, 0.394997, 0.40963
,,,122, 904.984, 537.588, 550.606, 536.363,,122, 1, 1.68341, 1.64361, 1.68726,,122, 0, 0.405969, 0.391585, 0.407323
,,,123, 911.183, 541.172, 557.044, 541.01,,123, 1, 1.68372, 1.63575, 1.68423,,123, 0, 0.406078, 0.388658, 0.406255
,,,124, 917.121, 540.028, 535.329, 538.667,,124, 1, 1.69828, 1.71319, 1.70258,,124, 0, 0.41117, 0.416294, 0.412654
,,,125, 922.872, 546.214, 558.137, 544.43,,125, 1, 1.68958, 1.65349, 1.69512,,125, 0, 0.408137, 0.395217, 0.41007
,,,126, 928.995, 551.457, 564.005, 550.566,,126, 1, 1.68462, 1.64714, 1.68734,,126, 0, 0.406394, 0.392887, 0.407353
,,,127, 928.96, 549.405, 563.991, 548.1,,127, 1, 1.69085, 1.64712, 1.69487,,127, 0, 0.40858, 0.392878, 0.409985
,,,128, 966.364, 555.724, 556.892, 553.782,,128, 1, 1.73893, 1.73528, 1.74503,,128, 0, 0.424933, 0.423724, 0.426943

