name,ptest -- strlen,ticks,bytes,local,i486p,lxSimp,lxus,lx_5a_r2,compare,bytes,local,i486p,lxSimp,lxus,lx_5a_r2,compare (%),bytes,local,i486p,lxSimp,lxus,lx_5a_r2
,,,1059, 3923.03, 2693.67, 4778.31, 4020.75, 2651.25,,1059, 1, 1.45639, 0.821007, 0.975696, 1.47969,,1059, 0, 0.31337,-0.218016,-0.0249097, 0.324183
,,,1092, 4022.78, 2790.3, 4941.81, 4126.69, 2758.7,,1092, 1, 1.4417, 0.814029, 0.974821, 1.45821,,1092, 0, 0.306375,-0.228458,-0.0258297, 0.31423
,,,1125, 4157.15, 2873.39, 5085.19, 4252.84, 2836.59,,1125, 1, 1.44677, 0.817501, 0.977499, 1.46554,,1125, 0, 0.308807,-0.22324,-0.0230188, 0.31766
,,,1158, 4254.76, 2957.94, 5244.93, 4405.24, 2921.53,,1158, 1, 1.43842, 0.811213, 0.965841, 1.45635,,1158, 0, 0.304793,-0.232722,-0.0353667, 0.313351
,,,1191, 4359.02, 3018.91, 5383, 4527.53, 2999.27,,1191, 1, 1.44391, 0.809774, 0.962781, 1.45336,,1191, 0, 0.307434,-0.234912,-0.0386581, 0.31194
,,,1224, 4508.22, 3092.06, 5530.54, 4616.91, 3062.11,,1224, 1, 1.458, 0.815151, 0.976459, 1.47226,,1224, 0, 0.314128,-0.226767,-0.0241084, 0.320773
,,,1257, 4618.05, 3162.89, 5665.02, 4754.02, 3127.59,,1257, 1, 1.46007, 0.815186, 0.971399, 1.47655,,1257, 0, 0.315102,-0.226714,-0.0294429, 0.322746
,,,1290, 4727.89, 3277.81, 5848.96, 4854.98, 3223.33,,1290, 1, 1.44239, 0.80833, 0.973823, 1.46677,,1290, 0, 0.306707,-0.237118,-0.0268805, 0.318231
,,,1323, 4829.76, 3347.81, 5964.15, 4986.04, 3327.59,,1323, 1, 1.44266, 0.809799, 0.968657, 1.45143,,1323, 0, 0.306838,-0.234875,-0.0323575, 0.311024
,,,1356, 4981.1, 3421.25, 6104.44, 5115.08, 3400.87,,1356, 1, 1.45593, 0.81598, 0.973806, 1.46465,,1356, 0, 0.313153,-0.225521,-0.0268981, 0.317245
,,,1389, 5072.77, 3519.97, 6249.58, 5242.26, 3469.81,,1389, 1, 1.44114, 0.811698, 0.967668, 1.46197,,1389, 0, 0.306104,-0.231986,-0.0334119, 0.315993
,,,1422, 5201.6, 3579.62, 6389.3, 5342.53, 3554.13,,1422, 1, 1.45312, 0.81411, 0.973621, 1.46354,,1422, 0, 0.311823,-0.228335,-0.0270942, 0.316724
,,,1455, 5305.15, 3626.94, 6563.88, 5487.12, 3629.62,,1455, 1, 1.46271, 0.808233, 0.966837, 1.46162,,1455, 0, 0.316335,-0.237267,-0.0343005, 0.31583
,,,1488, 5389.03, 3725.85, 6660.81, 5596.67, 3674.71,,1488, 1, 1.44639, 0.809066, 0.962901, 1.46652,,1488, 0, 0.308624,-0.235994,-0.0385287, 0.318113
,,,1521, 5567.92, 3820.21, 6847.8, 5678.72, 3772.77,,1521, 1, 1.45749, 0.813096, 0.980488, 1.47582,,1521, 0, 0.313888,-0.229867,-0.0198999, 0.32241
,,,1554, 5672.37, 3920.68, 6983.7, 5809.9, 3879.35,,1554, 1, 1.44678, 0.81223, 0.976329, 1.4622,,1554, 0, 0.30881,-0.231178,-0.024245, 0.316098
,,,1587, 5768.43, 3991.95, 7145.99, 5940.38, 3953.43,,1587, 1, 1.44502, 0.807226, 0.971054, 1.45909,,1587, 0, 0.307966,-0.238811,-0.029809, 0.314643
,,,1620, 5878.81, 4065.99, 7296.06, 6079.85, 4028.8,,1620, 1, 1.44585, 0.805752, 0.966934, 1.4592,,1620, 0, 0.308366,-0.241076,-0.0341966, 0.314691
,,,1653, 6017.43, 4129.59, 7410.04, 6191.25, 4094.17,,1653, 1, 1.45715, 0.812065, 0.971925, 1.46976,,1653, 0, 0.313729,-0.231429,-0.0288862, 0.319615
,,,1686, 6136.92, 4245.38, 7572.71, 6340.79, 4168.8,,1686, 1, 1.44555, 0.810399, 0.967847, 1.47211,,1686, 0, 0.308223,-0.23396,-0.033221, 0.320701
,,,1719, 6256.56, 4302.15, 7693.37, 6457.15, 4245.46,,1719, 1, 1.45429, 0.813241, 0.968935, 1.47371,,1719, 0, 0.312377,-0.229648,-0.0320613, 0.321439
,,,1752, 6352.52, 4395.97, 7876.64, 6561.28, 4340.98,,1752, 1, 1.44508, 0.806501, 0.968183, 1.46338,,1752, 0, 0.307996,-0.239924,-0.0328626, 0.316652
,,,1785, 6481.94, 4489.76, 8008.41, 6664.43, 4435.82,,1785, 1, 1.44372, 0.809391, 0.972617, 1.46127,,1785, 0, 0.307343,-0.235496,-0.0281535, 0.315665
,,,1818, 6601.21, 4564.63, 8143.83, 6808.29, 4534.98,,1818, 1, 1.44617, 0.810578, 0.969584, 1.45562,,1818, 0, 0.308517,-0.233688,-0.0313707, 0.313008
,,,1851, 6712.67, 4613.32, 8304.51, 6904.11, 4588.94,,1851, 1, 1.45506, 0.808316, 0.972272, 1.46279,,1851, 0, 0.312744,-0.23714,-0.0285185, 0.316377
,,,1884, 6837.12, 4716.92, 8440.57, 7050.94, 4656.7,,1884, 1, 1.44949, 0.81003, 0.969675, 1.46823,,1884, 0, 0.310102,-0.234522,-0.0312738, 0.31891
,,,1917, 6948.73, 4779.28, 8596.43, 7149.78, 4745.34,,1917, 1, 1.45393, 0.808328, 0.97188, 1.46433,,1917, 0, 0.312209,-0.237122,-0.0289334, 0.317093
,,,1950, 7078.94, 4890.6, 8724.84, 7300.79, 4820.35,,1950, 1, 1.44746, 0.811355, 0.969613, 1.46855,,1950, 0, 0.309134,-0.232507,-0.0313397, 0.319057
,,,1983, 7164.11, 4954.07, 8904.9, 7404.8, 4910.57,,1983, 1, 1.44611, 0.804513, 0.967494, 1.45892,,1983, 0, 0.308488,-0.242988,-0.0335977, 0.314559
,,,2016, 7351.3, 5036.75, 9049.38, 7530.44, 4989.91,,2016, 1, 1.45953, 0.812355, 0.976212, 1.47323,,2016, 0, 0.314849,-0.230989,-0.0243679, 0.32122
,,,2049, 7480.69, 5119.11, 9213.25, 7653.3, 5071.91,,2049, 1, 1.46133, 0.811949, 0.977445, 1.47493,,2049, 0, 0.31569,-0.231605,-0.0230752, 0.322

