name,ptest -- strcpy,ticks,bytes,local,lx_r3,lx_5a,lx_5a_r,compare,bytes,local,lx_r3,lx_5a,lx_5a_r,compare (%),bytes,local,lx_r3,lx_5a,lx_5a_r
,,,38, 456.661, 272.333, 294.498, 264.429,,38, 1, 1.67685, 1.55064, 1.72697,,38, 0, 0.403643, 0.355106, 0.42095
,,,39, 463.189, 275.04, 307.474, 267.495,,39, 1, 1.68408, 1.50643, 1.73158,,39, 0, 0.406204, 0.33618, 0.422493
,,,40, 473.978, 279.159, 266.099, 272.586,,40, 1, 1.69788, 1.78121, 1.73882,,40, 0, 0.411029, 0.438584, 0.424897
,,,41, 480.615, 281.319, 296.256, 274.898,,41, 1, 1.70844, 1.6223, 1.74834,,41, 0, 0.414669, 0.383589, 0.428029
,,,42, 487.451, 289.599, 308.092, 281.876,,42, 1, 1.68319, 1.58216, 1.72931,,42, 0, 0.405892, 0.367952, 0.421734
,,,43, 494.26, 292.094, 323.075, 284.361,,43, 1, 1.69213, 1.52986, 1.73814,,43, 0, 0.409029, 0.346347, 0.424674
,,,44, 500.997, 292.14, 283.808, 285.369,,44, 1, 1.71492, 1.76527, 1.75561,,44, 0, 0.416882, 0.433513, 0.430398
,,,45, 508.517, 296.511, 307.49, 289.329,,45, 1, 1.715, 1.65377, 1.75757,,45, 0, 0.41691, 0.395321, 0.431034
,,,46, 515.466, 296.611, 322.879, 290.233,,46, 1, 1.73785, 1.59647, 1.77604,,46, 0, 0.424576, 0.373618, 0.436949
,,,47, 522.651, 300.543, 337.601, 294.314,,47, 1, 1.73902, 1.54813, 1.77583,,47, 0, 0.424964, 0.35406, 0.436882
,,,48, 529.4, 307.938, 295.739, 301.296,,48, 1, 1.71918, 1.79009, 1.75708,,48, 0, 0.418327, 0.441369, 0.430873
,,,49, 536.352, 311.24, 320.26, 304.944,,49, 1, 1.72327, 1.67474, 1.75885,,49, 0, 0.419709, 0.402892, 0.431448
,,,50, 543.715, 313.55, 334.887, 306.816,,50, 1, 1.73406, 1.62358, 1.77212,,50, 0, 0.423319, 0.384076, 0.435705
,,,51, 550.75, 317.327, 350.187, 309.954,,51, 1, 1.73559, 1.57273, 1.77688,,51, 0, 0.423827, 0.364164, 0.437215
,,,52, 557.842, 322.181, 310.089, 315.289,,52, 1, 1.73145, 1.79898, 1.7693,,52, 0, 0.42245, 0.444128, 0.434805
,,,53, 563.93, 328.4, 334.123, 322.031,,53, 1, 1.7172, 1.68779, 1.75117,,53, 0, 0.417658, 0.40751, 0.428952
,,,54, 571.385, 331.512, 349.126, 324.579,,54, 1, 1.72357, 1.63661, 1.76039,,54, 0, 0.41981, 0.388983, 0.431943
,,,55, 578.45, 333.643, 364.054, 326.905,,55, 1, 1.73374, 1.58891, 1.76948,,55, 0, 0.423212, 0.37064, 0.434861
,,,56, 585.69, 332.645, 324.132, 326.136,,56, 1, 1.76071, 1.80695, 1.79584,,56, 0, 0.432046, 0.446581, 0.443159
,,,57, 592.515, 334.184, 348.471, 328.165,,57, 1, 1.77302, 1.70033, 1.80554,,57, 0, 0.43599, 0.411877, 0.446149
,,,58, 599.229, 342.387, 363.485, 335.005,,58, 1, 1.75015, 1.64857, 1.78872,,58, 0, 0.428621, 0.393413, 0.44094
,,,59, 606.76, 345.315, 378.13, 337.843,,59, 1, 1.75712, 1.60463, 1.79598,,59, 0, 0.430886, 0.376805, 0.443201
,,,60, 613.677, 351.871, 337.38, 345.2,,60, 1, 1.74404, 1.81895, 1.77774,,60, 0, 0.426618, 0.450231, 0.437489
,,,61, 620.356, 355.938, 361.029, 348.957,,61, 1, 1.74287, 1.7183, 1.77774,,61, 0, 0.426235, 0.418028, 0.437489
,,,62, 627.679, 356.437, 375.876, 349.779,,62, 1, 1.76098, 1.66991, 1.7945,,62, 0, 0.432134, 0.401165, 0.442743
,,,63, 626.095, 350.779, 383.336, 344.165,,63, 1, 1.78487, 1.63328, 1.81917,,63, 0, 0.439736, 0.387736, 0.450299
,,,64, 696.714, 363.082, 348.421, 356.885,,64, 1, 1.91889, 1.99963, 1.95221,,64, 0, 0.478864, 0.499908, 0.48776
,,,65, 704.63, 365.522, 372.35, 359.592,,65, 1, 1.92774, 1.89239, 1.95953,,65, 0, 0.481257, 0.471567, 0.489673
,,,66, 711.164, 373.046, 394.616, 365.673,,66, 1, 1.90637, 1.80217, 1.94481,,66, 0, 0.475443, 0.445113, 0.485811
,,,67, 716.811, 375.924, 404.231, 368.478,,67, 1, 1.9068, 1.77327, 1.94533,,67, 0, 0.475561, 0.43607, 0.485948
,,,68, 723.022, 376.476, 360.758, 369.621,,68, 1, 1.9205, 2.00417, 1.95612,,68, 0, 0.479302, 0.501041, 0.488783
,,,69, 729.953, 378.767, 392.628, 372.505,,69, 1, 1.92718, 1.85915, 1.95958,,69, 0, 0.481107, 0.462119, 0.489686
,,,70, 736.537, 385.667, 404.146, 378.083,,70, 1, 1.90978, 1.82245, 1.94809,,70, 0, 0.476379, 0.451288, 0.486675
,,,71, 743.94, 388.121, 419.119, 380.376,,71, 1, 1.91677, 1.77501, 1.9558,,71, 0, 0.47829, 0.436622, 0.488701
,,,72, 753.725, 392.352, 376.842, 385.842,,72, 1, 1.92105, 2.00011, 1.95346,,72, 0, 0.47945, 0.500028, 0.488087
,,,73, 760.793, 394.603, 405.922, 388.417,,73, 1, 1.928, 1.87424, 1.9587,,73, 0, 0.481327, 0.466449, 0.489457
,,,74, 767.535, 403.31, 421.338, 395.014,,74, 1, 1.90309, 1.82166, 1.94306,,74, 0, 0.474539, 0.45105, 0.485347
,,,75, 775.307, 405.59, 436.164, 397.4,,75, 1, 1.91155, 1.77756, 1.95095,,75, 0, 0.476865, 0.43743, 0.487428
,,,76, 781.667, 405.819, 398.476, 399.034,,76, 1, 1.92615, 1.96164, 1.9589,,76, 0, 0.480829, 0.490223, 0.489508
,,,77, 788.586, 410.026, 421.664, 403.016,,77, 1, 1.92326, 1.87018, 1.95671,,77, 0, 0.48005, 0.465291, 0.488939
,,,78, 796.088, 410.016, 437.403, 403.684,,78, 1, 1.9416, 1.82003, 1.97206,,78, 0, 0.484962, 0.450559, 0.492916
,,,79, 803.003, 413.878, 451.621, 407.676,,79, 1, 1.94019, 1.77804, 1.96971,,79, 0, 0.484588, 0.437584, 0.49231
,,,80, 809.843, 421.364, 404.053, 414.454,,80, 1, 1.92195, 2.0043, 1.954,,80, 0, 0.479696, 0.501072, 0.488229
,,,81, 816.564, 424.762, 427.871, 417.995,,81, 1, 1.9224, 1.90843, 1.95353,,81, 0, 0.479818, 0.47601, 0.488105
,,,82, 824.015, 427.374, 443.571, 419.88,,82, 1, 1.92809, 1.85769, 1.9625,,82, 0, 0.481352, 0.461696, 0.490446
,,,83, 830.944, 430.611, 457.961, 423.448,,83, 1, 1.92968, 1.81444, 1.96233,,83, 0, 0.48178, 0.448867, 0.490401
,,,84, 837.454, 435.462, 421.903, 428.141,,84, 1, 1.92314, 1.98495, 1.95602,,84, 0, 0.480017, 0.496208, 0.488759
,,,85, 844.791, 441.872, 445.766, 435.18,,85, 1, 1.91184, 1.89514, 1.94125,,85, 0, 0.476945, 0.472336, 0.484867
,,,86, 851.972, 444.54, 461.352, 437.766,,86, 1, 1.91652, 1.84668, 1.94618,,86, 0, 0.478222, 0.458489, 0.486173
,,,87, 858.815, 447.1, 475.845, 440.186,,87, 1, 1.92086, 1.80482, 1.95103,,87, 0, 0.479399, 0.445929, 0.48745
,,,88, 865.9, 445.834, 435.368, 439.843,,88, 1, 1.9422, 1.98889, 1.96866,,88, 0, 0.485121, 0.497208, 0.49204
,,,89, 872.635, 447.279, 458.926, 441.367,,89, 1, 1.95099, 1.90147, 1.97712,,89, 0, 0.487439, 0.474091, 0.494214
,,,90, 880.05, 456.162, 473.939, 448.407,,90, 1, 1.92925, 1.85689, 1.96261,,90, 0, 0.481664, 0.461464, 0.490476
,,,91, 887.131, 458.656, 488.653, 450.697,,91, 1, 1.9342, 1.81546, 1.96835,,91, 0, 0.48299, 0.449176, 0.491961
,,,92, 893.632, 464.512, 447.675, 458.353,,92, 1, 1.92381, 1.99616, 1.94966,,92, 0, 0.480197, 0.499038, 0.48709
,,,93, 900.823, 469.427, 471.958, 461.978,,93, 1, 1.91899, 1.90869, 1.94993,,93, 0, 0.478891, 0.476081, 0.487161
,,,94, 907.927, 469.889, 487.117, 463.082,,94, 1, 1.93221, 1.86388, 1.96062,,94, 0, 0.482459, 0.463484, 0.489957
,,,95, 906.594, 464.291, 494.43, 457.515,,95, 1, 1.95264, 1.83362, 1.98156,,95, 0, 0.487874, 0.454629, 0.495348
,,,96, 977.041, 477.188, 459.451, 469.853,,96, 1, 2.0475, 2.12654, 2.07946,,96, 0, 0.511599, 0.529752, 0.519106
,,,97, 984.758, 478.826, 483.619, 472.635,,97, 1, 2.05661, 2.03623, 2.08355,,97, 0, 0.513763, 0.508896, 0.52005
,,,98, 991.28, 486.56, 504.796, 479.559,,98, 1, 2.03732, 1.96372, 2.06707,,98, 0, 0.50916, 0.490763, 0.516222
,,,99, 996.999, 488.83, 515.777, 481.163,,99, 1, 2.03956, 1.933, 2.07206,,99, 0, 0.509698, 0.48267, 0.517389
,,,100, 1002.77, 489.667, 472.145, 483.35,,100, 1, 2.04786, 2.12386, 2.07462,,100, 0, 0.511685, 0.529159, 0.517985
,,,101, 1010.44, 492.487, 503.846, 486.141,,101, 1, 2.05171, 2.00545, 2.07849,,101, 0, 0.512602, 0.50136, 0.518882
,,,102, 1017.42, 498.516, 515.062, 491.495,,102, 1, 2.04089, 1.97533, 2.07005,,102, 0, 0.510018, 0.493756, 0.516919
,,,103, 1023.87, 500.9, 530.34, 493.562,,103, 1, 2.04406, 1.93059, 2.07445,,103, 0, 0.510778, 0.482024, 0.517945
,,,104, 1034.03, 505.433, 488.305, 498.731,,104, 1, 2.04584, 2.1176, 2.07333,,104, 0, 0.511202, 0.527766, 0.517684
,,,105, 1041.17, 507.686, 517.127, 501.257,,105, 1, 2.05081, 2.01336, 2.07711,,105, 0, 0.512387, 0.503319, 0.518561
,,,106, 1048.4, 516.212, 531.281, 508.07,,106, 1, 2.03095, 1.97335, 2.0635,,106, 0, 0.50762, 0.493247, 0.515386
,,,107, 1055.28, 518.518, 546.917, 511.205,,107, 1, 2.03519, 1.92951, 2.0643,,107, 0, 0.508645, 0.481734, 0.515575
,,,108, 1061.97, 518.929, 508.82, 512.212,,108, 1, 2.04647, 2.08713, 2.07331,,108, 0, 0.511354, 0.520873, 0.517679
,,,109, 1068.8, 523.345, 532.402, 515.939,,109, 1, 2.04225, 2.00751, 2.07157,,109, 0, 0.510344, 0.50187, 0.517273
,,,110, 1075.78, 523.544, 548.186, 516.802,,110, 1, 2.0548, 1.96244, 2.08161,,110, 0, 0.513335, 0.490429, 0.519602
,,,111, 1082.89, 527.418, 562.667, 521.069,,111, 1, 2.0532, 1.92457, 2.07821,,111, 0, 0.512954, 0.480403, 0.518817
,,,112, 1089.82, 534.778, 515.109, 528.258,,112, 1, 2.03789, 2.11571, 2.06304,,112, 0, 0.509297, 0.527345, 0.515279
,,,113, 1096.96, 537.495, 539.588, 530.921,,113, 1, 2.04086, 2.03295, 2.06614,,113, 0, 0.510012, 0.508103, 0.516005
,,,114, 1104.03, 540.306, 554.713, 533.225,,114, 1, 2.04333, 1.99027, 2.07047,,114, 0, 0.510604, 0.497555, 0.517018
,,,115, 1111.24, 543.664, 568.908, 536.586,,115, 1, 2.04398, 1.95329, 2.07095,,115, 0, 0.510759, 0.488042, 0.517129
,,,116, 1118.37, 548.384, 532.524, 542.116,,116, 1, 2.0394, 2.10014, 2.06298,,116, 0, 0.50966, 0.523841, 0.515265
,,,117, 1125.07, 555.456, 556.444, 548.364,,117, 1, 2.02549, 2.0219, 2.05169,,117, 0, 0.506292, 0.505415, 0.512596
,,,118, 1131.71, 557.827, 572.024, 551.14,,118, 1, 2.02879, 1.97844, 2.05341,,118, 0, 0.507096, 0.494551, 0.513005
,,,119, 1138.63, 559.98, 586.926, 553.657,,119, 1, 2.03335, 1.94, 2.05657,,119, 0, 0.5082, 0.484535, 0.513753
,,,120, 1145.68, 559.292, 546.3, 552.794,,120, 1, 2.04845, 2.09717, 2.07253,,120, 0, 0.511827, 0.523167, 0.517498
,,,121, 1153.09, 560.474, 570.452, 555.276,,121, 1, 2.05734, 2.02136, 2.0766,,121, 0, 0.513936, 0.505283, 0.518444
,,,122, 1159.44, 569.261, 585.151, 561.528,,122, 1, 2.03674, 1.98144, 2.06479,,122, 0, 0.50902, 0.495316, 0.51569
,,,123, 1167.2, 571.945, 599.944, 563.834,,123, 1, 2.04076, 1.94552, 2.07012,,123, 0, 0.509988, 0.485999, 0.516936
,,,124, 1174.01, 578.431, 558.847, 571.386,,124, 1, 2.02965, 2.10078, 2.05468,,124, 0, 0.507305, 0.523986, 0.513305
,,,125, 1181.19, 582.518, 583.087, 575.533,,125, 1, 2.02774, 2.02576, 2.05235,,125, 0, 0.506839, 0.506357, 0.512753
,,,126, 1187.81, 582.987, 598.088, 576.214,,126, 1, 2.03745, 1.986, 2.0614,,126, 0, 0.50919, 0.496476, 0.514892
,,,127, 1186.75, 576.98, 605.107, 570.545,,127, 1, 2.05683, 1.96122, 2.08002,,127, 0, 0.513814, 0.490113, 0.519236
,,,128, 1256.94, 590.075, 569.888, 583.373,,128, 1, 2.13013, 2.20559, 2.1546,,128, 0, 0.530546, 0.546606, 0.535877

